"","Latitude","Longitude","X100","NPP"
"11303",-37.5,-157.5,13.537,247.075833333333
"11304",-37.5,-156.5,13.496,226.659
"11305",-37.5,-155.5,13.552,235.000416666667
"11306",-37.5,-154.5,13.438,240.350416666667
"11307",-37.5,-153.5,13.014,252.36175
"11308",-37.5,-152.5,13.616,253.779416666667
"11309",-37.5,-151.5,13.516,249.580083333333
"11310",-37.5,-150.5,13.755,234.103666666667
"11311",-37.5,-149.5,13.367,251.66725
"11312",-37.5,-148.5,13.488,251.218583333333
"11313",-37.5,-147.5,13.953,232.285333333333
"11314",-37.5,-146.5,13.737,233.563833333333
"11315",-37.5,-145.5,13.631,252.458083333333
"11316",-37.5,-144.5,13.499,229.088083333333
"11317",-37.5,-143.5,13.756,220.764333333333
"11318",-37.5,-142.5,13.984,249.846916666667
"11319",-37.5,-141.5,13.683,231.465916666667
"11320",-37.5,-140.5,13.67,243.230166666667
"11321",-37.5,-139.5,13.463,245.552416666667
"11322",-37.5,-138.5,13.962,243.572833333333
"11323",-37.5,-137.5,14.025,232.94175
"11324",-37.5,-136.5,14.016,259.165416666667
"11325",-37.5,-135.5,14.277,248.542833333333
"11326",-37.5,-134.5,14.225,231.57475
"11327",-37.5,-133.5,14.493,252.760916666667
"11328",-37.5,-132.5,14.292,252.749833333333
"11329",-37.5,-131.5,14.048,252.827666666667
"11330",-37.5,-130.5,13.989,243.541916666667
"11331",-37.5,-129.5,13.791,245.551083333333
"11332",-37.5,-128.5,14.176,256.33025
"11333",-37.5,-127.5,14.125,265.399166666667
"11334",-37.5,-126.5,13.432,269.21475
"11335",-37.5,-125.5,13.276,273.137583333333
"11336",-37.5,-124.5,13.287,287.273666666667
"11337",-37.5,-123.5,13.325,283.258416666667
"11338",-37.5,-122.5,13.753,269.125583333333
"11339",-37.5,-121.5,13.49,264.522583333333
"11340",-37.5,-120.5,13.281,261.890583333333
"11341",-37.5,-119.5,12.468,270.218833333333
"11342",-37.5,-118.5,12.888,271.11675
"11343",-37.5,-117.5,12.766,277.132916666667
"11344",-37.5,-116.5,13.207,266.260416666667
"11345",-37.5,-115.5,12.868,272.244083333333
"11346",-37.5,-114.5,12.822,283.15525
"11347",-37.5,-113.5,13.291,271.828333333333
"11348",-37.5,-112.5,13.113,269.192666666667
"11349",-37.5,-111.5,13.456,265.533
"11350",-37.5,-110.5,14.082,275.988
"11351",-37.5,-109.5,12.986,282.835833333333
"11352",-37.5,-108.5,12.677,293.39525
"11353",-37.5,-107.5,12.987,288.022666666667
"11354",-37.5,-106.5,12.212,283.202833333333
"11355",-37.5,-105.5,12.662,285.885666666667
"11356",-37.5,-104.5,12.377,288.9085
"11357",-37.5,-103.5,12.576,290.093583333333
"11358",-37.5,-102.5,12.459,281.23325
"11359",-37.5,-101.5,12.401,280.723666666667
"11360",-37.5,-100.5,12.005,278.685333333333
"11361",-37.5,-99.5,12.016,287.97275
"11362",-37.5,-98.5,12.874,302.524666666667
"11363",-37.5,-97.5,12.775,301.416
"11364",-37.5,-96.5,12.134,300.268666666667
"11365",-37.5,-95.5,12.176,305.401416666667
"11366",-37.5,-94.5,12.698,306.675916666667
"11367",-37.5,-93.5,12.735,300.198333333333
"11368",-37.5,-92.5,12.374,297.226583333333
"11369",-37.5,-91.5,12.404,303.454416666667
"11370",-37.5,-90.5,12.527,305.105333333333
"11371",-37.5,-89.5,12.464,321.00975
"11372",-37.5,-88.5,12.839,317.33
"11373",-37.5,-87.5,12.622,321.947916666667
"11374",-37.5,-86.5,12.274,343.976666666667
"11375",-37.5,-85.5,12.554,347.0485
"11376",-37.5,-84.5,12.531,362.048833333333
"11377",-37.5,-83.5,12.599,367.9425
"11378",-37.5,-82.5,12.668,407.037416666667
"11379",-37.5,-81.5,12.911,449.86875
"11380",-37.5,-80.5,12.606,500.615
"11381",-37.5,-79.5,12.526,596.175416666667
"11382",-37.5,-78.5,12.217,660.46025
"11383",-37.5,-77.5,11.834,779.271583333333
"11384",-37.5,-76.5,11.406,819.399166666667
"11385",-37.5,-75.5,10.693,1109.748
"11386",-37.5,-74.5,10.653,1312.0085
"11387",-37.5,-55.5,NA,1768.01633333333
"11388",-37.5,-54.5,7.45,1961.30833333333
"11389",-37.5,-53.5,15.954,1011.89275
"11390",-37.5,-52.5,16.504,613.66675
"11391",-37.5,-51.5,17.194,648.293
"11392",-37.5,-50.5,15.378,767.37225
"11393",-37.5,-49.5,16.11,768.604416666667
"11394",-37.5,-48.5,15.723,695.5415
"11395",-37.5,-47.5,17.201,642.628083333333
"11396",-37.5,-46.5,16.641,627.84725
"11397",-37.5,-45.5,16.264,584.503
"11398",-37.5,-44.5,16.4,571.747333333333
"11399",-37.5,-43.5,15.544,644.174333333333
"11400",-37.5,-42.5,15.184,608.430583333333
"11401",-37.5,-41.5,15.49,570.381083333333
"11402",-37.5,-40.5,16.065,576.969916666667
"11403",-37.5,-39.5,15.942,563.7005
"11404",-37.5,-38.5,15.736,558.86475
"11405",-37.5,-37.5,15.536,647.049583333333
"11406",-37.5,-36.5,15.439,544.841
"11407",-37.5,-35.5,15.9,602.245666666667
"11408",-37.5,-34.5,15.836,524.411166666667
"11409",-37.5,-33.5,15.501,515.305666666667
"11410",-37.5,-32.5,15.219,521.870166666667
"11411",-37.5,-31.5,15.407,536.472333333333
"11412",-37.5,-30.5,15.134,501.247333333333
"11413",-37.5,-29.5,14.916,500.524666666667
"11414",-37.5,-28.5,14.722,544.995083333333
"11415",-37.5,-27.5,14.679,541.610666666667
"11416",-37.5,-26.5,14.743,477.0795
"11417",-37.5,-25.5,14.589,467.999833333333
"11418",-37.5,-24.5,14.328,504.426
"11419",-37.5,-23.5,14.228,516.34625
"11420",-37.5,-22.5,13.734,505.39575
"11421",-37.5,-21.5,13.602,581.459833333333
"11422",-37.5,-20.5,13.54,514.474833333333
"11423",-37.5,-19.5,13.922,487.299833333333
"11424",-37.5,-18.5,13.958,532.342416666667
"11425",-37.5,-17.5,13.943,536.967416666667
"11426",-37.5,-16.5,13.218,510.522583333333
"11427",-37.5,-15.5,13.156,511.941583333333
"11428",-37.5,-14.5,13.565,507.744666666667
"11429",-37.5,-13.5,13.317,540.992666666667
"11430",-37.5,-12.5,12.606,529.61175
"11431",-37.5,-11.5,13.02,608.65025
"11432",-37.5,-10.5,13.408,570.030416666667
"11433",-37.5,-9.5,13.234,583.095666666667
"11434",-37.5,-8.5,13.488,590.586083333333
"11435",-37.5,-7.5,13.006,618.186333333333
"11436",-37.5,-6.5,12.171,637.026083333333
"11437",-37.5,-5.5,12.761,639.17525
"11438",-37.5,-4.5,13.02,600.782
"11439",-37.5,-3.5,12.431,669.829416666667
"11440",-37.5,-2.5,13.222,683.88425
"11441",-37.5,-1.5,13.782,587.65125
"11442",-37.5,-0.5,13.122,568.7615
"11443",-37.5,0.5,13.622,622.553833333333
"11444",-37.5,1.5,13.88,596.492333333333
"11445",-37.5,2.5,13.742,547.834666666667
"11446",-37.5,3.5,13.602,573.13
"11447",-37.5,4.5,12.714,621.422833333333
"11448",-37.5,5.5,13.07,595.877583333333
"11449",-37.5,6.5,13.269,550.02025
"11450",-37.5,7.5,13.394,653.884
"11451",-37.5,8.5,13.583,638.809916666667
"11452",-37.5,9.5,14.074,644.975333333333
"11453",-37.5,10.5,14.793,704.891083333333
"11454",-37.5,11.5,15.025,651.86
"11455",-37.5,12.5,15.416,713.631916666667
"11456",-37.5,13.5,15.637,734.64675
"11457",-37.5,14.5,15.319,775.95125
"11458",-37.5,15.5,15.57,744.621583333333
"11459",-37.5,16.5,15.831,793.391833333333
"11460",-37.5,17.5,15.456,776.296583333333
"11461",-37.5,18.5,15.075,755.705666666667
"11462",-37.5,19.5,14.754,809.54
"11463",-37.5,20.5,17.542,789.296083333333
"11464",-37.5,21.5,19.022,618.773083333333
"11465",-37.5,22.5,19.638,575.565833333333
"11466",-37.5,23.5,19.269,592.12975
"11467",-37.5,24.5,18.589,695.254166666667
"11468",-37.5,25.5,17.62,789.428
"11469",-37.5,26.5,15.977,953.042666666667
"11470",-37.5,27.5,17.642,928.054
"11471",-37.5,28.5,18.547,676.2215
"11472",-37.5,29.5,18.739,591.18625
"11473",-37.5,30.5,18.475,600.711333333333
"11474",-37.5,31.5,17.049,688.029583333333
"11475",-37.5,32.5,16.931,725.108333333333
"11476",-37.5,33.5,17.408,695.976
"11477",-37.5,34.5,18.31,598.620583333333
"11478",-37.5,35.5,17.967,599.071333333333
"11479",-37.5,36.5,18.125,604.104166666667
"11480",-37.5,37.5,18.032,639.901833333333
"11481",-37.5,38.5,17.628,634.673916666667
"11482",-37.5,39.5,18.038,617.414166666667
"11483",-37.5,40.5,17.76,568.407916666667
"11484",-37.5,41.5,17.679,544.913416666667
"11485",-37.5,42.5,17.579,522.92175
"11486",-37.5,43.5,17.47,552.631666666667
"11487",-37.5,44.5,17.414,542.468416666667
"11488",-37.5,45.5,17.22,575.145833333333
"11489",-37.5,46.5,17.14,566.639416666667
"11490",-37.5,47.5,16.871,644.903083333333
"11491",-37.5,48.5,16.905,613.3715
"11492",-37.5,49.5,16.79,597.646916666667
"11493",-37.5,50.5,16.575,590.362916666667
"11494",-37.5,51.5,16.467,562.15125
"11495",-37.5,52.5,16.204,579.449833333333
"11496",-37.5,53.5,16.216,544.6205
"11497",-37.5,54.5,15.923,539.678583333333
"11498",-37.5,55.5,15.638,535.96075
"11499",-37.5,56.5,15.565,536.484166666667
"11500",-37.5,57.5,15.31,504.172333333333
"11501",-37.5,58.5,15.166,489.48475
"11502",-37.5,59.5,15.178,469.39175
"11503",-37.5,60.5,15.063,446.559833333333
"11504",-37.5,61.5,15.021,474.1255
"11505",-37.5,62.5,14.902,435.363083333333
"11506",-37.5,63.5,14.712,478.513916666667
"11507",-37.5,64.5,14.627,519.31925
"11508",-37.5,65.5,14.5,476.865916666667
"11509",-37.5,66.5,14.39,463.48525
"11510",-37.5,67.5,14.431,446.72225
"11511",-37.5,68.5,14.274,469.126583333333
"11512",-37.5,69.5,14.065,499.598916666667
"11513",-37.5,70.5,13.796,492.176083333333
"11514",-37.5,71.5,13.734,509.961583333333
"11515",-37.5,72.5,13.676,508.820833333333
"11516",-37.5,73.5,13.858,499.501
"11517",-37.5,74.5,13.958,510.625666666667
"11518",-37.5,75.5,13.623,514.115333333333
"11519",-37.5,76.5,13.252,555.898666666667
"11520",-37.5,77.5,13.157,586.521166666667
"11521",-37.5,78.5,13.08,529.168333333333
"11522",-37.5,79.5,13.236,489.042333333333
"11523",-37.5,80.5,13.615,467.092166666667
"11524",-37.5,81.5,13.401,431.92875
"11525",-37.5,82.5,13.22,446.203333333333
"11526",-37.5,83.5,13.036,436.987083333333
"11527",-37.5,84.5,13.191,403.962166666667
"11528",-37.5,85.5,12.851,411.67
"11529",-37.5,86.5,12.689,415.542916666667
"11530",-37.5,87.5,12.419,413.578166666667
"11531",-37.5,88.5,12.562,413.442833333333
"11532",-37.5,89.5,12.551,429.26725
"11533",-37.5,90.5,12.615,423.063083333333
"11534",-37.5,91.5,12.44,430.474416666667
"11535",-37.5,92.5,12.529,435.212416666667
"11536",-37.5,93.5,12.596,455.834416666667
"11537",-37.5,94.5,12.355,420.5635
"11538",-37.5,95.5,12.109,442.397916666667
"11539",-37.5,96.5,12.479,429.0635
"11540",-37.5,97.5,12.601,402.764833333333
"11541",-37.5,98.5,12.933,394.623666666667
"11542",-37.5,99.5,12.689,387.336083333333
"11543",-37.5,100.5,12.869,370.413
"11544",-37.5,101.5,13.034,400.92975
"11545",-37.5,102.5,12.816,444.534666666667
"11546",-37.5,103.5,13.318,412.558583333333
"11547",-37.5,104.5,13.151,420.506666666667
"11548",-37.5,105.5,13.125,457.553416666667
"11549",-37.5,106.5,13.706,493.981833333333
"11550",-37.5,107.5,13.185,491.066916666667
"11551",-37.5,108.5,13.463,459.810916666667
"11552",-37.5,109.5,13.779,479.981416666667
"11553",-37.5,110.5,14.26,504.116083333333
"11554",-37.5,111.5,14.555,557.116833333333
"11555",-37.5,112.5,14.014,570.789
"11556",-37.5,113.5,14.162,535.099583333333
"11557",-37.5,114.5,13.931,539.754833333333
"11558",-37.5,115.5,14.096,565.372916666667
"11559",-37.5,116.5,14.681,546.62
"11560",-37.5,117.5,14.451,554.352
"11561",-37.5,118.5,14.207,555.89125
"11562",-37.5,119.5,14.099,560.906083333333
"11563",-37.5,120.5,14.052,588.164833333333
"11564",-37.5,121.5,13.758,591.49975
"11565",-37.5,122.5,13.572,588.491833333333
"11566",-37.5,123.5,13.502,552.811916666667
"11567",-37.5,124.5,13.54,545.6965
"11568",-37.5,125.5,13.445,601.677
"11569",-37.5,126.5,13.484,568.810166666667
"11570",-37.5,127.5,13.323,574.69375
"11571",-37.5,128.5,13.269,560.519083333333
"11572",-37.5,129.5,13.721,552.839166666667
"11573",-37.5,130.5,13.288,542.831083333333
"11574",-37.5,131.5,13.465,517.84425
"11575",-37.5,132.5,13.637,533.840583333333
"11576",-37.5,133.5,13.565,516.8745
"11577",-37.5,134.5,13.565,519.68325
"11578",-37.5,135.5,13.354,523.70675
"11579",-37.5,136.5,13.503,526.426416666667
"11580",-37.5,137.5,13.82,566.92425
"11581",-37.5,138.5,13.761,527.729333333333
"11582",-37.5,139.5,13.629,588.00825
"11583",-37.5,150.5,16.184,781.089333333333
"11584",-37.5,151.5,17.198,752.9755
"11585",-37.5,152.5,16.882,609.363083333333
"11586",-37.5,153.5,16.404,651.8945
"11587",-37.5,154.5,16.264,706.839833333333
"11588",-37.5,155.5,16.313,677.611916666667
"11589",-37.5,156.5,16.312,620.524333333333
"11590",-37.5,157.5,15.941,608.292083333333
"11591",-37.5,158.5,15.766,627.993
"11592",-37.5,159.5,16.464,649.543833333333
"11593",-37.5,160.5,15.619,578.049333333333
"11594",-37.5,161.5,15.368,570.542416666667
"11595",-37.5,162.5,15.13,582.740416666667
"11596",-37.5,163.5,15,544.211333333333
"11597",-37.5,164.5,14.844,516.182833333333
"11598",-37.5,165.5,14.774,491.661583333333
"11599",-37.5,166.5,15.071,485.71875
"11600",-37.5,167.5,14.875,499.926416666667
"11601",-37.5,168.5,14.825,514.05875
"11602",-37.5,169.5,14.691,498.345916666667
"11603",-37.5,170.5,14.561,484.506166666667
"11604",-37.5,171.5,14.428,493.578083333333
"11605",-37.5,177.5,16.329,835.201166666667
"11606",-37.5,179.5,15.826,687.6885
"11607",-36.5,-179.5,15.291,527.01175
"11608",-36.5,-178.5,14.752,476.621416666667
"11609",-36.5,-177.5,14.48,405.2595
"11610",-36.5,-176.5,14.159,410.485916666667
"11611",-36.5,-175.5,13.965,340.88775
"11612",-36.5,-174.5,13.873,344.2485
"11613",-36.5,-173.5,13.819,336.452916666667
"11614",-36.5,-172.5,13.61,326.198583333333
"11615",-36.5,-171.5,13.574,322.49775
"11616",-36.5,-170.5,13.752,304.877166666667
"11617",-36.5,-169.5,13.872,267.86675
"11618",-36.5,-168.5,14.393,253.936916666667
"11619",-36.5,-167.5,14.323,254.918833333333
"11620",-36.5,-166.5,14.255,259.740333333333
"11621",-36.5,-165.5,14.677,247.352
"11622",-36.5,-164.5,14.807,254.139583333333
"11623",-36.5,-163.5,14.187,244.728166666667
"11624",-36.5,-162.5,13.888,240.365166666667
"11625",-36.5,-161.5,14.332,235.780333333333
"11626",-36.5,-160.5,14.34,226.853333333333
"11627",-36.5,-159.5,14.322,222.379833333333
"11628",-36.5,-158.5,14.356,223.997333333333
"11629",-36.5,-157.5,13.905,229.662666666667
"11630",-36.5,-156.5,13.766,227.21875
"11631",-36.5,-155.5,13.901,226.625916666667
"11632",-36.5,-154.5,14.872,232.3645
"11633",-36.5,-153.5,14.658,227.802833333333
"11634",-36.5,-152.5,15.101,224.595
"11635",-36.5,-151.5,14.498,215.582
"11636",-36.5,-150.5,14.17,215.9865
"11637",-36.5,-149.5,14.325,221.586333333333
"11638",-36.5,-148.5,14.645,219.100333333333
"11639",-36.5,-147.5,14.324,218.80425
"11640",-36.5,-146.5,14.416,230.23525
"11641",-36.5,-145.5,14.177,237.431
"11642",-36.5,-144.5,14.784,221.800833333333
"11643",-36.5,-143.5,14.81,213.031833333333
"11644",-36.5,-142.5,15.047,239.823833333333
"11645",-36.5,-141.5,14.507,211.23275
"11646",-36.5,-140.5,14.87,205.82025
"11647",-36.5,-139.5,14.468,195.640583333333
"11648",-36.5,-138.5,14.422,211.004083333333
"11649",-36.5,-137.5,14.649,221.68325
"11650",-36.5,-136.5,14.859,211.031083333333
"11651",-36.5,-135.5,14.665,203.120583333333
"11652",-36.5,-134.5,14.393,194.78675
"11653",-36.5,-133.5,14.78,205.385416666667
"11654",-36.5,-132.5,14.679,209.562333333333
"11655",-36.5,-131.5,14.442,239.01175
"11656",-36.5,-130.5,14.598,243.0485
"11657",-36.5,-129.5,14.774,247.66475
"11658",-36.5,-128.5,14.558,235.504583333333
"11659",-36.5,-127.5,14.506,226.132166666667
"11660",-36.5,-126.5,14.043,247.5035
"11661",-36.5,-125.5,14.234,258.715833333333
"11662",-36.5,-124.5,14.001,250.411333333333
"11663",-36.5,-123.5,13.913,258.725833333333
"11664",-36.5,-122.5,14.024,262.069333333333
"11665",-36.5,-121.5,13.582,245.786416666667
"11666",-36.5,-120.5,14.268,242.767916666667
"11667",-36.5,-119.5,14.329,243.810583333333
"11668",-36.5,-118.5,14.485,237.84825
"11669",-36.5,-117.5,13.779,249.412416666667
"11670",-36.5,-116.5,13.576,250.572916666667
"11671",-36.5,-115.5,13.434,246.567666666667
"11672",-36.5,-114.5,13.659,278.066416666667
"11673",-36.5,-113.5,13.636,275.404083333333
"11674",-36.5,-112.5,13.952,254.754
"11675",-36.5,-111.5,13.718,253.156916666667
"11676",-36.5,-110.5,13.497,254.602666666667
"11677",-36.5,-109.5,12.669,263.541916666667
"11678",-36.5,-108.5,13.213,272.177666666667
"11679",-36.5,-107.5,13.25,272.684833333333
"11680",-36.5,-106.5,13.017,276.034333333333
"11681",-36.5,-105.5,12.782,290.009833333333
"11682",-36.5,-104.5,13.303,280.38975
"11683",-36.5,-103.5,13.365,280.924
"11684",-36.5,-102.5,12.857,269.86125
"11685",-36.5,-101.5,12.377,286.920666666667
"11686",-36.5,-100.5,12.73,286.952583333333
"11687",-36.5,-99.5,12.057,289.095916666667
"11688",-36.5,-98.5,12.581,288.05825
"11689",-36.5,-97.5,12.742,303.46875
"11690",-36.5,-96.5,12.667,312.814083333333
"11691",-36.5,-95.5,12.451,306.763333333333
"11692",-36.5,-94.5,12.996,299.7185
"11693",-36.5,-93.5,13.411,305.525416666667
"11694",-36.5,-92.5,13.648,308.139666666667
"11695",-36.5,-91.5,13.443,314.97625
"11696",-36.5,-90.5,13.375,306.773916666667
"11697",-36.5,-89.5,12.916,310.582416666667
"11698",-36.5,-88.5,13.163,315.406166666667
"11699",-36.5,-87.5,13.098,324.981
"11700",-36.5,-86.5,13.2,337.365166666667
"11701",-36.5,-85.5,13.12,344.057666666667
"11702",-36.5,-84.5,13.166,338.850083333333
"11703",-36.5,-83.5,13.107,373.28225
"11704",-36.5,-82.5,12.951,432.38475
"11705",-36.5,-81.5,12.952,433.944
"11706",-36.5,-80.5,12.935,555.820083333333
"11707",-36.5,-79.5,12.733,554.0075
"11708",-36.5,-78.5,12.152,602.718166666667
"11709",-36.5,-77.5,11.747,770.989166666667
"11710",-36.5,-76.5,11.679,870.223
"11711",-36.5,-75.5,10.823,1161.62491666667
"11712",-36.5,-74.5,10.717,1302.18883333333
"11713",-36.5,-73.5,10.72,2179.44766666667
"11714",-36.5,-54.5,NA,1625.70266666667
"11715",-36.5,-53.5,10.573,1874.53433333333
"11716",-36.5,-52.5,16.459,596.669416666667
"11717",-36.5,-51.5,18.231,580.1705
"11718",-36.5,-50.5,17.263,654.850333333333
"11719",-36.5,-49.5,16.82,693.471666666667
"11720",-36.5,-48.5,16.404,657.109
"11721",-36.5,-47.5,16.736,550.145083333333
"11722",-36.5,-46.5,16.765,618.019416666667
"11723",-36.5,-45.5,16.143,632.588
"11724",-36.5,-44.5,16.586,594.319083333333
"11725",-36.5,-43.5,16.277,582.016
"11726",-36.5,-42.5,15.741,510.94575
"11727",-36.5,-41.5,15.481,567.948666666667
"11728",-36.5,-40.5,16.449,574.872
"11729",-36.5,-39.5,16.018,519.997166666667
"11730",-36.5,-38.5,15.895,526.410166666667
"11731",-36.5,-37.5,15.669,505.939166666667
"11732",-36.5,-36.5,15.694,471.377583333333
"11733",-36.5,-35.5,15.83,477.107083333333
"11734",-36.5,-34.5,15.661,500.774333333333
"11735",-36.5,-33.5,15.532,486.009583333333
"11736",-36.5,-32.5,15.326,518.820666666667
"11737",-36.5,-31.5,15.286,481.104583333333
"11738",-36.5,-30.5,15.092,465.839666666667
"11739",-36.5,-29.5,15.09,441.53675
"11740",-36.5,-28.5,15.071,464.251
"11741",-36.5,-27.5,14.75,459.146916666667
"11742",-36.5,-26.5,14.87,473.31075
"11743",-36.5,-25.5,14.841,485.059
"11744",-36.5,-24.5,14.492,498.75925
"11745",-36.5,-23.5,14.322,489.979333333333
"11746",-36.5,-22.5,14.66,530.457583333333
"11747",-36.5,-21.5,14.387,532.06675
"11748",-36.5,-20.5,14.09,514.405166666667
"11749",-36.5,-19.5,14.609,470.905333333333
"11750",-36.5,-18.5,13.881,449.23325
"11751",-36.5,-17.5,13.826,438.160833333333
"11752",-36.5,-16.5,14.212,451.566083333333
"11753",-36.5,-15.5,14.443,467.634333333333
"11754",-36.5,-14.5,14.616,443.162833333333
"11755",-36.5,-13.5,14.342,441.122833333333
"11756",-36.5,-12.5,14.325,432.38925
"11757",-36.5,-11.5,14.304,458.166
"11758",-36.5,-10.5,14.134,518.61475
"11759",-36.5,-9.5,13.954,539.279416666667
"11760",-36.5,-8.5,14.001,563.106916666667
"11761",-36.5,-7.5,14.319,532.943416666667
"11762",-36.5,-6.5,14.075,512.975833333333
"11763",-36.5,-5.5,14.11,515.245083333333
"11764",-36.5,-4.5,14.19,505.274
"11765",-36.5,-3.5,13.73,527.920833333333
"11766",-36.5,-2.5,14.246,536.562833333333
"11767",-36.5,-1.5,14.338,457.17925
"11768",-36.5,-0.5,14.066,462.33025
"11769",-36.5,0.5,13.855,550.282833333333
"11770",-36.5,1.5,14.249,560.212333333333
"11771",-36.5,2.5,14.402,525.241833333333
"11772",-36.5,3.5,13.938,543.7865
"11773",-36.5,4.5,14.385,526.520333333333
"11774",-36.5,5.5,14.15,468.766833333333
"11775",-36.5,6.5,14.532,515.506166666667
"11776",-36.5,7.5,14.871,564.232666666667
"11777",-36.5,8.5,14.662,588.1105
"11778",-36.5,9.5,14.938,542.120666666667
"11779",-36.5,10.5,15.761,644.507833333333
"11780",-36.5,11.5,15.591,618.30625
"11781",-36.5,12.5,16.324,665.136333333333
"11782",-36.5,13.5,16.307,767.241916666667
"11783",-36.5,14.5,16.016,704.455166666667
"11784",-36.5,15.5,16.321,692.7305
"11785",-36.5,16.5,15.628,774.675333333333
"11786",-36.5,17.5,15.394,774.56575
"11787",-36.5,18.5,16.005,733.36
"11788",-36.5,19.5,15.111,742.029333333333
"11789",-36.5,20.5,13.594,824.545083333333
"11790",-36.5,21.5,13.345,997.948083333333
"11791",-36.5,22.5,18.591,663.516833333333
"11792",-36.5,23.5,19.253,582.324583333333
"11793",-36.5,24.5,19.21,600.144666666667
"11794",-36.5,25.5,19.142,664.944583333333
"11795",-36.5,26.5,18.847,716.96425
"11796",-36.5,27.5,19.135,652.39375
"11797",-36.5,28.5,19.705,577.504833333333
"11798",-36.5,29.5,19.078,554.084833333333
"11799",-36.5,30.5,18.847,566.554666666667
"11800",-36.5,31.5,18.254,547.971166666667
"11801",-36.5,32.5,18.317,569.228166666667
"11802",-36.5,33.5,18.748,551.834916666667
"11803",-36.5,34.5,18.549,551.4625
"11804",-36.5,35.5,18.184,558.956083333333
"11805",-36.5,36.5,18.228,554.427166666667
"11806",-36.5,37.5,18.141,528.193333333333
"11807",-36.5,38.5,18.081,501.81075
"11808",-36.5,39.5,17.977,519.366583333333
"11809",-36.5,40.5,17.972,477.901083333333
"11810",-36.5,41.5,17.598,502.498416666667
"11811",-36.5,42.5,17.379,485.94225
"11812",-36.5,43.5,17.415,541.5355
"11813",-36.5,44.5,17.255,570.326916666667
"11814",-36.5,45.5,17.041,542.0435
"11815",-36.5,46.5,17.12,537.809416666667
"11816",-36.5,47.5,16.914,544.566166666667
"11817",-36.5,48.5,16.79,584.69375
"11818",-36.5,49.5,16.754,542.266583333333
"11819",-36.5,50.5,16.44,543.821833333333
"11820",-36.5,51.5,16.293,540.9675
"11821",-36.5,52.5,16.389,533.071083333333
"11822",-36.5,53.5,16.165,541.756083333333
"11823",-36.5,54.5,16.102,517.496583333333
"11824",-36.5,55.5,15.518,500.268916666667
"11825",-36.5,56.5,15.52,478.3145
"11826",-36.5,57.5,15.478,482.173833333333
"11827",-36.5,58.5,15.32,473.101833333333
"11828",-36.5,59.5,15.053,469.926833333333
"11829",-36.5,60.5,14.994,440.381083333333
"11830",-36.5,61.5,14.696,458.455833333333
"11831",-36.5,62.5,14.93,457.817083333333
"11832",-36.5,63.5,14.786,430.501083333333
"11833",-36.5,64.5,14.773,461.092333333333
"11834",-36.5,65.5,14.687,465.30175
"11835",-36.5,66.5,14.488,450.531
"11836",-36.5,67.5,14.325,444.11775
"11837",-36.5,68.5,14.179,446.205583333333
"11838",-36.5,69.5,14.107,475.568333333333
"11839",-36.5,70.5,14.111,455.621083333333
"11840",-36.5,71.5,13.912,478.325083333333
"11841",-36.5,72.5,13.818,475.356
"11842",-36.5,73.5,13.759,456.905083333333
"11843",-36.5,74.5,13.456,528.259
"11844",-36.5,75.5,13.548,521.10675
"11845",-36.5,76.5,13.568,510.318333333333
"11846",-36.5,77.5,13.374,517.023916666667
"11847",-36.5,78.5,13.286,500.346
"11848",-36.5,79.5,13.412,486.3635
"11849",-36.5,80.5,13.678,467.582916666667
"11850",-36.5,81.5,13.433,435.4225
"11851",-36.5,82.5,13.315,436.238166666667
"11852",-36.5,83.5,13.154,447.4835
"11853",-36.5,84.5,13.038,454.856333333333
"11854",-36.5,85.5,13.201,421.997916666667
"11855",-36.5,86.5,13.251,424.412833333333
"11856",-36.5,87.5,12.941,426.815916666667
"11857",-36.5,88.5,13.205,435.527416666667
"11858",-36.5,89.5,13.031,455.692166666667
"11859",-36.5,90.5,12.715,436.405083333333
"11860",-36.5,91.5,12.826,463.438666666667
"11861",-36.5,92.5,12.507,421.251666666667
"11862",-36.5,93.5,12.73,400.064166666667
"11863",-36.5,94.5,12.945,422.945083333333
"11864",-36.5,95.5,13.173,449.281833333333
"11865",-36.5,96.5,13.089,426.078666666667
"11866",-36.5,97.5,13.173,388.012916666667
"11867",-36.5,98.5,13.103,402.61725
"11868",-36.5,99.5,13.259,387.895833333333
"11869",-36.5,100.5,13.628,393.018583333333
"11870",-36.5,101.5,13.475,420.399583333333
"11871",-36.5,102.5,13.343,410.7485
"11872",-36.5,103.5,14.031,424.168166666667
"11873",-36.5,104.5,13.939,448.87825
"11874",-36.5,105.5,14.29,437.678166666667
"11875",-36.5,106.5,14.239,500.727916666667
"11876",-36.5,107.5,13.859,500.759333333333
"11877",-36.5,108.5,14.372,511.797083333333
"11878",-36.5,109.5,13.854,484.033
"11879",-36.5,110.5,14.747,520.367666666667
"11880",-36.5,111.5,14.86,529.670333333333
"11881",-36.5,112.5,14.66,523.944333333333
"11882",-36.5,113.5,14.895,542.666166666667
"11883",-36.5,114.5,14.817,533.513166666667
"11884",-36.5,115.5,15.129,543.7075
"11885",-36.5,116.5,14.517,556.560916666667
"11886",-36.5,117.5,14.395,535.263
"11887",-36.5,118.5,14.773,559.23525
"11888",-36.5,119.5,15.123,536.338583333333
"11889",-36.5,120.5,14.375,529.96525
