"","df71.z_star","df71.Longitude","df71.Latitude"
"260",311.397948081376,-132.5,-73.5
"261",415.452984323963,-131.5,-73.5
"262",575.750060876428,-129.5,-73.5
"263",316.979269766854,-128.5,-73.5
"264",327.525726721262,-127.5,-73.5
"265",388.509683479037,-118.5,-73.5
"266",383.089906538586,-117.5,-73.5
"267",404.187893643187,-116.5,-73.5
"268",372.077713983628,-115.5,-73.5
"269",351.651440382064,-114.5,-73.5
"270",369.717942620104,-113.5,-73.5
"271",368.656870335701,-112.5,-73.5
"272",336.365603594036,-111.5,-73.5
"273",344.824376092232,-110.5,-73.5
"274",360.456316802354,-109.5,-73.5
"275",323.286071505606,-108.5,-73.5
"276",344.077842953967,-107.5,-73.5
"277",303.717434525543,-106.5,-73.5
"278",276.001607634518,-105.5,-73.5
"279",310.744583234721,-42.5,-73.5
"280",284.797778957705,-41.5,-73.5
"281",291.613900482661,-40.5,-73.5
"282",281.941692484784,-39.5,-73.5
"283",291.978420602735,-38.5,-73.5
"284",284.047682474112,-37.5,-73.5
"285",274.507477282029,-36.5,-73.5
"286",287.498343472792,-35.5,-73.5
"287",272.836075670962,-34.5,-73.5
"288",274.983244495719,-33.5,-73.5
"289",282.482787527421,-32.5,-73.5
"290",271.818453926413,-31.5,-73.5
"291",262.09896952319,-30.5,-73.5
"292",260.131363651066,-29.5,-73.5
"293",276.360751225779,-28.5,-73.5
"294",262.426595701791,-27.5,-73.5
"295",312.591222015375,-26.5,-73.5
"296",262.900556656852,-25.5,-73.5
"297",278.151187063395,-24.5,-73.5
"298",316.358768135694,-23.5,-73.5
"299",284.678954872168,-22.5,-73.5
"300",284.016105035191,-21.5,-73.5
"301",333.839479460929,170.5,-73.5
"302",314.489863662432,171.5,-73.5
"303",348.822433265713,172.5,-73.5
"304",352.110325378997,173.5,-73.5
"305",347.106492625351,174.5,-73.5
"306",309.108115092311,175.5,-73.5
"307",307.885525788603,176.5,-73.5
"308",337.246793273697,178.5,-73.5
"309",326.888732483919,179.5,-73.5
"310",298.88398794993,-179.5,-72.5
"311",305.876013289392,-178.5,-72.5
"312",307.317941966111,-176.5,-72.5
"313",319.792427294096,-175.5,-72.5
"314",298.134135851273,-174.5,-72.5
"315",344.82551443,-173.5,-72.5
"316",343.668895181462,-172.5,-72.5
"317",280.785958818599,-169.5,-72.5
"318",360.45141209604,-168.5,-72.5
"319",327.085258962076,-167.5,-72.5
"320",315.679623027363,-166.5,-72.5
"321",287.222115171023,-165.5,-72.5
"322",322.78879211251,-164.5,-72.5
"323",284.18005909658,-163.5,-72.5
"324",334.973859259315,-162.5,-72.5
"325",331.237519290963,-161.5,-72.5
"326",364.952094879767,-160.5,-72.5
"327",339.931440905308,-159.5,-72.5
"328",357.332961242855,-158.5,-72.5
"329",324.907996375847,-157.5,-72.5
"330",390.289623799849,-156.5,-72.5
"331",335.57262428511,-155.5,-72.5
"332",319.731864024125,-154.5,-72.5
"333",310.640884178275,-153.5,-72.5
"334",338.479102445745,-152.5,-72.5
"335",334.619901183095,-151.5,-72.5
"336",322.951498364003,-150.5,-72.5
"337",313.488767069873,-149.5,-72.5
"338",317.623314788977,-147.5,-72.5
"339",307.147856428667,-146.5,-72.5
"340",298.021389212502,-145.5,-72.5
"341",331.246164526856,-144.5,-72.5
"342",343.194674246669,-143.5,-72.5
"343",308.514231934388,-142.5,-72.5
"344",318.610807061473,-141.5,-72.5
"345",339.873089124257,-140.5,-72.5
"346",331.950241128218,-139.5,-72.5
"347",354.874598864356,-138.5,-72.5
"348",309.843640756629,-137.5,-72.5
"349",335.673201997039,-136.5,-72.5
"350",443.046611564245,-134.5,-72.5
"351",292.645846017082,-128.5,-72.5
"352",308.86975613621,-127.5,-72.5
"353",320.782737881112,-126.5,-72.5
"354",314.173218495393,-125.5,-72.5
"355",310.657033647356,-124.5,-72.5
"356",372.640073168639,-123.5,-72.5
"357",360.241394733389,-122.5,-72.5
"358",337.186517109727,-121.5,-72.5
"359",382.014784586678,-120.5,-72.5
"360",411.878715111752,-119.5,-72.5
"361",505.691748910606,-118.5,-72.5
"362",578.817141493719,-117.5,-72.5
"363",859.160782476053,-116.5,-72.5
"364",1225.84416787677,-115.5,-72.5
"365",494.976835140867,-114.5,-72.5
"366",430.163842283565,-113.5,-72.5
"367",461.584554402747,-112.5,-72.5
"368",469.070024228179,-111.5,-72.5
"369",414.43090174495,-110.5,-72.5
"370",442.887612934677,-109.5,-72.5
"371",456.93474456786,-108.5,-72.5
"372",399.374179869238,-107.5,-72.5
"373",451.369268596927,-106.5,-72.5
"374",404.455530667724,-105.5,-72.5
"375",440.6188975999,-104.5,-72.5
"376",488.404420848487,-85.5,-72.5
"377",462.912762935258,-84.5,-72.5
"378",486.703894893029,-83.5,-72.5
"379",433.471578178797,-82.5,-72.5
"380",432.399455960445,-81.5,-72.5
"381",484.024704628471,-80.5,-72.5
"382",436.722035896635,-43.5,-72.5
"383",413.449625337366,-42.5,-72.5
"384",392.668121754877,-41.5,-72.5
"385",405.372476528593,-40.5,-72.5
"386",427.225197946579,-39.5,-72.5
"387",419.663690018321,-38.5,-72.5
"388",406.838061420575,-37.5,-72.5
"389",404.186297648192,-36.5,-72.5
"390",479.182499162561,-35.5,-72.5
"391",469.32924859529,-34.5,-72.5
"392",436.600815890952,-33.5,-72.5
"393",416.703396466967,-32.5,-72.5
"394",449.386898413686,-31.5,-72.5
"395",462.410304688071,-30.5,-72.5
"396",406.772623564112,-29.5,-72.5
"397",422.471398514075,-28.5,-72.5
"398",477.787779511733,-27.5,-72.5
"399",400.062200223761,-26.5,-72.5
"400",411.701598258725,-25.5,-72.5
"401",481.716634906504,-24.5,-72.5
"402",415.339766439263,-23.5,-72.5
"403",395.512561432309,-22.5,-72.5
"404",449.743265419027,-21.5,-72.5
"405",436.637124816723,-20.5,-72.5
"406",466.471630034258,-19.5,-72.5
"407",299.991612673543,171.5,-72.5
"408",334.130329889302,173.5,-72.5
"409",305.268982391945,174.5,-72.5
"410",326.982078278896,175.5,-72.5
"411",356.401060547281,176.5,-72.5
"412",309.609222367639,177.5,-72.5
"413",317.030109604773,178.5,-72.5
"414",309.299468562175,179.5,-72.5
"415",388.744326487242,-179.5,-71.5
"416",324.556331907425,-178.5,-71.5
"417",346.950695357203,-176.5,-71.5
"418",288.85925816584,-175.5,-71.5
"419",291.604804059448,-174.5,-71.5
"420",268.043282132284,-171.5,-71.5
"421",304.961061216377,-170.5,-71.5
"422",325.742201440323,-169.5,-71.5
"423",356.559631452771,-168.5,-71.5
"424",329.996646650629,-164.5,-71.5
"425",330.375354968104,-163.5,-71.5
"426",329.349726012,-162.5,-71.5
"427",320.410159169186,-161.5,-71.5
"428",316.154453309261,-160.5,-71.5
"429",326.017966011805,-158.5,-71.5
"430",349.632990501416,-157.5,-71.5
"431",331.595566909008,-156.5,-71.5
"432",350.307818307927,-155.5,-71.5
"433",350.013835060515,-154.5,-71.5
"434",317.883819927083,-153.5,-71.5
"435",298.724166068003,-152.5,-71.5
"436",323.728296500943,-151.5,-71.5
"437",353.772439919519,-150.5,-71.5
"438",303.826003537999,-148.5,-71.5
"439",351.619556228923,-147.5,-71.5
"440",338.354972643198,-139.5,-71.5
"441",333.662473364315,-138.5,-71.5
"442",362.117606994695,-137.5,-71.5
"443",367.440782358082,-134.5,-71.5
"444",357.570952927855,-133.5,-71.5
"445",382.966692315058,-132.5,-71.5
"446",359.611544237452,-131.5,-71.5
"447",387.852615442358,-130.5,-71.5
"448",388.011759564011,-126.5,-71.5
"449",287.06917072809,-125.5,-71.5
"450",335.605990243316,-124.5,-71.5
"451",283.820313026422,-123.5,-71.5
"452",301.776929885632,-122.5,-71.5
"453",313.371389184125,-121.5,-71.5
"454",291.937584196974,-119.5,-71.5
"455",291.675361113855,-118.5,-71.5
"456",289.605238505636,-117.5,-71.5
"457",312.561678514289,-116.5,-71.5
"458",297.941626885028,-115.5,-71.5
"459",292.764062874415,-114.5,-71.5
"460",284.000393710452,-113.5,-71.5
"461",337.772880617844,-112.5,-71.5
"462",304.569730423137,-111.5,-71.5
"463",305.315289966538,-110.5,-71.5
"464",306.342539062852,-109.5,-71.5
"465",288.134309880459,-108.5,-71.5
"466",328.950912626957,-107.5,-71.5
"467",307.569368292042,-106.5,-71.5
"468",334.925032630084,-105.5,-71.5
"469",330.827383164634,-104.5,-71.5
"470",294.120305724271,-103.5,-71.5
"471",313.709979306331,-102.5,-71.5
"472",308.433185531157,-101.5,-71.5
"473",315.216308681119,-99.5,-71.5
"474",288.525313807237,-95.5,-71.5
"475",300.339944786014,-94.5,-71.5
"476",329.252920019758,-93.5,-71.5
"477",302.305420563182,-92.5,-71.5
"478",304.427704891734,-91.5,-71.5
"479",319.915445062009,-90.5,-71.5
"480",331.63798775948,-89.5,-71.5
"481",319.228424010879,-88.5,-71.5
"482",289.24150440527,-87.5,-71.5
"483",308.125851792445,-86.5,-71.5
"484",340.343933194202,-85.5,-71.5
"485",331.097253970985,-84.5,-71.5
"486",331.68206491661,-83.5,-71.5
"487",307.430139314684,-82.5,-71.5
"488",346.397894699972,-81.5,-71.5
"489",370.044242861813,-80.5,-71.5
"490",339.946271241949,-79.5,-71.5
"491",342.816483418385,-78.5,-71.5
"492",330.603265840602,-77.5,-71.5
"493",340.208674737057,-76.5,-71.5
"494",276.494986908949,-43.5,-71.5
"495",282.872921959224,-42.5,-71.5
"496",321.193654712452,-41.5,-71.5
"497",313.08265148885,-40.5,-71.5
"498",323.910655322721,-39.5,-71.5
"499",327.345689123825,-38.5,-71.5
"500",325.985424351224,-37.5,-71.5
"501",324.059659057324,-36.5,-71.5
"502",269.476321973876,-35.5,-71.5
"503",300.001317440315,-32.5,-71.5
"504",287.078404256469,-27.5,-71.5
"505",272.326528031302,-26.5,-71.5
"506",288.464888604337,-25.5,-71.5
"507",336.18627385421,-24.5,-71.5
"508",310.651457481027,-23.5,-71.5
"509",280.029923377543,-22.5,-71.5
"510",279.932833871874,-21.5,-71.5
"511",296.357908362333,-20.5,-71.5
"512",318.782237087224,-19.5,-71.5
"513",328.621334231119,-18.5,-71.5
"514",279.98177761195,-17.5,-71.5
"515",282.758020151883,-16.5,-71.5
"516",318.956736182494,-15.5,-71.5
"517",306.37709650179,-14.5,-71.5
"518",321.874644981259,-13.5,-71.5
"519",295.189115779547,-12.5,-71.5
"520",338.075601354564,172.5,-71.5
"521",376.213615103055,173.5,-71.5
"522",318.15191416652,174.5,-71.5
"523",270.315317167887,175.5,-71.5
"524",340.153099203677,176.5,-71.5
"525",370.846616162996,177.5,-71.5
"526",271.88859368234,179.5,-71.5
"527",299.560766929434,-179.5,-70.5
"528",318.197572757777,-178.5,-70.5
"529",312.648526666371,-177.5,-70.5
"530",287.954357009347,-173.5,-70.5
"531",319.169980770217,-172.5,-70.5
"532",308.599285942022,-171.5,-70.5
"533",369.147297929582,-162.5,-70.5
"534",443.090697295779,-161.5,-70.5
"535",380.938984605823,-160.5,-70.5
"536",332.081529234305,-159.5,-70.5
"537",308.016865505924,-158.5,-70.5
"538",295.836809369588,-157.5,-70.5
"539",358.294391515105,-156.5,-70.5
"540",306.685179247587,-155.5,-70.5
"541",353.872125691079,-154.5,-70.5
"542",347.864576072272,-153.5,-70.5
"543",325.324281591733,-152.5,-70.5
"544",331.91899679295,-151.5,-70.5
"545",325.853842218637,-150.5,-70.5
"546",349.237058739666,-149.5,-70.5
"547",307.59953678557,-148.5,-70.5
"548",319.8546290789,-147.5,-70.5
"549",320.870280644527,-146.5,-70.5
"550",335.172264936038,-143.5,-70.5
"551",295.400547513548,-142.5,-70.5
"552",325.258476734165,-141.5,-70.5
"553",337.012681818078,-140.5,-70.5
"554",331.736923552367,-139.5,-70.5
"555",336.612313872925,-138.5,-70.5
"556",312.882206380152,-137.5,-70.5
"557",348.153013306295,-136.5,-70.5
"558",358.410987363869,-135.5,-70.5
"559",354.675684927756,-134.5,-70.5
"560",362.865768178908,-133.5,-70.5
"561",404.866659037601,-132.5,-70.5
"562",392.145451358253,-131.5,-70.5
"563",344.723445759347,-130.5,-70.5
"564",339.62257282686,-129.5,-70.5
"565",371.219993861495,-126.5,-70.5
"566",342.492767736351,-125.5,-70.5
"567",310.520088818774,-122.5,-70.5
"568",307.49100497747,-121.5,-70.5
"569",336.610392906727,-116.5,-70.5
"570",361.86010551621,-115.5,-70.5
"571",283.34457511756,-112.5,-70.5
"572",336.586812347164,-111.5,-70.5
"573",331.004018799612,-110.5,-70.5
"574",292.035456804873,-106.5,-70.5
"575",333.820601690335,-105.5,-70.5
"576",291.549436213503,-104.5,-70.5
"577",315.097333981884,-102.5,-70.5
"578",314.546490911074,-101.5,-70.5
"579",318.353203572513,-100.5,-70.5
"580",329.014861369514,-99.5,-70.5
"581",319.174315420865,-98.5,-70.5
"582",336.254768754085,-97.5,-70.5
"583",295.030953502636,-96.5,-70.5
"584",325.015807882331,-95.5,-70.5
"585",301.415800748968,-94.5,-70.5
"586",300.58021155664,-93.5,-70.5
"587",284.124450004743,-92.5,-70.5
"588",319.161923560322,-91.5,-70.5
"589",315.374712758926,-90.5,-70.5
"590",315.112171982621,-89.5,-70.5
"591",310.340187820599,-88.5,-70.5
"592",283.146468736223,-87.5,-70.5
"593",281.838160970532,-86.5,-70.5
"594",307.151289799897,-85.5,-70.5
"595",311.701265725377,-84.5,-70.5
"596",358.178046418616,-83.5,-70.5
"597",315.851292219843,-82.5,-70.5
"598",385.087221397672,-81.5,-70.5
"599",326.129569702538,-80.5,-70.5
"600",307.038765103302,-79.5,-70.5
"601",322.16067187673,-78.5,-70.5
"602",322.513051370794,-77.5,-70.5
"603",311.978695371693,-76.5,-70.5
"604",263.19011901079,-48.5,-70.5
"605",277.01642719549,-41.5,-70.5
"606",280.063015628441,-40.5,-70.5
"607",298.415943670917,-39.5,-70.5
"608",276.29245256366,-34.5,-70.5
"609",301.780382650828,-29.5,-70.5
"610",318.011090318701,-28.5,-70.5
"611",279.201634506247,-27.5,-70.5
"612",300.925456499408,-26.5,-70.5
"613",332.729810645791,-25.5,-70.5
"614",314.633960587305,-24.5,-70.5
"615",323.512044498241,-23.5,-70.5
"616",327.439599643578,-22.5,-70.5
"617",290.568354625349,-21.5,-70.5
"618",307.479495614282,-20.5,-70.5
"619",293.214410136642,-19.5,-70.5
"620",289.210012771724,-18.5,-70.5
"621",352.491090599577,-17.5,-70.5
"622",350.481725606864,-16.5,-70.5
"623",317.417206346456,-15.5,-70.5
"624",281.718950965958,-14.5,-70.5
"625",280.35299320324,-13.5,-70.5
"626",295.353570210546,-12.5,-70.5
"627",309.295566508188,-11.5,-70.5
"628",305.191693317948,-10.5,-70.5
"629",286.128693556631,-9.5,-70.5
"630",323.099317729073,-8.5,-70.5
"631",296.067799379064,-7.5,-70.5
"632",281.839575559661,-4.5,-70.5
"633",320.567056246636,-3.5,-70.5
"634",321.949395877725,-1.5,-70.5
"635",278.226579878762,25.5,-70.5
"636",319.95777257947,168.5,-70.5
"637",297.602029000537,169.5,-70.5
"638",276.9313078448,171.5,-70.5
"639",286.290283355601,172.5,-70.5
"640",272.660945573578,174.5,-70.5
"641",318.968258895141,175.5,-70.5
"642",324.620479394628,176.5,-70.5
"643",335.977676172076,179.5,-70.5
"644",347.098054838437,-179.5,-69.5
"645",354.408317868703,-178.5,-69.5
"646",371.646466065627,-177.5,-69.5
"647",278.605640862428,-176.5,-69.5
"648",304.324843894589,-175.5,-69.5
"649",288.022407726103,-174.5,-69.5
"650",287.520851778065,-173.5,-69.5
"651",336.544291917096,-171.5,-69.5
"652",351.210728107323,-170.5,-69.5
"653",353.234029992937,-165.5,-69.5
"654",382.815540794651,-164.5,-69.5
"655",371.112570527086,-163.5,-69.5
"656",368.893150088366,-160.5,-69.5
"657",379.547819055603,-159.5,-69.5
"658",378.521266697215,-158.5,-69.5
"659",366.178347065977,-157.5,-69.5
"660",300.369435281605,-152.5,-69.5
"661",323.459416178672,-151.5,-69.5
"662",289.515448681499,-150.5,-69.5
"663",302.198412466332,-149.5,-69.5
"664",296.60542642553,-148.5,-69.5
"665",338.8025586844,-147.5,-69.5
"666",323.884674203935,-146.5,-69.5
"667",344.709176266775,-145.5,-69.5
"668",343.132915504784,-144.5,-69.5
"669",330.764395839467,-143.5,-69.5
"670",315.980113695674,-142.5,-69.5
"671",312.012257037315,-141.5,-69.5
"672",307.330607958068,-140.5,-69.5
"673",302.031772499845,-139.5,-69.5
"674",310.425614856684,-138.5,-69.5
"675",357.369786419034,-137.5,-69.5
"676",319.020116741366,-136.5,-69.5
"677",311.072376770944,-135.5,-69.5
"678",309.060085418005,-134.5,-69.5
"679",359.856192237284,-133.5,-69.5
"680",388.229359142715,-129.5,-69.5
"681",351.496905242759,-127.5,-69.5
"682",333.224040521234,-126.5,-69.5
"683",349.319295211414,-125.5,-69.5
"684",351.369528094477,-124.5,-69.5
"685",391.875404695313,-123.5,-69.5
"686",341.30908047605,-122.5,-69.5
"687",343.161707297088,-121.5,-69.5
"688",432.249544873275,-120.5,-69.5
"689",385.079023191482,-119.5,-69.5
"690",368.648427857864,-118.5,-69.5
"691",326.838546332139,-117.5,-69.5
"692",382.238632819034,-116.5,-69.5
"693",361.652667711852,-115.5,-69.5
"694",353.162143962161,-114.5,-69.5
"695",393.704408604114,-112.5,-69.5
"696",361.473065872766,-109.5,-69.5
"697",348.896593178731,-108.5,-69.5
"698",379.583044123532,-107.5,-69.5
"699",343.398423220842,-106.5,-69.5
