"","df71.z_star","df71.Longitude","df71.Latitude"
"10364",303.965964169292,-14.5,-40.5
"10365",301.983693680826,-13.5,-40.5
"10366",291.601984758309,-12.5,-40.5
"10367",296.90428512729,-11.5,-40.5
"10368",295.344944333497,-10.5,-40.5
"10369",289.166840041719,-9.5,-40.5
"10370",287.779706930518,-8.5,-40.5
"10371",283.747970910503,-7.5,-40.5
"10372",280.588060314485,-6.5,-40.5
"10373",279.878128806159,-5.5,-40.5
"10374",283.375235158445,-4.5,-40.5
"10375",283.914569255716,-3.5,-40.5
"10376",282.81784847823,-2.5,-40.5
"10377",278.379071699382,-1.5,-40.5
"10378",267.417494224451,-0.5,-40.5
"10379",272.229621155737,0.5,-40.5
"10380",267.51558687103,1.5,-40.5
"10381",271.409227587117,2.5,-40.5
"10382",272.292621219374,3.5,-40.5
"10383",276.949034824447,4.5,-40.5
"10384",278.779986354806,5.5,-40.5
"10385",287.712752341487,6.5,-40.5
"10386",286.04540321973,7.5,-40.5
"10387",286.00567312922,8.5,-40.5
"10388",287.653088696569,9.5,-40.5
"10389",314.138658020226,10.5,-40.5
"10390",328.5655111768,11.5,-40.5
"10391",336.855960526125,12.5,-40.5
"10392",342.015588020119,13.5,-40.5
"10393",359.258256608102,14.5,-40.5
"10394",360.506276402545,15.5,-40.5
"10395",342.616776729624,16.5,-40.5
"10396",366.691225846368,17.5,-40.5
"10397",353.087782124788,18.5,-40.5
"10398",355.585544608856,19.5,-40.5
"10399",396.762308787437,20.5,-40.5
"10400",373.750101229642,21.5,-40.5
"10401",380.700206457281,22.5,-40.5
"10402",396.461019425533,23.5,-40.5
"10403",410.37810052345,24.5,-40.5
"10404",384.937190595049,25.5,-40.5
"10405",391.348817015548,26.5,-40.5
"10406",369.578479711554,27.5,-40.5
"10407",378.02794409959,28.5,-40.5
"10408",392.509996907507,29.5,-40.5
"10409",404.548239137064,30.5,-40.5
"10410",361.439974614006,31.5,-40.5
"10411",364.538224632386,32.5,-40.5
"10412",362.951391202743,33.5,-40.5
"10413",359.731075560537,34.5,-40.5
"10414",375.975830019842,35.5,-40.5
"10415",364.388394136764,36.5,-40.5
"10416",371.064197086259,37.5,-40.5
"10417",347.527060581235,38.5,-40.5
"10418",374.846300564999,39.5,-40.5
"10419",364.404864121795,40.5,-40.5
"10420",367.715003114914,41.5,-40.5
"10421",367.824422666559,42.5,-40.5
"10422",352.463043692491,43.5,-40.5
"10423",352.018933104388,44.5,-40.5
"10424",368.303008786261,45.5,-40.5
"10425",357.844763641517,46.5,-40.5
"10426",381.901097403414,47.5,-40.5
"10427",349.216723860085,48.5,-40.5
"10428",319.894027205048,49.5,-40.5
"10429",343.306174214507,50.5,-40.5
"10430",365.872841600995,51.5,-40.5
"10431",365.095875550676,52.5,-40.5
"10432",395.102212056729,53.5,-40.5
"10433",370.647074787831,54.5,-40.5
"10434",398.11109126893,55.5,-40.5
"10435",392.825487224431,56.5,-40.5
"10436",407.822154172717,57.5,-40.5
"10437",367.246633790186,58.5,-40.5
"10438",372.538137425185,59.5,-40.5
"10439",365.240191133884,60.5,-40.5
"10440",363.249091879273,61.5,-40.5
"10441",363.537793142547,62.5,-40.5
"10442",350.390661270039,63.5,-40.5
"10443",348.563602295787,64.5,-40.5
"10444",328.912069701319,65.5,-40.5
"10445",325.623021251519,66.5,-40.5
"10446",328.454539728412,67.5,-40.5
"10447",331.569369594232,68.5,-40.5
"10448",329.401066052265,69.5,-40.5
"10449",335.099819042505,70.5,-40.5
"10450",329.294105481082,71.5,-40.5
"10451",326.022596168891,72.5,-40.5
"10452",323.914918626857,73.5,-40.5
"10453",309.324007463769,74.5,-40.5
"10454",314.35903800609,75.5,-40.5
"10455",320.302330731749,76.5,-40.5
"10456",312.391252304199,77.5,-40.5
"10457",300.744003335277,78.5,-40.5
"10458",301.503081959085,79.5,-40.5
"10459",299.487542492201,80.5,-40.5
"10460",296.949753588969,81.5,-40.5
"10461",292.112461340945,82.5,-40.5
"10462",290.38756675327,83.5,-40.5
"10463",288.813075136095,84.5,-40.5
"10464",284.370419020672,85.5,-40.5
"10465",276.176299654576,86.5,-40.5
"10466",277.237124717725,87.5,-40.5
"10467",282.878024299852,88.5,-40.5
"10468",277.76866660441,89.5,-40.5
"10469",282.851806471382,90.5,-40.5
"10470",282.639546736361,91.5,-40.5
"10471",283.797120768866,92.5,-40.5
"10472",277.429770844902,93.5,-40.5
"10473",277.331155308061,94.5,-40.5
"10474",277.956902052794,95.5,-40.5
"10475",271.519267053364,96.5,-40.5
"10476",272.747367272493,97.5,-40.5
"10477",273.489204711139,98.5,-40.5
"10478",271.750321072778,99.5,-40.5
"10479",270.568191868039,100.5,-40.5
"10480",269.205895264864,101.5,-40.5
"10481",273.141990948875,102.5,-40.5
"10482",276.978071179168,103.5,-40.5
"10483",274.018059833302,104.5,-40.5
"10484",275.349781623144,105.5,-40.5
"10485",274.7527529163,106.5,-40.5
"10486",271.705202350104,107.5,-40.5
"10487",266.37141228811,108.5,-40.5
"10488",280.116540196685,109.5,-40.5
"10489",281.111745266705,110.5,-40.5
"10490",279.692348397469,111.5,-40.5
"10491",287.208343105637,112.5,-40.5
"10492",286.218789225958,113.5,-40.5
"10493",299.690925894226,114.5,-40.5
"10494",291.852336032195,115.5,-40.5
"10495",291.716946281117,116.5,-40.5
"10496",296.420574975816,117.5,-40.5
"10497",296.666591280471,118.5,-40.5
"10498",290.244960813975,119.5,-40.5
"10499",294.111922262576,120.5,-40.5
"10500",304.001353684738,121.5,-40.5
"10501",302.656519574598,122.5,-40.5
"10502",299.328142684936,123.5,-40.5
"10503",306.80234236605,124.5,-40.5
"10504",307.956415135306,125.5,-40.5
"10505",313.561492514642,126.5,-40.5
"10506",309.428037397306,127.5,-40.5
"10507",298.450273837693,128.5,-40.5
"10508",285.724341824836,129.5,-40.5
"10509",293.116460720205,130.5,-40.5
"10510",293.210921068184,131.5,-40.5
"10511",289.288083619319,132.5,-40.5
"10512",294.011395969668,133.5,-40.5
"10513",292.646386708642,134.5,-40.5
"10514",308.264094269072,135.5,-40.5
"10515",307.611853386176,136.5,-40.5
"10516",308.695010006187,137.5,-40.5
"10517",312.244800232597,138.5,-40.5
"10518",320.263761976285,139.5,-40.5
"10519",323.975534706535,140.5,-40.5
"10520",324.240232738782,141.5,-40.5
"10521",320.576277297403,142.5,-40.5
"10522",338.027907118752,143.5,-40.5
"10523",405.844291670543,149.5,-40.5
"10524",409.853510288025,150.5,-40.5
"10525",402.881157243198,151.5,-40.5
"10526",385.642826941401,152.5,-40.5
"10527",399.39654103397,153.5,-40.5
"10528",380.810659163655,154.5,-40.5
"10529",381.039679131297,155.5,-40.5
"10530",376.841385775881,156.5,-40.5
"10531",359.332618411193,157.5,-40.5
"10532",365.135071523238,158.5,-40.5
"10533",369.851775458339,159.5,-40.5
"10534",362.590838640208,160.5,-40.5
"10535",359.791450729349,161.5,-40.5
"10536",361.635205357523,162.5,-40.5
"10537",359.662683308215,163.5,-40.5
"10538",345.757685467721,164.5,-40.5
"10539",341.592008922993,165.5,-40.5
"10540",334.764712417816,166.5,-40.5
"10541",341.486105435434,167.5,-40.5
"10542",334.639443947543,168.5,-40.5
"10543",336.868583168617,169.5,-40.5
"10544",353.293522338154,170.5,-40.5
"10545",370.741313281339,171.5,-40.5
"10546",459.134505447123,174.5,-40.5
"10547",385.142801786514,177.5,-40.5
"10548",379.799775925207,178.5,-40.5
"10549",372.163209015402,179.5,-40.5
"10550",366.789442661858,-179.5,-39.5
"10551",354.658047258058,-178.5,-39.5
"10552",344.826817415243,-177.5,-39.5
"10553",332.422787349818,-176.5,-39.5
"10554",330.987298324203,-175.5,-39.5
"10555",319.05284626641,-174.5,-39.5
"10556",314.173874809543,-173.5,-39.5
"10557",314.242271803246,-172.5,-39.5
"10558",305.644348371736,-171.5,-39.5
"10559",309.491583125043,-170.5,-39.5
"10560",301.500014501751,-169.5,-39.5
"10561",296.896582036085,-168.5,-39.5
"10562",298.616528614101,-167.5,-39.5
"10563",296.963387503893,-166.5,-39.5
"10564",296.425270429239,-165.5,-39.5
"10565",291.190141540123,-164.5,-39.5
"10566",282.229626471977,-163.5,-39.5
"10567",276.054986370738,-162.5,-39.5
"10568",284.140767283148,-161.5,-39.5
"10569",289.489313082039,-160.5,-39.5
"10570",278.576427042266,-159.5,-39.5
"10571",282.903573719861,-158.5,-39.5
"10572",275.769281774255,-157.5,-39.5
"10573",282.318412773872,-156.5,-39.5
"10574",281.22507366156,-155.5,-39.5
"10575",281.244753604607,-154.5,-39.5
"10576",274.614400498907,-153.5,-39.5
"10577",278.387263729011,-152.5,-39.5
"10578",276.15057062707,-151.5,-39.5
"10579",280.618524310729,-150.5,-39.5
"10580",271.723909516398,-149.5,-39.5
"10581",273.824006418562,-148.5,-39.5
"10582",270.103797469681,-147.5,-39.5
"10583",267.151232774319,-146.5,-39.5
"10584",269.797455096345,-145.5,-39.5
"10585",276.562789672044,-144.5,-39.5
"10586",266.205922207007,-143.5,-39.5
"10587",276.421510429614,-142.5,-39.5
"10588",273.473219877149,-141.5,-39.5
"10589",276.204716841134,-140.5,-39.5
"10590",270.367916130963,-139.5,-39.5
"10591",274.725394484563,-138.5,-39.5
"10592",271.038560262122,-137.5,-39.5
"10593",283.791958022004,-136.5,-39.5
"10594",274.40088076075,-135.5,-39.5
"10595",278.098628000186,-134.5,-39.5
"10596",276.660568097435,-133.5,-39.5
"10597",279.207998509781,-132.5,-39.5
"10598",275.747555242471,-131.5,-39.5
"10599",277.643585015315,-130.5,-39.5
"10600",279.78139639296,-129.5,-39.5
"10601",266.418937462943,-128.5,-39.5
"10602",269.410494599113,-127.5,-39.5
"10603",279.018703843061,-126.5,-39.5
"10604",270.000035931956,-125.5,-39.5
"10605",269.568859318771,-124.5,-39.5
"10606",269.659294461106,-123.5,-39.5
"10607",275.094983438555,-122.5,-39.5
"10608",266.257321586264,-121.5,-39.5
"10609",264.630455196203,-120.5,-39.5
"10610",260.4763141988,-119.5,-39.5
"10611",260.547994427084,-118.5,-39.5
"10612",270.506454330741,-117.5,-39.5
"10613",265.560130978153,-116.5,-39.5
"10614",266.562932934622,-115.5,-39.5
"10615",267.864404506568,-114.5,-39.5
"10616",264.849720863279,-113.5,-39.5
"10617",257.607462578364,-112.5,-39.5
"10618",256.44217166065,-111.5,-39.5
"10619",263.86949953145,-110.5,-39.5
"10620",269.393053349901,-109.5,-39.5
"10621",265.951095950041,-108.5,-39.5
"10622",263.475897498549,-107.5,-39.5
"10623",258.017116020737,-106.5,-39.5
"10624",258.62663032212,-105.5,-39.5
"10625",255.481359766767,-104.5,-39.5
"10626",250.004927725405,-103.5,-39.5
"10627",254.327122228845,-102.5,-39.5
"10628",256.315001848697,-101.5,-39.5
"10629",260.203326738721,-100.5,-39.5
"10630",253.689395957221,-99.5,-39.5
"10631",247.16721276794,-98.5,-39.5
"10632",246.2589838686,-97.5,-39.5
"10633",245.852712811401,-96.5,-39.5
"10634",248.574193300251,-95.5,-39.5
"10635",257.235803801667,-94.5,-39.5
"10636",254.893924073272,-93.5,-39.5
"10637",261.713785776245,-92.5,-39.5
"10638",256.947186650708,-91.5,-39.5
"10639",266.19834946782,-90.5,-39.5
"10640",262.385247658478,-89.5,-39.5
"10641",264.384841610221,-88.5,-39.5
"10642",267.666698572452,-87.5,-39.5
"10643",268.999224893918,-86.5,-39.5
"10644",266.160467985531,-85.5,-39.5
"10645",265.314666715829,-84.5,-39.5
"10646",263.77295629267,-83.5,-39.5
"10647",269.2113168654,-82.5,-39.5
"10648",267.603540850394,-81.5,-39.5
"10649",268.620313866683,-80.5,-39.5
"10650",275.927005108781,-79.5,-39.5
"10651",285.17853760867,-78.5,-39.5
"10652",311.863319489464,-77.5,-39.5
"10653",327.194563910726,-76.5,-39.5
"10654",335.2163644043,-75.5,-39.5
"10655",388.114179871215,-74.5,-39.5
"10656",415.623750012161,-55.5,-39.5
"10657",320.962159533527,-54.5,-39.5
"10658",437.825116897222,-53.5,-39.5
"10659",455.111575315568,-52.5,-39.5
"10660",417.760441376069,-51.5,-39.5
"10661",439.293548242919,-50.5,-39.5
"10662",459.140325794044,-49.5,-39.5
"10663",453.522405455741,-48.5,-39.5
"10664",414.956599565498,-47.5,-39.5
"10665",426.227101000718,-46.5,-39.5
"10666",405.106009663828,-45.5,-39.5
"10667",403.318772095693,-44.5,-39.5
"10668",390.395856337494,-43.5,-39.5
"10669",372.788888835772,-42.5,-39.5
"10670",383.54512971882,-41.5,-39.5
"10671",406.440875847796,-40.5,-39.5
"10672",395.777316338976,-39.5,-39.5
"10673",383.479592376905,-38.5,-39.5
"10674",392.442545587377,-37.5,-39.5
"10675",380.835237503446,-36.5,-39.5
"10676",381.744907772619,-35.5,-39.5
"10677",397.718912664491,-34.5,-39.5
"10678",390.636039543032,-33.5,-39.5
"10679",383.459087704272,-32.5,-39.5
"10680",385.372728691614,-31.5,-39.5
"10681",391.898992471672,-30.5,-39.5
"10682",385.605158403979,-29.5,-39.5
"10683",376.496912615069,-28.5,-39.5
"10684",374.948987935871,-27.5,-39.5
"10685",368.711383126931,-26.5,-39.5
"10686",376.593981542963,-25.5,-39.5
"10687",350.215617685848,-24.5,-39.5
"10688",355.864170312393,-23.5,-39.5
"10689",364.285995142201,-22.5,-39.5
"10690",353.544210995283,-21.5,-39.5
"10691",345.032376717601,-20.5,-39.5
"10692",349.232690827824,-19.5,-39.5
"10693",331.020488499522,-18.5,-39.5
"10694",324.255632683108,-17.5,-39.5
"10695",327.135743642224,-16.5,-39.5
"10696",326.397077180378,-15.5,-39.5
"10697",310.419056724998,-14.5,-39.5
"10698",306.969303229804,-13.5,-39.5
"10699",320.845017724709,-12.5,-39.5
"10700",313.171674454341,-11.5,-39.5
"10701",318.58113604118,-10.5,-39.5
"10702",301.431762487193,-9.5,-39.5
"10703",301.24822941931,-8.5,-39.5
"10704",297.720831061985,-7.5,-39.5
"10705",293.794945469377,-6.5,-39.5
"10706",292.482412885613,-5.5,-39.5
"10707",293.008842952254,-4.5,-39.5
"10708",290.786004796925,-3.5,-39.5
"10709",288.651130666416,-2.5,-39.5
"10710",293.695644606471,-1.5,-39.5
"10711",291.097553790967,-0.5,-39.5
"10712",292.253934245405,0.5,-39.5
"10713",289.429610410623,1.5,-39.5
"10714",293.498339972283,2.5,-39.5
"10715",299.513190006977,3.5,-39.5
"10716",307.396769854613,4.5,-39.5
"10717",303.805596139144,5.5,-39.5
"10718",311.490797396273,6.5,-39.5
"10719",317.161512619399,7.5,-39.5
"10720",322.863184446439,8.5,-39.5
"10721",340.706792577588,9.5,-39.5
"10722",331.581882574099,10.5,-39.5
"10723",353.122177970668,11.5,-39.5
"10724",389.342974533222,12.5,-39.5
"10725",369.25711605773,13.5,-39.5
"10726",391.484789211796,14.5,-39.5
"10727",431.051192572988,15.5,-39.5
"10728",427.642850436366,16.5,-39.5
"10729",453.981431577899,17.5,-39.5
"10730",417.915906499221,18.5,-39.5
"10731",401.687352924606,19.5,-39.5
"10732",533.242306732072,20.5,-39.5
"10733",492.772417439999,21.5,-39.5
"10734",470.883219585545,22.5,-39.5
"10735",499.62794554113,23.5,-39.5
"10736",463.473237688921,24.5,-39.5
"10737",427.590624033778,25.5,-39.5
"10738",407.162037053927,26.5,-39.5
"10739",416.441036426005,27.5,-39.5
"10740",419.830222428794,28.5,-39.5
"10741",486.135876459799,29.5,-39.5
"10742",469.03976448749,30.5,-39.5
"10743",445.089429201654,31.5,-39.5
"10744",411.32812863439,32.5,-39.5
"10745",421.689860374725,33.5,-39.5
"10746",441.538313300733,34.5,-39.5
"10747",450.611671852733,35.5,-39.5
"10748",464.772925764532,36.5,-39.5
"10749",464.477883939859,37.5,-39.5
"10750",445.599613052978,38.5,-39.5
"10751",472.868036672671,39.5,-39.5
"10752",507.799948437821,40.5,-39.5
"10753",474.813295449405,41.5,-39.5
"10754",476.877299056034,42.5,-39.5
"10755",474.864121446508,43.5,-39.5
"10756",474.094667745834,44.5,-39.5
"10757",446.715941439312,45.5,-39.5
"10758",467.655536972133,46.5,-39.5
"10759",468.645326826023,47.5,-39.5
"10760",466.225449924617,48.5,-39.5
"10761",438.144321874312,49.5,-39.5
"10762",435.88390989184,50.5,-39.5
"10763",424.019397195597,51.5,-39.5
"10764",431.03340687776,52.5,-39.5
"10765",419.632411104567,53.5,-39.5
"10766",422.012013929296,54.5,-39.5
"10767",409.685904310352,55.5,-39.5
"10768",407.556252820694,56.5,-39.5
"10769",389.014357792702,57.5,-39.5
"10770",369.641961399509,58.5,-39.5
"10771",375.230282171889,59.5,-39.5
"10772",372.567036893151,60.5,-39.5
"10773",363.02359357591,61.5,-39.5
"10774",365.448703608485,62.5,-39.5
"10775",361.055921262343,63.5,-39.5
"10776",355.659507307145,64.5,-39.5
"10777",351.795518699227,65.5,-39.5
"10778",349.694244246616,66.5,-39.5
"10779",347.790916129686,67.5,-39.5
"10780",346.262791065045,68.5,-39.5
"10781",337.441956426782,69.5,-39.5
"10782",331.471282414709,70.5,-39.5
"10783",328.024330310997,71.5,-39.5
"10784",335.865329352438,72.5,-39.5
"10785",331.627811048058,73.5,-39.5
"10786",318.7727840376,74.5,-39.5
"10787",320.697751146358,75.5,-39.5
"10788",322.701200910898,76.5,-39.5
"10789",309.861393876551,77.5,-39.5
"10790",311.045429943852,78.5,-39.5
"10791",308.93873841134,79.5,-39.5
"10792",301.356630390993,80.5,-39.5
"10793",294.109292755376,81.5,-39.5
"10794",290.589057963826,82.5,-39.5
"10795",291.589630430672,83.5,-39.5
"10796",289.069408227724,84.5,-39.5
"10797",286.946639467615,85.5,-39.5
"10798",282.371526835387,86.5,-39.5
"10799",283.605059847446,87.5,-39.5
"10800",285.801174952562,88.5,-39.5
"10801",285.036351962844,89.5,-39.5
"10802",283.70923424668,90.5,-39.5
"10803",283.272606192031,91.5,-39.5
"10804",289.896004504425,92.5,-39.5
"10805",287.553527650006,93.5,-39.5
"10806",281.302236925107,94.5,-39.5
"10807",278.280022336405,95.5,-39.5
"10808",280.704046375658,96.5,-39.5
"10809",285.078651565838,97.5,-39.5
"10810",280.09496205797,98.5,-39.5
"10811",275.41559951127,99.5,-39.5
"10812",282.398006024763,100.5,-39.5
"10813",288.368797164974,101.5,-39.5
"10814",286.993670393334,102.5,-39.5
"10815",282.141978617374,103.5,-39.5
"10816",286.406499427392,104.5,-39.5
"10817",289.755105399088,105.5,-39.5
"10818",283.103868262109,106.5,-39.5
"10819",291.237693842347,107.5,-39.5
"10820",304.135800834131,108.5,-39.5
"10821",305.704315052343,109.5,-39.5
"10822",316.598050299495,110.5,-39.5
"10823",305.59217925857,111.5,-39.5
"10824",302.761407774459,112.5,-39.5
"10825",295.097405222995,113.5,-39.5
"10826",320.260071873522,114.5,-39.5
"10827",321.415037722884,115.5,-39.5
"10828",331.774204641467,116.5,-39.5
"10829",316.900955272137,117.5,-39.5
"10830",320.251046031556,118.5,-39.5
"10831",331.536523952247,119.5,-39.5
"10832",323.833830348905,120.5,-39.5
"10833",329.3147480568,121.5,-39.5
"10834",330.202402466139,122.5,-39.5
"10835",327.198519662137,123.5,-39.5
"10836",327.845068976276,124.5,-39.5
"10837",321.236690344139,125.5,-39.5
"10838",315.566530985917,126.5,-39.5
"10839",311.539644856064,127.5,-39.5
"10840",307.536405664395,128.5,-39.5
"10841",304.826906904371,129.5,-39.5
"10842",308.166353409815,130.5,-39.5
"10843",306.889766150748,131.5,-39.5
"10844",314.186545666703,132.5,-39.5
"10845",313.125398888703,133.5,-39.5
"10846",318.822304219725,134.5,-39.5
"10847",324.396082499058,135.5,-39.5
"10848",328.609264187714,136.5,-39.5
"10849",319.069502882336,137.5,-39.5
"10850",315.778024679447,138.5,-39.5
"10851",325.651896785905,139.5,-39.5
"10852",328.077558937746,140.5,-39.5
"10853",328.464729513002,141.5,-39.5
"10854",339.903701865903,142.5,-39.5
"10855",360.408451960628,143.5,-39.5
"10856",424.811935584375,149.5,-39.5
"10857",464.278210502586,150.5,-39.5
"10858",463.069451712189,151.5,-39.5
"10859",427.411841096923,152.5,-39.5
"10860",413.07481481008,153.5,-39.5
"10861",404.361955110608,154.5,-39.5
"10862",400.659913846072,155.5,-39.5
"10863",399.367209457438,156.5,-39.5
"10864",390.592192834834,157.5,-39.5
"10865",381.27734805692,158.5,-39.5
"10866",386.025686811512,159.5,-39.5
"10867",377.693849699463,160.5,-39.5
"10868",363.351440266455,161.5,-39.5
"10869",368.138385096495,162.5,-39.5
"10870",358.794160380968,163.5,-39.5
"10871",359.460134681754,164.5,-39.5
"10872",354.641729953549,165.5,-39.5
"10873",349.237281969829,166.5,-39.5
"10874",341.891914209096,167.5,-39.5
"10875",347.586940817547,168.5,-39.5
"10876",345.556037258238,169.5,-39.5
"10877",349.778315032918,170.5,-39.5
"10878",364.842144174096,171.5,-39.5
"10879",384.10250208365,172.5,-39.5
"10880",416.390938581615,173.5,-39.5
"10881",400.972546589722,178.5,-39.5
"10882",373.567853914663,179.5,-39.5
"10883",369.784666733534,-179.5,-38.5
"10884",349.365679394422,-178.5,-38.5
"10885",339.691709257892,-177.5,-38.5
"10886",330.691980607682,-176.5,-38.5
"10887",321.450152003725,-175.5,-38.5
"10888",320.802518209573,-174.5,-38.5
"10889",318.715914228218,-173.5,-38.5
"10890",304.530364915036,-172.5,-38.5
"10891",307.257530097338,-171.5,-38.5
"10892",312.939292032113,-170.5,-38.5
"10893",303.862611102814,-169.5,-38.5
"10894",303.107989823735,-168.5,-38.5
"10895",304.132796550167,-167.5,-38.5
"10896",299.658874846249,-166.5,-38.5
"10897",296.675498953096,-165.5,-38.5
"10898",291.522132556134,-164.5,-38.5
"10899",288.963665595824,-163.5,-38.5
"10900",286.98987569499,-162.5,-38.5
"10901",290.109149901259,-161.5,-38.5
"10902",289.63388730941,-160.5,-38.5
"10903",291.939485049037,-159.5,-38.5
"10904",294.007514541323,-158.5,-38.5
"10905",295.807339645239,-157.5,-38.5
"10906",287.394368666402,-156.5,-38.5
"10907",282.468448557762,-155.5,-38.5
"10908",293.808520070476,-154.5,-38.5
"10909",280.981939077048,-153.5,-38.5
"10910",283.033288542979,-152.5,-38.5
"10911",282.754215590918,-151.5,-38.5
"10912",281.797036337123,-150.5,-38.5
"10913",282.103986938864,-149.5,-38.5
"10914",273.86707934658,-148.5,-38.5
"10915",285.853738787824,-147.5,-38.5
"10916",280.799596743133,-146.5,-38.5
"10917",282.91765198188,-145.5,-38.5
"10918",277.767825315786,-144.5,-38.5
"10919",276.228671594128,-143.5,-38.5
"10920",278.649081031633,-142.5,-38.5
"10921",283.403791701859,-141.5,-38.5
"10922",285.813818920206,-140.5,-38.5
"10923",277.267106870315,-139.5,-38.5
"10924",285.833583472572,-138.5,-38.5
"10925",298.645625848885,-137.5,-38.5
"10926",297.165797159244,-136.5,-38.5
"10927",291.743793807987,-135.5,-38.5
"10928",290.416278725361,-134.5,-38.5
"10929",294.13711594907,-133.5,-38.5
"10930",292.669238677662,-132.5,-38.5
"10931",292.760724354152,-131.5,-38.5
"10932",284.85809018525,-130.5,-38.5
"10933",283.306934988344,-129.5,-38.5
"10934",289.135658151721,-128.5,-38.5
"10935",287.818727165258,-127.5,-38.5
"10936",284.954947631432,-126.5,-38.5
"10937",284.164654119609,-125.5,-38.5
"10938",282.75345042478,-124.5,-38.5
"10939",281.756120397127,-123.5,-38.5
"10940",278.668393797322,-122.5,-38.5
"10941",277.974448871595,-121.5,-38.5
"10942",276.288711603219,-120.5,-38.5
"10943",278.842094743164,-119.5,-38.5
"10944",270.502613457623,-118.5,-38.5
"10945",273.944220232512,-117.5,-38.5
"10946",281.309423704274,-116.5,-38.5
"10947",279.716253405608,-115.5,-38.5
"10948",269.197087716313,-114.5,-38.5
"10949",264.126455420027,-113.5,-38.5
"10950",276.755970019182,-112.5,-38.5
"10951",265.232151736201,-111.5,-38.5
"10952",277.839479003446,-110.5,-38.5
"10953",270.556822999134,-109.5,-38.5
"10954",279.391788492459,-108.5,-38.5
"10955",272.131493855197,-107.5,-38.5
"10956",264.533962493145,-106.5,-38.5
"10957",264.338499881017,-105.5,-38.5
"10958",267.453146283092,-104.5,-38.5
"10959",263.416039327932,-103.5,-38.5
"10960",261.294794641944,-102.5,-38.5
"10961",267.221681179487,-101.5,-38.5
"10962",262.033452333712,-100.5,-38.5
"10963",258.977152699908,-99.5,-38.5
"10964",258.517959296033,-98.5,-38.5
"10965",262.742478897731,-97.5,-38.5
"10966",260.777725926763,-96.5,-38.5
"10967",264.663309469977,-95.5,-38.5
"10968",262.887012572934,-94.5,-38.5
"10969",270.931662396989,-93.5,-38.5
"10970",260.839051683536,-92.5,-38.5
"10971",266.895925096476,-91.5,-38.5
"10972",276.32627222648,-90.5,-38.5
"10973",280.375368973102,-89.5,-38.5
"10974",284.500038173059,-88.5,-38.5
"10975",283.445951322553,-87.5,-38.5
"10976",276.334066154044,-86.5,-38.5
"10977",277.715511706527,-85.5,-38.5
"10978",283.122103442757,-84.5,-38.5
"10979",278.189539226027,-83.5,-38.5
"10980",285.355165308847,-82.5,-38.5
"10981",280.445805530643,-81.5,-38.5
"10982",293.472684669903,-80.5,-38.5
"10983",292.827829312842,-79.5,-38.5
"10984",307.493227016929,-78.5,-38.5
"10985",330.297198443173,-77.5,-38.5
"10986",342.482014156258,-76.5,-38.5
"10987",351.270004928257,-75.5,-38.5
"10988",409.059969919868,-74.5,-38.5
"10989",622.654041007263,-55.5,-38.5
"10990",391.765857680354,-54.5,-38.5
"10991",427.231975904642,-53.5,-38.5
"10992",399.868612268014,-52.5,-38.5
"10993",467.009561131606,-51.5,-38.5
"10994",453.361289500153,-50.5,-38.5
"10995",468.371455408604,-49.5,-38.5
"10996",418.552588370262,-48.5,-38.5
"10997",418.763496569557,-47.5,-38.5
"10998",432.659628157643,-46.5,-38.5
"10999",425.872985951183,-45.5,-38.5
"11000",409.493783007373,-44.5,-38.5
"11001",423.463930715112,-43.5,-38.5
"11002",419.853402325662,-42.5,-38.5
"11003",402.99697528136,-41.5,-38.5
"11004",399.793618843435,-40.5,-38.5
"11005",394.192768947991,-39.5,-38.5
"11006",400.554606329106,-38.5,-38.5
"11007",413.448817087757,-37.5,-38.5
"11008",404.56516003102,-36.5,-38.5
"11009",381.125769392945,-35.5,-38.5
"11010",379.054860180809,-34.5,-38.5
"11011",387.16076661985,-33.5,-38.5
"11012",378.627373118849,-32.5,-38.5
"11013",374.216135271305,-31.5,-38.5
"11014",377.899741815823,-30.5,-38.5
"11015",372.251453398246,-29.5,-38.5
"11016",361.980662540365,-28.5,-38.5
"11017",361.354733975238,-27.5,-38.5
"11018",359.713616103586,-26.5,-38.5
"11019",359.027040260022,-25.5,-38.5
"11020",353.819327645112,-24.5,-38.5
"11021",369.393935373584,-23.5,-38.5
"11022",365.021670493494,-22.5,-38.5
"11023",347.678096537159,-21.5,-38.5
"11024",333.578079868755,-20.5,-38.5
"11025",321.946840559057,-19.5,-38.5
"11026",342.743077745873,-18.5,-38.5
"11027",338.188580347996,-17.5,-38.5
"11028",323.551609541876,-16.5,-38.5
"11029",323.27044991279,-15.5,-38.5
"11030",328.090721613155,-14.5,-38.5
"11031",332.710730061174,-13.5,-38.5
"11032",334.036885157587,-12.5,-38.5
"11033",323.608797329211,-11.5,-38.5
"11034",314.331399935268,-10.5,-38.5
"11035",316.550622242013,-9.5,-38.5
"11036",320.091812441431,-8.5,-38.5
"11037",308.441841077983,-7.5,-38.5
"11038",320.231138189796,-6.5,-38.5
"11039",315.725527652696,-5.5,-38.5
"11040",302.490897377017,-4.5,-38.5
"11041",309.952117200275,-3.5,-38.5
"11042",313.224112098995,-2.5,-38.5
"11043",330.932801619958,-1.5,-38.5
"11044",337.816267947389,-0.5,-38.5
