"","df71.POC1000","df71.Longitude","df71.Latitude"
"120",3.63005541340489,-43.5,-75.5
"121",2.96766579483344,-42.5,-75.5
"122",2.73308704681197,-41.5,-75.5
"123",3.67971395696158,-40.5,-75.5
"124",3.47591449497516,-39.5,-75.5
"125",3.11193621784512,-38.5,-75.5
"126",3.66549382398839,-37.5,-75.5
"127",3.64067009997108,-36.5,-75.5
"128",3.19134774208352,-35.5,-75.5
"129",3.10548295173214,-34.5,-75.5
"130",3.67023103430831,-33.5,-75.5
"131",3.63429428186467,-32.5,-75.5
"132",6.9179421181313,-31.5,-75.5
"133",12,-30.5,-75.5
"134",12,-29.5,-75.5
"135",12,-28.5,-75.5
"136",9.79540087875277,-27.5,-75.5
"137",11.8617639919849,164.5,-75.5
"138",12,165.5,-75.5
"139",12,166.5,-75.5
"140",12,167.5,-75.5
"141",12,168.5,-75.5
"142",12,169.5,-75.5
"143",12,170.5,-75.5
"144",12,171.5,-75.5
"145",12,172.5,-75.5
"146",7.98343796070924,173.5,-75.5
"147",12,174.5,-75.5
"148",12,175.5,-75.5
"149",12,176.5,-75.5
"150",12,177.5,-75.5
"151",12,178.5,-75.5
"152",12,179.5,-75.5
"153",2.6683501004486,-179.5,-74.5
"154",2.05397706135726,-177.5,-74.5
"155",1.6498799045169,-176.5,-74.5
"156",1.67966329179395,-175.5,-74.5
"157",1.24379867558802,-174.5,-74.5
"158",12,-170.5,-74.5
"159",12,-169.5,-74.5
"160",12,-168.5,-74.5
"161",12,-167.5,-74.5
"162",12,-166.5,-74.5
"163",8.17880163546377,-165.5,-74.5
"164",12,-164.5,-74.5
"165",10.7302261023561,-163.5,-74.5
"166",9.69735139258848,-162.5,-74.5
"167",12,-161.5,-74.5
"168",11.3551244626084,-160.5,-74.5
"169",11.3492007350217,-159.5,-74.5
"170",6.49950085556156,-158.5,-74.5
"171",8.05405022766844,-157.5,-74.5
"172",6.05923477734784,-156.5,-74.5
"173",12,-151.5,-74.5
"174",12,-150.5,-74.5
"175",12,-148.5,-74.5
"176",12,-147.5,-74.5
"177",12,-145.5,-74.5
"178",12,-144.5,-74.5
"179",12,-143.5,-74.5
"180",0.683892629721423,-108.5,-74.5
"181",1.52695984224643,-51.5,-74.5
"182",2.21197246325271,-49.5,-74.5
"183",1.49127516032654,-48.5,-74.5
"184",1.6870070773729,-47.5,-74.5
"185",2.31431420571526,-46.5,-74.5
"186",1.6463531606156,-45.5,-74.5
"187",1.87761914165343,-44.5,-74.5
"188",1.64393425153181,-43.5,-74.5
"189",1.94723659396691,-42.5,-74.5
"190",1.42827387913066,-41.5,-74.5
"191",2.11457971508138,-40.5,-74.5
"192",1.95394423889272,-39.5,-74.5
"193",2.29361768014537,-38.5,-74.5
"194",1.98967513696276,-37.5,-74.5
"195",1.54377046776887,-36.5,-74.5
"196",2.04985313402843,-35.5,-74.5
"197",2.42083729022302,-34.5,-74.5
"198",2.49992430023748,-33.5,-74.5
"199",1.81394512694294,-32.5,-74.5
"200",1.73306429991867,-31.5,-74.5
"201",1.67780154288313,-30.5,-74.5
"202",2.83432821412158,-29.5,-74.5
"203",3.85643217150226,-28.5,-74.5
"204",4.03559041714628,-27.5,-74.5
"205",2.70112723974552,-26.5,-74.5
"206",4.36967595756631,-25.5,-74.5
"207",12,166.5,-74.5
"208",12,167.5,-74.5
"209",12,168.5,-74.5
"210",12,169.5,-74.5
"211",12,170.5,-74.5
"212",12,171.5,-74.5
"213",12,172.5,-74.5
"214",6.98874345904099,173.5,-74.5
"215",4.23421284775973,174.5,-74.5
"216",2.75489284496545,175.5,-74.5
"217",5.77808112056181,176.5,-74.5
"218",6.26677515818703,177.5,-74.5
"219",3.82800475645008,178.5,-74.5
"220",4.37025308871409,179.5,-74.5
"221",2.54343921713529,-177.5,-73.5
"222",2.81504634266379,-176.5,-73.5
"223",2.34738478359154,-175.5,-73.5
"224",1.84779676653338,-174.5,-73.5
"225",2.41060241130372,-173.5,-73.5
"226",8.79465953870242,-172.5,-73.5
"227",10.0179879949751,-171.5,-73.5
"228",12,-170.5,-73.5
"229",8.14183183159062,-169.5,-73.5
"230",6.00224754621212,-168.5,-73.5
"231",5.72573616412989,-167.5,-73.5
"232",1.8240008104094,-166.5,-73.5
"233",1.96505661640161,-165.5,-73.5
"234",2.13849780233885,-164.5,-73.5
"235",1.96818645696488,-163.5,-73.5
"236",1.67647422481622,-162.5,-73.5
"237",1.80012181984719,-161.5,-73.5
"238",2.37310517982635,-160.5,-73.5
"239",2.09538535451177,-159.5,-73.5
"240",2.39041071119557,-158.5,-73.5
"241",2.86345439389058,-157.5,-73.5
"242",2.78100054017867,-156.5,-73.5
"243",2.73368342336878,-155.5,-73.5
"244",6.18589023668063,-154.5,-73.5
"245",8.77887706438283,-153.5,-73.5
"246",4.65282914967254,-152.5,-73.5
"247",3.23884390323808,-151.5,-73.5
"248",7.05613852627909,-150.5,-73.5
"249",5.0065196982618,-149.5,-73.5
"250",3.43851440595241,-148.5,-73.5
"251",4.78048887986839,-146.5,-73.5
"252",9.64646050314403,-145.5,-73.5
"253",12,-144.5,-73.5
"254",4.75085115969542,-143.5,-73.5
"255",10.3493310578217,-142.5,-73.5
"256",12,-141.5,-73.5
"257",11.5813367148388,-140.5,-73.5
"258",8.35802584018394,-134.5,-73.5
"259",12,-133.5,-73.5
"260",6.51750701989902,-132.5,-73.5
"261",12,-131.5,-73.5
"262",12,-129.5,-73.5
"263",5.81178543766104,-128.5,-73.5
"264",4.99007376074716,-127.5,-73.5
"265",12,-118.5,-73.5
"266",12,-117.5,-73.5
"267",12,-116.5,-73.5
"268",12,-115.5,-73.5
"269",12,-114.5,-73.5
"270",12,-113.5,-73.5
"271",12,-112.5,-73.5
"272",11.2464311064855,-111.5,-73.5
"273",10.1504404188266,-110.5,-73.5
"274",11.3170025830558,-109.5,-73.5
"275",8.46440151874789,-108.5,-73.5
"276",10.0536346023689,-107.5,-73.5
"277",1.49989818468107,-106.5,-73.5
"278",1.11688919669115,-105.5,-73.5
"279",1.61854646731675,-42.5,-73.5
"280",1.23800450220926,-41.5,-73.5
"281",1.33579308113035,-40.5,-73.5
"282",1.19976827154836,-39.5,-73.5
"283",1.33998475523525,-38.5,-73.5
"284",1.22958376075209,-37.5,-73.5
"285",1.10614234618756,-36.5,-73.5
"286",1.28174828720177,-35.5,-73.5
"287",1.08797025157059,-34.5,-73.5
"288",1.1169828048428,-33.5,-73.5
"289",1.21838106904114,-32.5,-73.5
"290",1.0715265783289,-31.5,-73.5
"291",0.948930633875728,-30.5,-73.5
"292",0.924157649790821,-29.5,-73.5
"293",1.13208930713151,-28.5,-73.5
"294",0.952321461426441,-27.5,-73.5
"295",1.65030195120001,-26.5,-73.5
"296",0.957231682692526,-25.5,-73.5
"297",1.14594246732364,-24.5,-73.5
"298",1.68641749222527,-23.5,-73.5
"299",1.2496978222051,-22.5,-73.5
"300",1.23565776122901,-21.5,-73.5
"301",4.34692435325689,170.5,-73.5
"302",3.49868845241042,171.5,-73.5
"303",4.09738647245521,172.5,-73.5
"304",4.31377423908836,173.5,-73.5
"305",4.62403383112799,174.5,-73.5
"306",3.54428010681249,175.5,-73.5
"307",2.79576521281283,176.5,-73.5
"308",3.0743106001229,178.5,-73.5
"309",2.64619141277879,179.5,-73.5
"310",2.06298487491228,-179.5,-72.5
"311",2.28391276727337,-178.5,-72.5
"312",2.12096883781236,-176.5,-72.5
"313",2.2203885186763,-175.5,-72.5
"314",1.73334274220038,-174.5,-72.5
"315",2.65543009408105,-173.5,-72.5
"316",3.86866042805721,-172.5,-72.5
"317",1.29814098650644,-169.5,-72.5
"318",2.57674247878028,-168.5,-72.5
"319",2.05727505433797,-167.5,-72.5
"320",1.7144428031107,-166.5,-72.5
"321",1.33180668282587,-165.5,-72.5
"322",1.86869248598062,-164.5,-72.5
"323",1.30206792320359,-163.5,-72.5
"324",2.05760577131906,-162.5,-72.5
"325",6.01415211082172,-161.5,-72.5
"326",7.73814343604614,-160.5,-72.5
"327",6.51329965050734,-159.5,-72.5
"328",7.43158784551658,-158.5,-72.5
"329",5.76787630611994,-157.5,-72.5
"330",9.44993460687052,-156.5,-72.5
"331",5.73878477002602,-155.5,-72.5
"332",4.30012681429222,-154.5,-72.5
"333",3.29703087182701,-153.5,-72.5
"334",3.38238062167834,-152.5,-72.5
"335",3.23790666137747,-151.5,-72.5
"336",2.32916614564954,-150.5,-72.5
"337",2.12316995972742,-149.5,-72.5
"338",2.20966597139576,-147.5,-72.5
"339",2.00467436433148,-146.5,-72.5
"340",1.85563884773782,-145.5,-72.5
"341",2.5563332518706,-144.5,-72.5
"342",2.89432353536805,-143.5,-72.5
"343",2.17581288592306,-142.5,-72.5
"344",2.3426594339898,-141.5,-72.5
"345",2.79167697376664,-140.5,-72.5
"346",2.69964426055051,-139.5,-72.5
"347",3.18235855323709,-138.5,-72.5
"348",3.23299025675126,-137.5,-72.5
"349",5.5635228495799,-136.5,-72.5
"350",12,-134.5,-72.5
"351",3.55031002350607,-128.5,-72.5
"352",4.16741112485753,-127.5,-72.5
"353",4.63885377923963,-126.5,-72.5
"354",4.37962373710303,-125.5,-72.5
"355",4.25247639022937,-124.5,-72.5
"356",10.8474843766251,-123.5,-72.5
"357",11.4040980061925,-122.5,-72.5
"358",8.96799373379694,-121.5,-72.5
"359",12,-120.5,-72.5
"360",12,-119.5,-72.5
"361",12,-118.5,-72.5
"362",12,-117.5,-72.5
"363",12,-116.5,-72.5
"364",12,-115.5,-72.5
"365",12,-114.5,-72.5
"366",12,-113.5,-72.5
"367",12,-112.5,-72.5
"368",12,-111.5,-72.5
"369",12,-110.5,-72.5
"370",12,-109.5,-72.5
"371",12,-108.5,-72.5
"372",12,-107.5,-72.5
"373",12,-106.5,-72.5
"374",12,-105.5,-72.5
"375",12,-104.5,-72.5
"376",12,-85.5,-72.5
"377",12,-84.5,-72.5
"378",12,-83.5,-72.5
"379",12,-82.5,-72.5
"380",12,-81.5,-72.5
"381",12,-80.5,-72.5
"382",12,-43.5,-72.5
"383",12,-42.5,-72.5
"384",12,-41.5,-72.5
"385",12,-40.5,-72.5
"386",12,-39.5,-72.5
"387",12,-38.5,-72.5
"388",12,-37.5,-72.5
"389",12,-36.5,-72.5
"390",12,-35.5,-72.5
"391",12,-34.5,-72.5
"392",12,-33.5,-72.5
"393",12,-32.5,-72.5
"394",12,-31.5,-72.5
"395",12,-30.5,-72.5
"396",12,-29.5,-72.5
"397",12,-28.5,-72.5
"398",12,-27.5,-72.5
"399",12,-26.5,-72.5
"400",12,-25.5,-72.5
"401",12,-24.5,-72.5
"402",12,-23.5,-72.5
"403",12,-22.5,-72.5
"404",12,-21.5,-72.5
"405",12,-20.5,-72.5
"406",12,-19.5,-72.5
"407",5.02854744635779,171.5,-72.5
"408",3.1231535438999,173.5,-72.5
"409",1.93722590526919,174.5,-72.5
"410",2.5541038768586,175.5,-72.5
"411",3.19652058301046,176.5,-72.5
"412",2.05812603961889,177.5,-72.5
"413",2.39509555162242,178.5,-72.5
"414",2.19757936267449,179.5,-72.5
"415",3.0927672892038,-179.5,-71.5
"416",2.12969733360002,-178.5,-71.5
"417",2.61468848320219,-176.5,-71.5
"418",1.7666508037768,-175.5,-71.5
"419",1.55184500274354,-174.5,-71.5
"420",1.15666208918095,-171.5,-71.5
"421",1.34842190453963,-170.5,-71.5
"422",1.54207713972363,-169.5,-71.5
"423",2.06383424674024,-168.5,-71.5
"424",7.63111542880972,-164.5,-71.5
"425",4.90102582280826,-163.5,-71.5
"426",4.46247740701134,-162.5,-71.5
"427",4.9700300039165,-161.5,-71.5
"428",4.66268488364401,-160.5,-71.5
"429",6.68657959861947,-158.5,-71.5
"430",6.58166691742371,-157.5,-71.5
"431",6.30436445113825,-156.5,-71.5
"432",6.79936814350103,-155.5,-71.5
"433",7.71229499071467,-154.5,-71.5
"434",5.06940423104679,-153.5,-71.5
"435",4.96710226067375,-152.5,-71.5
"436",5.71936040573939,-151.5,-71.5
"437",6.80254290574876,-150.5,-71.5
"438",2.80314101346244,-148.5,-71.5
"439",4.39257002637409,-147.5,-71.5
"440",7.3154633909483,-139.5,-71.5
"441",6.96280340875597,-138.5,-71.5
"442",8.18392951650238,-137.5,-71.5
"443",6.28887593531095,-134.5,-71.5
"444",6.59869479273703,-133.5,-71.5
"445",12,-132.5,-71.5
"446",12,-131.5,-71.5
"447",12,-130.5,-71.5
"448",12,-126.5,-71.5
"449",2.81068251802677,-125.5,-71.5
"450",4.4468861023403,-124.5,-71.5
"451",2.72944924141786,-123.5,-71.5
"452",3.27888985439753,-122.5,-71.5
"453",3.60127744581205,-121.5,-71.5
"454",2.96201413566633,-119.5,-71.5
"455",2.8473589261647,-118.5,-71.5
"456",2.78301698108854,-117.5,-71.5
"457",3.50272940236511,-116.5,-71.5
"458",3.04654523859219,-115.5,-71.5
"459",2.88829503904725,-114.5,-71.5
"460",2.63426573711713,-113.5,-71.5
"461",4.36414311570878,-112.5,-71.5
"462",3.24548838851715,-111.5,-71.5
"463",3.28130670222596,-110.5,-71.5
"464",3.32478963144094,-109.5,-71.5
"465",2.76077338646115,-108.5,-71.5
"466",4.07880337606439,-107.5,-71.5
"467",3.3739528752545,-106.5,-71.5
"468",4.28725071910665,-105.5,-71.5
"469",4.15254843185713,-104.5,-71.5
"470",2.95117039967266,-103.5,-71.5
"471",3.57027397321936,-102.5,-71.5
"472",3.37839325818177,-101.5,-71.5
"473",2.56796178939624,-99.5,-71.5
"474",1.96809165038826,-95.5,-71.5
"475",2.2078304275207,-94.5,-71.5
"476",2.87655608511032,-93.5,-71.5
"477",2.26644634363084,-92.5,-71.5
"478",2.31694102963848,-91.5,-71.5
"479",2.67003443983283,-90.5,-71.5
"480",2.92148552113765,-89.5,-71.5
"481",2.59949424738969,-88.5,-71.5
"482",1.9510898016483,-87.5,-71.5
"483",2.334529345884,-86.5,-71.5
"484",3.10281845455244,-85.5,-71.5
"485",2.81606398944254,-84.5,-71.5
"486",3.03899579740411,-83.5,-71.5
"487",2.63763811045578,-82.5,-71.5
"488",6.02013632400312,-81.5,-71.5
"489",7.07063512586647,-80.5,-71.5
"490",5.70175900751376,-79.5,-71.5
"491",5.04952662306515,-78.5,-71.5
"492",4.53211935968202,-77.5,-71.5
"493",5.7027638436291,-76.5,-71.5
"494",1.69168958032458,-43.5,-71.5
"495",1.81484302600733,-42.5,-71.5
"496",2.64362687215081,-41.5,-71.5
"497",2.46699150690624,-40.5,-71.5
"498",2.708881167161,-39.5,-71.5
"499",2.77212068470994,-38.5,-71.5
"500",2.74708413859067,-37.5,-71.5
"501",2.69611886151843,-36.5,-71.5
"502",1.5468623884985,-35.5,-71.5
"503",2.18211119492482,-32.5,-71.5
"504",1.67922179683784,-27.5,-71.5
"505",1.60996064773284,-26.5,-71.5
"506",1.83134816132111,-25.5,-71.5
"507",4.23984614264503,-24.5,-71.5
"508",3.69781862391594,-23.5,-71.5
"509",1.05164059993716,-22.5,-71.5
"510",1.10490512574073,-21.5,-71.5
"511",1.26963037044065,-20.5,-71.5
"512",3.60658379772581,-19.5,-71.5
"513",3.85654007520008,-18.5,-71.5
"514",2.43354726973943,-17.5,-71.5
"515",2.52164457758427,-16.5,-71.5
"516",3.63099089811545,-15.5,-71.5
"517",3.23842950064809,-14.5,-71.5
"518",3.72626093010282,-13.5,-71.5
"519",2.89861195341216,-12.5,-71.5
"520",3.42366516785966,172.5,-71.5
"521",4.26740198295007,173.5,-71.5
"522",2.43049248591187,174.5,-71.5
"523",1.39311161492757,175.5,-71.5
"524",2.81914697040969,176.5,-71.5
"525",2.89353117845138,177.5,-71.5
"526",1.41514141427734,179.5,-71.5
"527",1.87419383426475,-179.5,-70.5
"528",2.06601646795353,-178.5,-70.5
"529",1.96030375359161,-177.5,-70.5
"530",2.44089877831483,-173.5,-70.5
"531",3.98388622789732,-172.5,-70.5
"532",4.18290944794956,-171.5,-70.5
"533",11.6245159318846,-162.5,-70.5
"534",12,-161.5,-70.5
"535",12,-160.5,-70.5
"536",6.71223638961683,-159.5,-70.5
"537",5.63146697757685,-158.5,-70.5
"538",4.42097914681091,-157.5,-70.5
"539",6.71024115268952,-156.5,-70.5
"540",5.11361424441174,-155.5,-70.5
"541",8.25955745088895,-154.5,-70.5
"542",6.67115288282418,-153.5,-70.5
"543",5.55946247077879,-152.5,-70.5
"544",5.60395945222461,-151.5,-70.5
"545",4.74177934415492,-150.5,-70.5
"546",4.98552728804675,-149.5,-70.5
"547",4.36410408678278,-148.5,-70.5
"548",4.7096045408761,-147.5,-70.5
"549",3.80104819180239,-146.5,-70.5
"550",4.51966464298738,-143.5,-70.5
"551",2.70950275989871,-142.5,-70.5
"552",4.1079321412018,-141.5,-70.5
"553",4.7834955671493,-140.5,-70.5
"554",5.8977395369635,-139.5,-70.5
"555",3.88144004905722,-138.5,-70.5
"556",4.1279069989217,-137.5,-70.5
"557",6.34838022688099,-136.5,-70.5
"558",4.29641395591899,-135.5,-70.5
"559",5.47524239493226,-134.5,-70.5
"560",6.0131066245668,-133.5,-70.5
"561",9.15588722383279,-132.5,-70.5
"562",6.77725783450739,-131.5,-70.5
"563",7.71466227300447,-130.5,-70.5
"564",7.373633896856,-129.5,-70.5
"565",5.6456740019792,-126.5,-70.5
"566",4.46729409922541,-125.5,-70.5
"567",2.83100203696855,-122.5,-70.5
"568",2.78074546444072,-121.5,-70.5
"569",3.27215008953946,-116.5,-70.5
"570",3.88907960751627,-115.5,-70.5
"571",1.98281856518831,-112.5,-70.5
"572",3.26167986531826,-111.5,-70.5
"573",2.02515467606642,-110.5,-70.5
"574",2.62343967476269,-106.5,-70.5
"575",3.92970746190481,-105.5,-70.5
"576",2.61250319073795,-104.5,-70.5
"577",3.25920594786598,-102.5,-70.5
"578",3.29788589197593,-101.5,-70.5
"579",3.42580063259695,-100.5,-70.5
"580",3.56878473250286,-99.5,-70.5
"581",3.2234367582635,-98.5,-70.5
"582",3.77712034911249,-97.5,-70.5
"583",1.82866851111338,-96.5,-70.5
"584",2.42827081584447,-95.5,-70.5
"585",1.97681505592239,-94.5,-70.5
"586",1.96361350870872,-93.5,-70.5
"587",1.65402129220749,-92.5,-70.5
"588",2.31949673815395,-91.5,-70.5
"589",2.25774684973065,-90.5,-70.5
"590",2.25346650761691,-89.5,-70.5
"591",2.1521603042506,-88.5,-70.5
"592",1.63118796726722,-87.5,-70.5
"593",1.65531566182735,-86.5,-70.5
"594",2.13714796631499,-85.5,-70.5
"595",2.20457001363274,-84.5,-70.5
"596",5.47227437381131,-83.5,-70.5
"597",3.90834915176102,-82.5,-70.5
"598",12,-81.5,-70.5
"599",7.42061428892721,-80.5,-70.5
"600",4.13709733165667,-79.5,-70.5
"601",5.35352566660084,-78.5,-70.5
"602",2.54223949934597,-77.5,-70.5
"603",2.29868622936963,-76.5,-70.5
"604",0.583549413717579,-48.5,-70.5
"605",0.706586477812561,-41.5,-70.5
"606",0.723621101139218,-40.5,-70.5
"607",0.882594397737474,-39.5,-70.5
"608",0.690856704127451,-34.5,-70.5
"609",1.69215435110634,-29.5,-70.5
"610",1.98518241003442,-28.5,-70.5
"611",1.42155643875252,-27.5,-70.5
"612",1.78193456186088,-26.5,-70.5
"613",3.68114572435482,-25.5,-70.5
"614",3.25986974981264,-24.5,-70.5
"615",4.08578839731482,-23.5,-70.5
"616",5.20918762704425,-22.5,-70.5
"617",3.32382974006516,-21.5,-70.5
"618",4.28686302685518,-20.5,-70.5
"619",3.36990771667837,-19.5,-70.5
"620",3.55993606323708,-18.5,-70.5
"621",5.77535561432698,-17.5,-70.5
"622",5.55977263911215,-16.5,-70.5
"623",3.54854015100121,-15.5,-70.5
"624",2.49668887100031,-14.5,-70.5
"625",1.8279017871238,-13.5,-70.5
"626",1.91072768918078,-12.5,-70.5
"627",2.19311168846392,-11.5,-70.5
"628",2.10205025945379,-10.5,-70.5
"629",1.73651746491776,-9.5,-70.5
"630",2.47707448092313,-8.5,-70.5
"631",1.93238533207185,-7.5,-70.5
"632",1.63639139511198,-4.5,-70.5
"633",2.42025885207577,-3.5,-70.5
"634",2.44354301524619,-1.5,-70.5
"635",1.55853426351549,25.5,-70.5
"636",1.15907957242354,168.5,-70.5
"637",1.16121215666917,169.5,-70.5
"638",0.77810526110129,171.5,-70.5
"639",0.887696845031128,172.5,-70.5
"640",1.46315210028823,174.5,-70.5
"641",2.09805579602006,175.5,-70.5
"642",2.40617044488968,176.5,-70.5
"643",2.60907491325653,179.5,-70.5
"644",2.544396418023,-179.5,-69.5
"645",1.66765655909423,-178.5,-69.5
"646",1.67098843671308,-177.5,-69.5
"647",0.997408874924367,-176.5,-69.5
"648",1.30703065524849,-175.5,-69.5
"649",1.15682382603919,-174.5,-69.5
"650",1.59430260691853,-173.5,-69.5
"651",2.4369935791724,-171.5,-69.5
"652",3.11837643321372,-170.5,-69.5
"653",6.62314647866457,-165.5,-69.5
"654",6.90115666334022,-164.5,-69.5
"655",5.38197823981319,-163.5,-69.5
"656",6.8690269201173,-160.5,-69.5
"657",8.67903731583224,-159.5,-69.5
"658",12,-158.5,-69.5
"659",12,-157.5,-69.5
"660",3.01308791460371,-152.5,-69.5
"661",3.79135878415807,-151.5,-69.5
"662",2.91126814039848,-150.5,-69.5
"663",3.05900463076137,-149.5,-69.5
"664",3.18604861175899,-148.5,-69.5
"665",4.90775058654525,-147.5,-69.5
"666",4.24182051622288,-146.5,-69.5
"667",5.21057669096091,-145.5,-69.5
"668",4.61549827464978,-144.5,-69.5
"669",4.41225522940546,-143.5,-69.5
"670",3.49136968597615,-142.5,-69.5
"671",3.56381023979732,-141.5,-69.5
"672",3.29076429447414,-140.5,-69.5
"673",2.73620179852139,-139.5,-69.5
"674",3.81032893419557,-138.5,-69.5
"675",5.84304945376664,-137.5,-69.5
"676",4.42147869057622,-136.5,-69.5
"677",3.92038542580719,-135.5,-69.5
"678",4.07226405766435,-134.5,-69.5
"679",7.5698918634407,-133.5,-69.5
"680",7.2021992542764,-129.5,-69.5
"681",4.87127002106936,-127.5,-69.5
"682",3.51104417599033,-126.5,-69.5
"683",4.10497489894764,-125.5,-69.5
"684",4.08431117528787,-124.5,-69.5
"685",4.91745291127286,-123.5,-69.5
"686",3.83026093665742,-122.5,-69.5
"687",3.87307510912531,-121.5,-69.5
"688",6.02036838617187,-120.5,-69.5
"689",4.84804932137228,-119.5,-69.5
"690",4.36111869394884,-118.5,-69.5
"691",3.3340436243063,-117.5,-69.5
"692",7.16774089129795,-116.5,-69.5
"693",6.53599773156661,-115.5,-69.5
"694",6.18011011430469,-114.5,-69.5
"695",7.7375231043684,-112.5,-69.5
"696",6.76829043625201,-109.5,-69.5
"697",6.15373814933203,-108.5,-69.5
"698",7.69921160927989,-107.5,-69.5
"699",4.43248643268697,-106.5,-69.5
"700",2.72351408222105,-105.5,-69.5
"701",5.27358421513047,-104.5,-69.5
"702",4.57741311748484,-103.5,-69.5
"703",6.49541644432277,-102.5,-69.5
"704",2.85336217559216,-101.5,-69.5
"705",1.95165661079904,-100.5,-69.5
"706",2.38916101479184,-99.5,-69.5
"707",1.95343187396221,-98.5,-69.5
"708",2.44124016151692,-97.5,-69.5
"709",1.48892736272074,-96.5,-69.5
"710",2.06001929234912,-95.5,-69.5
"711",2.24141285807642,-94.5,-69.5
"712",1.04336096455989,-93.5,-69.5
"713",1.68210511870367,-92.5,-69.5
"714",1.6842326905137,-91.5,-69.5
