"","df71.POC2000","df71.Longitude","df71.Latitude"
"261",1.2,-131.5,-73.5
"262",1.2,-129.5,-73.5
"263",0.247859652179791,-128.5,-73.5
"264",0.235570610129661,-127.5,-73.5
"265",1.2,-118.5,-73.5
"266",1.2,-117.5,-73.5
"267",1.2,-116.5,-73.5
"268",1.17920885249755,-115.5,-73.5
"269",0.745894672502331,-114.5,-73.5
"270",0.983500687883359,-113.5,-73.5
"271",0.796800616835497,-112.5,-73.5
"272",0.575276351560027,-111.5,-73.5
"273",0.558494838769562,-110.5,-73.5
"274",0.706130634500623,-109.5,-73.5
"275",0.383902627463948,-108.5,-73.5
"276",0.549698760519164,-107.5,-73.5
"277",0.0557355643081968,-106.5,-73.5
"278",0.0298186875275996,-105.5,-73.5
"279",0.0647935959654402,-42.5,-73.5
"280",0.0369657848825342,-41.5,-73.5
"281",0.0432972295388105,-40.5,-73.5
"282",0.034572240458214,-39.5,-73.5
"283",0.0436194378843813,-38.5,-73.5
"284",0.0363754940897068,-37.5,-73.5
"285",0.028955085653451,-36.5,-73.5
"286",0.0395552869745947,-35.5,-73.5
"287",0.0278508818420655,-34.5,-73.5
"288",0.0294237212614312,-33.5,-73.5
"289",0.0353479204672138,-32.5,-73.5
"290",0.027056128359431,-31.5,-73.5
"291",0.0209048887716491,-30.5,-73.5
"292",0.0197799954377822,-29.5,-73.5
"293",0.0303671466225237,-28.5,-73.5
"294",0.0210797583907002,-27.5,-73.5
"295",0.067332793523205,-26.5,-73.5
"296",0.0213345079987414,-25.5,-73.5
"297",0.031463104719427,-24.5,-73.5
"298",0.0714782744275366,-23.5,-73.5
"299",0.0372602893460834,-22.5,-73.5
"300",0.0365408791714013,-21.5,-73.5
"301",0.217407231444948,170.5,-73.5
"302",0.145531233591952,171.5,-73.5
"303",0.233064795154922,172.5,-73.5
"304",0.252030354261504,173.5,-73.5
"305",0.259319916713101,174.5,-73.5
"306",0.139487684646492,175.5,-73.5
"307",0.108624905396483,176.5,-73.5
"308",0.158483167407388,178.5,-73.5
"309",0.124179956912125,179.5,-73.5
"310",0.0726845913010963,-179.5,-72.5
"311",0.0868642755254617,-178.5,-72.5
"312",0.0819139419148513,-176.5,-72.5
"313",0.0973593794619146,-175.5,-72.5
"314",0.0605586391232159,-174.5,-72.5
"315",0.146107768643852,-173.5,-72.5
"316",0.210795008542474,-172.5,-72.5
"317",0.0368647887777161,-169.5,-72.5
"318",0.160771202727501,-168.5,-72.5
"319",0.0967210203140755,-167.5,-72.5
"320",0.0721736342563285,-166.5,-72.5
"321",0.0409628538218516,-165.5,-72.5
"322",0.0843515565480657,-164.5,-72.5
"323",0.0385830572001195,-163.5,-72.5
"324",0.103958394098025,-162.5,-72.5
"325",0.293796979671317,-161.5,-72.5
"326",0.499611809813134,-160.5,-72.5
"327",0.343721523078124,-159.5,-72.5
"328",0.452589007496845,-158.5,-72.5
"329",0.265672638910531,-157.5,-72.5
"330",0.72891949252392,-156.5,-72.5
"331",0.291494718402617,-155.5,-72.5
"332",0.18843989216751,-154.5,-72.5
"333",0.131844912480212,-153.5,-72.5
"334",0.176256959240332,-152.5,-72.5
"335",0.16307608945505,-151.5,-72.5
"336",0.105301262841732,-150.5,-72.5
"337",0.0874230130106497,-149.5,-72.5
"338",0.0948420759504417,-147.5,-72.5
"339",0.0772831503480443,-146.5,-72.5
"340",0.0647491421246095,-145.5,-72.5
"341",0.124889120476945,-144.5,-72.5
"342",0.157072670282138,-143.5,-72.5
"343",0.0850990660049398,-142.5,-72.5
"344",0.10153632179063,-141.5,-72.5
"345",0.147248705988211,-140.5,-72.5
"346",0.132737778708427,-139.5,-72.5
"347",0.190086850292993,-138.5,-72.5
"348",0.128217551728243,-137.5,-72.5
"349",0.282844935519133,-136.5,-72.5
"350",1.2,-134.5,-72.5
"351",0.116476626354426,-128.5,-72.5
"352",0.163602495423399,-127.5,-72.5
"353",0.20537711142738,-126.5,-72.5
"354",0.181591671189681,-125.5,-72.5
"355",0.170080667503415,-124.5,-72.5
"356",0.741098711574364,-123.5,-72.5
"357",0.710388235959118,-122.5,-72.5
"358",0.462062254151531,-121.5,-72.5
"359",1.2,-120.5,-72.5
"360",1.2,-119.5,-72.5
"361",1.2,-118.5,-72.5
"362",1.2,-117.5,-72.5
"363",1.2,-116.5,-72.5
"364",1.2,-115.5,-72.5
"365",1.2,-114.5,-72.5
"366",1.2,-113.5,-72.5
"367",1.2,-112.5,-72.5
"368",1.2,-111.5,-72.5
"369",1.2,-110.5,-72.5
"370",1.2,-109.5,-72.5
"371",1.2,-108.5,-72.5
"372",1.2,-107.5,-72.5
"373",1.2,-106.5,-72.5
"374",1.2,-105.5,-72.5
"375",1.2,-104.5,-72.5
"376",1.2,-85.5,-72.5
"377",1.2,-84.5,-72.5
"378",1.2,-83.5,-72.5
"379",1.2,-82.5,-72.5
"380",1.2,-81.5,-72.5
"381",1.2,-80.5,-72.5
"382",1.2,-43.5,-72.5
"383",1.2,-42.5,-72.5
"384",1.2,-41.5,-72.5
"385",1.2,-40.5,-72.5
"386",1.2,-39.5,-72.5
"387",1.2,-38.5,-72.5
"388",1.2,-37.5,-72.5
"389",1.2,-36.5,-72.5
"390",1.2,-35.5,-72.5
"391",1.2,-34.5,-72.5
"392",1.2,-33.5,-72.5
"393",1.2,-32.5,-72.5
"394",1.2,-31.5,-72.5
"395",1.2,-30.5,-72.5
"396",1.2,-29.5,-72.5
"397",1.2,-28.5,-72.5
"398",1.2,-27.5,-72.5
"399",1.2,-26.5,-72.5
"400",1.2,-25.5,-72.5
"401",1.2,-24.5,-72.5
"402",1.2,-23.5,-72.5
"403",1.2,-22.5,-72.5
"404",1.2,-21.5,-72.5
"405",1.2,-20.5,-72.5
"406",1.2,-19.5,-72.5
"407",0.179371650805906,171.5,-72.5
"408",0.156609333238703,173.5,-72.5
"409",0.0732012660863423,174.5,-72.5
"410",0.119963210826605,175.5,-72.5
"411",0.193251101942836,176.5,-72.5
"412",0.0814242556587647,177.5,-72.5
"413",0.102197158621595,178.5,-72.5
"414",0.0866605855303985,179.5,-72.5
"415",0.236142803846082,-179.5,-71.5
"416",0.0977688407807642,-178.5,-71.5
"417",0.146444472240962,-176.5,-71.5
"418",0.0554203741836415,-175.5,-71.5
"419",0.0502947673207364,-174.5,-71.5
"420",0.0277310537614109,-171.5,-71.5
"421",0.0507840874303013,-170.5,-71.5
"422",0.0715912779699497,-169.5,-71.5
"423",0.124928409335869,-168.5,-71.5
"424",0.368579150620817,-164.5,-71.5
"425",0.237540860567692,-163.5,-71.5
"426",0.214256361381112,-162.5,-71.5
"427",0.21924317223276,-161.5,-71.5
"428",0.197223136284828,-160.5,-71.5
"429",0.311233094123579,-158.5,-71.5
"430",0.376870386221265,-157.5,-71.5
"431",0.308979700932225,-156.5,-71.5
"432",0.391487154584284,-155.5,-71.5
"433",0.442987327744011,-154.5,-71.5
"434",0.218148317254062,-153.5,-71.5
"435",0.174691592809835,-152.5,-71.5
"436",0.260499799517475,-151.5,-71.5
"437",0.402774141858199,-150.5,-71.5
"438",0.104286127034002,-148.5,-71.5
"439",0.255618698983747,-147.5,-71.5
"440",0.380798233057131,-139.5,-71.5
"441",0.347684965777154,-138.5,-71.5
"442",0.517181525699759,-137.5,-71.5
"443",0.413646049213404,-134.5,-71.5
"444",0.402614449288025,-133.5,-71.5
"445",1.15140138045277,-132.5,-71.5
"446",0.817199421658115,-131.5,-71.5
"447",1.2,-130.5,-71.5
"448",1.2,-126.5,-71.5
"449",0.0862889569302264,-125.5,-71.5
"450",0.225941198164948,-124.5,-71.5
"451",0.080519479353923,-123.5,-71.5
"452",0.119289613348954,-122.5,-71.5
"453",0.148108056762967,-121.5,-71.5
"454",0.0963738641841182,-119.5,-71.5
"455",0.0923585166228926,-118.5,-71.5
"456",0.0880860915457335,-117.5,-71.5
"457",0.142869158539951,-116.5,-71.5
"458",0.106208205124658,-115.5,-71.5
"459",0.0948884391315491,-114.5,-71.5
"460",0.0778853509122411,-113.5,-71.5
"461",0.226016476708395,-112.5,-71.5
"462",0.121717252526648,-111.5,-71.5
"463",0.124051187871204,-110.5,-71.5
"464",0.127083192883317,-109.5,-71.5
"465",0.0858552242543728,-108.5,-71.5
"466",0.195115499428161,-107.5,-71.5
"467",0.130652513410677,-106.5,-71.5
"468",0.216514639164717,-105.5,-71.5
"469",0.202098078083609,-104.5,-71.5
"470",0.0984932334813544,-103.5,-71.5
"471",0.147339583458291,-102.5,-71.5
"472",0.13202116264178,-101.5,-71.5
"473",0.107602415492734,-99.5,-71.5
"474",0.0614927479716956,-95.5,-71.5
"475",0.0790598500358382,-94.5,-71.5
"476",0.137988482143343,-93.5,-71.5
"477",0.0829348614461354,-92.5,-71.5
"478",0.0867604546274862,-91.5,-71.5
"479",0.117216271175772,-90.5,-71.5
"480",0.143238546221518,-89.5,-71.5
"481",0.113354383805809,-88.5,-71.5
"482",0.0614869454041209,-87.5,-71.5
"483",0.0909344076131873,-86.5,-71.5
"484",0.164327580848786,-85.5,-71.5
"485",0.137391541007056,-84.5,-71.5
"486",0.14905971645045,-83.5,-71.5
"487",0.101989271422199,-82.5,-71.5
"488",0.335630754323207,-81.5,-71.5
"489",0.474056268200562,-80.5,-71.5
"490",0.30093330987827,-79.5,-71.5
"491",0.273154394950594,-78.5,-71.5
"492",0.220119691660618,-77.5,-71.5
"493",0.301670025167121,-76.5,-71.5
"494",0.0454576425508422,-43.5,-71.5
"495",0.0529102947778463,-42.5,-71.5
"496",0.11750965878401,-41.5,-71.5
"497",0.10116065752371,-40.5,-71.5
"498",0.123596211234372,-39.5,-71.5
"499",0.130646263401719,-38.5,-71.5
"500",0.127826451614574,-37.5,-71.5
"501",0.123188661409071,-36.5,-71.5
"502",0.0378292539476739,-35.5,-71.5
"503",0.0778457597611717,-32.5,-71.5
"504",0.0515584851614093,-27.5,-71.5
"505",0.0409316102118177,-26.5,-71.5
"506",0.0571786895651388,-25.5,-71.5
"507",0.21653253857343,-24.5,-71.5
"508",0.147888209944561,-23.5,-71.5
"509",0.0295788554572946,-22.5,-71.5
"510",0.0310385277484235,-21.5,-71.5
"511",0.0434748558367062,-20.5,-71.5
"512",0.15658181330504,-19.5,-71.5
"513",0.183921611061215,-18.5,-71.5
"514",0.0684048848968944,-17.5,-71.5
"515",0.0734109935832128,-16.5,-71.5
"516",0.157912237133592,-15.5,-71.5
"517",0.123827840274433,-14.5,-71.5
"518",0.166727548665679,-13.5,-71.5
"519",0.0979373985317406,-12.5,-71.5
"520",0.17778032634364,172.5,-71.5
"521",0.299075524441217,173.5,-71.5
"522",0.104867393802701,174.5,-71.5
"523",0.0344638753932676,175.5,-71.5
"524",0.149058216783577,176.5,-71.5
"525",0.195136686526898,177.5,-71.5
"526",0.0357663577130069,179.5,-71.5
"527",0.0665339959435824,-179.5,-70.5
"528",0.0891817200713949,-178.5,-70.5
"529",0.0800278666446873,-177.5,-70.5
"530",0.0757432253416207,-173.5,-70.5
"531",0.17362300752869,-172.5,-70.5
"532",0.16374561993804,-171.5,-70.5
"533",0.774274026045234,-162.5,-70.5
"534",1.2,-161.5,-70.5
"535",1.10104323583183,-160.5,-70.5
"536",0.3304246881096,-159.5,-70.5
"537",0.219104718294906,-158.5,-70.5
"538",0.150486669363292,-157.5,-70.5
"539",0.41173880613203,-156.5,-70.5
"540",0.196171444534062,-155.5,-70.5
"541",0.489432593186136,-154.5,-70.5
"542",0.376480431594124,-153.5,-70.5
"543",0.257083436803202,-152.5,-70.5
"544",0.275460819781567,-151.5,-70.5
"545",0.220369831615529,-150.5,-70.5
"546",0.284550259444162,-149.5,-70.5
"547",0.169048897884412,-148.5,-70.5
"548",0.206631897801765,-147.5,-70.5
"549",0.168427927964132,-146.5,-70.5
"550",0.228755250372803,-143.5,-70.5
"551",0.0917700815948727,-142.5,-70.5
"552",0.189842949282053,-141.5,-70.5
"553",0.246085604204129,-140.5,-70.5
"554",0.289422511460957,-139.5,-70.5
"555",0.198976129810559,-138.5,-70.5
"556",0.16892161486355,-137.5,-70.5
"557",0.359119316094955,-136.5,-70.5
"558",0.263866410340678,-135.5,-70.5
"559",0.326527655037911,-134.5,-70.5
"560",0.382166661192208,-133.5,-70.5
"561",0.774488927069558,-132.5,-70.5
"562",0.529140316481225,-131.5,-70.5
"563",0.424113837013384,-130.5,-70.5
"564",0.388083642490541,-129.5,-70.5
"565",0.381772334098308,-126.5,-70.5
"566",0.240993141370274,-125.5,-70.5
"567",0.113067212522337,-122.5,-70.5
"568",0.107592040453108,-121.5,-70.5
"569",0.16773896149055,-116.5,-70.5
"570",0.245286990223156,-115.5,-70.5
"571",0.0581486634992194,-112.5,-70.5
"572",0.167167434682511,-111.5,-70.5
"573",0.098720241266274,-110.5,-70.5
"574",0.0854558485426199,-106.5,-70.5
"575",0.196507240678405,-105.5,-70.5
"576",0.0846152134947336,-104.5,-70.5
"577",0.136403354050524,-102.5,-70.5
"578",0.137257212169684,-101.5,-70.5
"579",0.14810556528422,-100.5,-70.5
"580",0.170818915316798,-99.5,-70.5
"581",0.140487596015517,-98.5,-70.5
"582",0.193017656189879,-97.5,-70.5
"583",0.061674375138544,-96.5,-70.5
"584",0.111962194010413,-95.5,-70.5
"585",0.0716337380885493,-94.5,-70.5
"586",0.0705021142817631,-93.5,-70.5
"587",0.0489784440974364,-92.5,-70.5
"588",0.101078726823315,-91.5,-70.5
"589",0.0947546916597074,-90.5,-70.5
"590",0.0943255299017964,-89.5,-70.5
"591",0.0857946811247094,-88.5,-70.5
"592",0.0477186743281345,-87.5,-70.5
"593",0.0476370798183884,-86.5,-70.5
"594",0.0823932013879932,-85.5,-70.5
"595",0.08912926805081,-84.5,-70.5
"596",0.335473184833118,-83.5,-70.5
"597",0.164814972606082,-82.5,-70.5
"598",1.04054135038063,-81.5,-70.5
"599",0.345762165329543,-80.5,-70.5
"600",0.159306808534592,-79.5,-70.5
"601",0.24019940231628,-78.5,-70.5
"602",0.114451477025618,-77.5,-70.5
"603",0.093199835329492,-76.5,-70.5
"604",0.0130605259481608,-48.5,-70.5
"605",0.0191164911881946,-41.5,-70.5
"606",0.0203614403424808,-40.5,-70.5
"607",0.0309334574102525,-39.5,-70.5
"608",0.0185149613608342,-34.5,-70.5
"609",0.0615647674655423,-29.5,-70.5
"610",0.085534658958491,-28.5,-70.5
"611",0.0395619069925474,-27.5,-70.5
"612",0.0642237306525841,-26.5,-70.5
"613",0.182278869494788,-25.5,-70.5
"614",0.135794955713351,-24.5,-70.5
"615",0.185711605987276,-23.5,-70.5
"616",0.245717091068648,-22.5,-70.5
"617",0.106414509328182,-21.5,-70.5
"618",0.165846246283687,-20.5,-70.5
"619",0.111293077095142,-19.5,-70.5
"620",0.112146148297047,-18.5,-70.5
"621",0.33845934287613,-17.5,-70.5
"622",0.320568725632678,-16.5,-70.5
"623",0.15199745004667,-15.5,-70.5
"624",0.0717425290021817,-14.5,-70.5
"625",0.0516242873820299,-13.5,-70.5
"626",0.0646809630043321,-12.5,-70.5
"627",0.0864808772238506,-11.5,-70.5
"628",0.0793635589073008,-10.5,-70.5
"629",0.0527047757728411,-9.5,-70.5
"630",0.112146935981118,-8.5,-70.5
"631",0.0659505824437752,-7.5,-70.5
"632",0.0470933112887831,-4.5,-70.5
"633",0.10692820630004,-3.5,-70.5
"634",0.109412606957932,-1.5,-70.5
"635",0.0428329718648325,25.5,-70.5
"636",0.0509054029120552,168.5,-70.5
"637",0.0403272555515743,169.5,-70.5
"638",0.0210280661762491,171.5,-70.5
"639",0.026995550845346,172.5,-70.5
"640",0.0373670666243656,174.5,-70.5
"641",0.0912550374628086,175.5,-70.5
"642",0.110528274212287,176.5,-70.5
"643",0.133001814476031,179.5,-70.5
"644",0.142682013821486,-179.5,-69.5
"645",0.0992429075790664,-178.5,-69.5
"646",0.113345582509701,-177.5,-69.5
"647",0.0275460187643228,-176.5,-69.5
"648",0.0488889182278482,-175.5,-69.5
"649",0.0359267218320698,-174.5,-69.5
"650",0.0492142426193856,-173.5,-69.5
"651",0.124853784076458,-171.5,-69.5
"652",0.180869239710907,-170.5,-69.5
"653",0.390466241247234,-165.5,-69.5
"654",0.506345964836054,-164.5,-69.5
"655",0.363656996607921,-163.5,-69.5
"656",0.456672120864036,-160.5,-69.5
"657",0.622629580507028,-159.5,-69.5
"658",0.955730315412709,-158.5,-69.5
"659",0.849269616776572,-157.5,-69.5
"660",0.107930464395387,-152.5,-69.5
"661",0.172242229702089,-151.5,-69.5
"662",0.092046781119057,-150.5,-69.5
"663",0.111805486231108,-149.5,-69.5
"664",0.109404745196443,-148.5,-69.5
"665",0.256466850121907,-147.5,-69.5
"666",0.193490629864354,-146.5,-69.5
"667",0.286417245553703,-145.5,-69.5
"668",0.250348147747302,-144.5,-69.5
"669",0.214614033408913,-143.5,-69.5
"670",0.147421123083774,-142.5,-69.5
"671",0.144543897184394,-141.5,-69.5
"672",0.127109659607574,-140.5,-69.5
"673",0.0998247436941242,-139.5,-69.5
"674",0.152031410816172,-138.5,-69.5
"675",0.35594851587485,-137.5,-69.5
"676",0.192410459479556,-136.5,-69.5
"677",0.157473831896155,-135.5,-69.5
"678",0.160186316861969,-134.5,-69.5
"679",0.470147376434825,-133.5,-69.5
"680",0.548038071587439,-129.5,-69.5
"681",0.283194716419433,-127.5,-69.5
"682",0.174632680657016,-126.5,-69.5
"683",0.234450492905229,-125.5,-69.5
"684",0.237199547331621,-124.5,-69.5
"685",0.383260333039959,-123.5,-69.5
"686",0.204545926717467,-122.5,-69.5
"687",0.21012992270065,-121.5,-69.5
