"","df71.Fz0","df71.Longitude","df71.Latitude"
"11761",30.3377821159948,63.5,-36.5
"11762",32.5273847459468,64.5,-36.5
"11763",33.050944698219,65.5,-36.5
"11764",32.515305503645,66.5,-36.5
"11765",32.4731553866333,67.5,-36.5
"11766",33.0091179538675,68.5,-36.5
"11767",35.3845261432059,69.5,-36.5
"11768",33.889510320065,70.5,-36.5
"11769",36.1491928997593,71.5,-36.5
"11770",36.195978697063,72.5,-36.5
"11771",34.9556356340232,73.5,-36.5
"11772",41.4062039587225,74.5,-36.5
"11773",40.5460735137843,75.5,-36.5
"11774",39.6431726938664,76.5,-36.5
"11775",40.7922928918442,77.5,-36.5
"11776",39.7553287628139,78.5,-36.5
"11777",38.256761529331,79.5,-36.5
"11778",36.0051046701454,80.5,-36.5
"11779",34.1923130445358,81.5,-36.5
"11780",34.5812759465337,82.5,-36.5
"11781",35.9325545105266,83.5,-36.5
"11782",36.8651126844897,84.5,-36.5
"11783",33.7589108331485,85.5,-36.5
"11784",33.8165617468487,86.5,-36.5
"11785",34.861980160531,87.5,-36.5
"11786",34.8300938437321,88.5,-36.5
"11787",36.9535433422375,89.5,-36.5
"11788",36.2955423032601,90.5,-36.5
"11789",38.2031540779562,91.5,-36.5
"11790",35.6231058509283,92.5,-36.5
"11791",33.2331868594226,93.5,-36.5
"11792",34.5347607210424,94.5,-36.5
"11793",36.0221638651098,95.5,-36.5
"11794",34.3921390645056,96.5,-36.5
"11795",31.10979307186,97.5,-36.5
"11796",32.4620069547814,98.5,-36.5
"11797",30.8871692403361,99.5,-36.5
"11798",30.3847526956839,100.5,-36.5
"11799",32.9018760132109,101.5,-36.5
"11800",32.4878162682551,102.5,-36.5
"11801",31.7525814021093,103.5,-36.5
"11802",33.8505660926982,104.5,-36.5
"11803",32.092035719816,105.5,-36.5
"11804",36.8651589458923,106.5,-36.5
"11805",38.0054527564096,107.5,-36.5
"11806",37.2813147020989,108.5,-36.5
"11807",36.7506942321658,109.5,-36.5
"11808",36.7853490755387,110.5,-36.5
"11809",37.1060055204026,111.5,-36.5
"11810",37.2968724467682,112.5,-36.5
"11811",37.9101302942723,113.5,-36.5
"11812",37.5040069836709,114.5,-36.5
"11813",37.2784513669961,115.5,-36.5
"11814",40.074517503177,116.5,-36.5
"11815",38.9189876072172,117.5,-36.5
"11816",39.4507972161304,118.5,-36.5
"11817",36.7908685408229,119.5,-36.5
"11818",38.5954914679273,120.5,-36.5
"11819",37.1684652177851,121.5,-36.5
"11820",37.4163865201193,122.5,-36.5
"11821",37.8952298077397,123.5,-36.5
"11822",41.1498741078042,124.5,-36.5
"11823",38.1832191812502,125.5,-36.5
"11824",35.4818258030817,126.5,-36.5
"11825",35.0237525769836,127.5,-36.5
"11826",36.250256698643,128.5,-36.5
"11827",36.5923433451697,129.5,-36.5
"11828",39.3750328589624,130.5,-36.5
"11829",38.8128752992859,131.5,-36.5
"11830",37.8565523035386,132.5,-36.5
"11831",39.8284675560947,133.5,-36.5
"11832",40.1807405582474,134.5,-36.5
"11833",44.0386835046965,135.5,-36.5
"11834",42.1584394584033,136.5,-36.5
"11835",41.7159968188304,137.5,-36.5
"11836",39.4287419332577,151.5,-36.5
"11837",35.8685623957683,152.5,-36.5
"11838",39.5870267643174,153.5,-36.5
"11839",45.5054050338266,154.5,-36.5
"11840",41.178703884185,155.5,-36.5
"11841",37.1179691155036,156.5,-36.5
"11842",37.2067110342432,157.5,-36.5
"11843",35.4316296406013,158.5,-36.5
"11844",33.8760283978486,159.5,-36.5
"11845",36.4876022500204,160.5,-36.5
"11846",38.4602697834449,161.5,-36.5
"11847",38.8526435966131,162.5,-36.5
"11848",35.0743368508423,163.5,-36.5
"11849",37.4631424353821,164.5,-36.5
"11850",36.097920509382,165.5,-36.5
"11851",33.1094996680189,166.5,-36.5
"11852",31.5992090382349,167.5,-36.5
"11853",30.7933194938609,168.5,-36.5
"11854",31.4090016787464,169.5,-36.5
"11855",33.2777530300303,170.5,-36.5
"11856",34.5914248863387,172.5,-36.5
"11857",36.7194007538625,176.5,-36.5
"11858",33.9568711097283,177.5,-36.5
"11859",33.35431822508,178.5,-36.5
"11860",36.4704347293477,179.5,-36.5
"11861",34.6346624074946,-179.5,-35.5
"11862",28.5256860593102,-178.5,-35.5
"11863",25.7654561612484,-177.5,-35.5
"11864",24.9179463818689,-176.5,-35.5
"11865",23.4534253806006,-175.5,-35.5
"11866",24.3252712511886,-174.5,-35.5
"11867",24.2587404125165,-173.5,-35.5
"11868",23.9354521260904,-172.5,-35.5
"11869",23.2408224512736,-171.5,-35.5
"11870",21.8219297122164,-170.5,-35.5
"11871",21.0917049122297,-169.5,-35.5
"11872",18.6660823385138,-168.5,-35.5
"11873",17.0284418506924,-167.5,-35.5
"11874",16.2988436854114,-166.5,-35.5
"11875",16.0515662869306,-165.5,-35.5
"11876",16.9661092564601,-164.5,-35.5
"11877",15.8117603220986,-163.5,-35.5
"11878",15.9601369019076,-162.5,-35.5
"11879",15.6245951121586,-161.5,-35.5
"11880",14.6050998276272,-160.5,-35.5
"11881",14.9251137856222,-159.5,-35.5
"11882",14.3730748418037,-158.5,-35.5
"11883",14.7883438481104,-157.5,-35.5
"11884",13.974570477142,-156.5,-35.5
"11885",13.1287124694629,-155.5,-35.5
"11886",13.4230930348026,-154.5,-35.5
"11887",13.0366078349903,-153.5,-35.5
"11888",13.4320951915934,-152.5,-35.5
"11889",13.0298452788405,-151.5,-35.5
"11890",12.8708503886093,-150.5,-35.5
"11891",12.1981937403558,-149.5,-35.5
"11892",12.9246773703591,-148.5,-35.5
"11893",13.0204747916887,-147.5,-35.5
"11894",13.4499225181551,-146.5,-35.5
"11895",12.6429943992681,-145.5,-35.5
"11896",13.4364072216661,-144.5,-35.5
"11897",13.3160065795494,-143.5,-35.5
"11898",13.449755529568,-142.5,-35.5
"11899",12.766693856781,-141.5,-35.5
"11900",11.890974696452,-140.5,-35.5
"11901",12.2468288752233,-139.5,-35.5
"11902",12.7945522846303,-138.5,-35.5
"11903",13.3423226612233,-137.5,-35.5
"11904",13.4417348087281,-136.5,-35.5
"11905",12.6134966938267,-135.5,-35.5
"11906",12.3330774855556,-134.5,-35.5
"11907",13.1870145188826,-133.5,-35.5
"11908",13.2047110592448,-132.5,-35.5
"11909",14.9365204704911,-131.5,-35.5
"11910",15.6615011451594,-130.5,-35.5
"11911",14.7494938601163,-129.5,-35.5
"11912",14.8999805271712,-128.5,-35.5
"11913",14.3418507770637,-127.5,-35.5
"11914",14.6847488777213,-126.5,-35.5
"11915",15.2708207982097,-125.5,-35.5
"11916",15.5421794543366,-124.5,-35.5
"11917",14.6861863893106,-123.5,-35.5
"11918",15.5099595572489,-122.5,-35.5
"11919",16.6689700534697,-121.5,-35.5
"11920",15.8415227744976,-120.5,-35.5
"11921",16.6209057481956,-119.5,-35.5
"11922",15.6980613040666,-118.5,-35.5
"11923",14.6816556144601,-117.5,-35.5
"11924",16.1353237360161,-116.5,-35.5
"11925",17.1727667459846,-115.5,-35.5
"11926",17.8950845248955,-114.5,-35.5
"11927",19.0404739760476,-113.5,-35.5
"11928",17.3697947451271,-112.5,-35.5
"11929",17.1640985323121,-111.5,-35.5
"11930",18.0993997770361,-110.5,-35.5
"11931",19.457584829362,-109.5,-35.5
"11932",18.3840174156895,-108.5,-35.5
"11933",18.9745041294251,-107.5,-35.5
"11934",18.2631505206914,-106.5,-35.5
"11935",19.0445376447278,-105.5,-35.5
"11936",19.6458967763352,-104.5,-35.5
"11937",20.6781635236423,-103.5,-35.5
"11938",21.4621714366143,-102.5,-35.5
"11939",22.1429230796432,-101.5,-35.5
"11940",22.8678185090187,-100.5,-35.5
"11941",22.4665097795034,-99.5,-35.5
"11942",22.2360919730156,-98.5,-35.5
"11943",24.1473575015592,-97.5,-35.5
"11944",26.355393773489,-96.5,-35.5
"11945",23.4308307402859,-95.5,-35.5
"11946",20.790931660916,-94.5,-35.5
"11947",23.039943774539,-93.5,-35.5
"11948",23.4334204746163,-92.5,-35.5
"11949",22.9955329020249,-91.5,-35.5
"11950",24.8216407671804,-90.5,-35.5
"11951",26.1772397215494,-89.5,-35.5
"11952",27.2740755246306,-88.5,-35.5
"11953",27.2358837606543,-87.5,-35.5
"11954",27.7210826333728,-86.5,-35.5
"11955",30.141879340043,-85.5,-35.5
"11956",31.6285842178048,-84.5,-35.5
"11957",31.9270709297177,-83.5,-35.5
"11958",34.7088160943895,-82.5,-35.5
"11959",39.3926794566068,-81.5,-35.5
"11960",46.8752869159123,-80.5,-35.5
"11961",48.8601203504845,-79.5,-35.5
"11962",51.4120752324086,-78.5,-35.5
"11963",62.9054357282395,-77.5,-35.5
"11964",76.0415835470385,-76.5,-35.5
"11965",90.9977168937872,-75.5,-35.5
"11966",111.785741348044,-74.5,-35.5
"11967",120,-73.5,-35.5
"11968",56.1600452416734,-52.5,-35.5
"11969",31.2725631902095,-51.5,-35.5
"11970",29.7433487112559,-50.5,-35.5
"11971",35.550923893378,-49.5,-35.5
"11972",35.8809385009566,-48.5,-35.5
"11973",33.6023812108336,-47.5,-35.5
"11974",31.9022023576322,-46.5,-35.5
"11975",31.1128965298617,-45.5,-35.5
"11976",31.8083951264231,-44.5,-35.5
"11977",30.6390613957725,-43.5,-35.5
"11978",32.9522262071436,-42.5,-35.5
"11979",29.4885168007437,-41.5,-35.5
"11980",32.0084429748258,-40.5,-35.5
"11981",30.6845466626491,-39.5,-35.5
"11982",30.5952439363359,-38.5,-35.5
"11983",31.1137257941442,-37.5,-35.5
"11984",29.5714298868312,-36.5,-35.5
"11985",29.3037733716386,-35.5,-35.5
"11986",29.79259907457,-34.5,-35.5
"11987",30.3752598435664,-33.5,-35.5
"11988",30.1388651711395,-32.5,-35.5
"11989",30.0184998325007,-31.5,-35.5
"11990",29.9972651828567,-30.5,-35.5
"11991",28.5203660426887,-29.5,-35.5
"11992",29.6860403486599,-28.5,-35.5
"11993",29.5000085208859,-27.5,-35.5
"11994",29.8056176524467,-26.5,-35.5
"11995",33.1215059863308,-25.5,-35.5
"11996",34.2908774088104,-24.5,-35.5
"11997",30.9948980303882,-23.5,-35.5
"11998",30.9541190354448,-22.5,-35.5
"11999",31.1203371055459,-21.5,-35.5
"12000",32.8141089650029,-20.5,-35.5
"12001",31.3307665397306,-19.5,-35.5
"12002",30.4309939933189,-18.5,-35.5
"12003",30.4147514026578,-17.5,-35.5
"12004",31.6866961496387,-16.5,-35.5
"12005",30.4742629815996,-15.5,-35.5
"12006",24.6961274227752,-14.5,-35.5
"12007",24.6971447352299,-13.5,-35.5
"12008",25.9955030721143,-12.5,-35.5
"12009",26.3275082580633,-11.5,-35.5
"12010",27.0329448591739,-10.5,-35.5
"12011",27.2392945414908,-9.5,-35.5
"12012",30.0832156167736,-8.5,-35.5
"12013",26.1889849705639,-7.5,-35.5
"12014",27.2703200410774,-6.5,-35.5
"12015",29.1416964096306,-5.5,-35.5
"12016",28.7984770820536,-4.5,-35.5
"12017",29.2405584638787,-3.5,-35.5
"12018",29.4702355684889,-2.5,-35.5
"12019",27.7244024067853,-1.5,-35.5
"12020",29.0404585987875,-0.5,-35.5
"12021",33.4367795977857,0.5,-35.5
"12022",34.4863961258733,1.5,-35.5
"12023",29.9162860666565,2.5,-35.5
"12024",31.8077131987261,3.5,-35.5
"12025",29.722574684408,4.5,-35.5
"12026",30.8797636712819,5.5,-35.5
"12027",34.3654204890989,6.5,-35.5
"12028",32.7044577743372,7.5,-35.5
"12029",32.5792188653026,8.5,-35.5
"12030",36.4123058342593,9.5,-35.5
"12031",38.3133988871037,10.5,-35.5
"12032",39.2462629072528,11.5,-35.5
"12033",39.4484521756989,12.5,-35.5
"12034",40.1201516524642,13.5,-35.5
"12035",40.5189742419588,14.5,-35.5
"12036",41.6452176785595,15.5,-35.5
"12037",45.0867625074944,16.5,-35.5
"12038",55.0863608298886,17.5,-35.5
"12039",57.2739323935734,18.5,-35.5
"12040",68.7030577582308,19.5,-35.5
"12041",68.9630542646416,20.5,-35.5
"12042",112.313292199178,21.5,-35.5
"12043",96.9869212437548,22.5,-35.5
"12044",52.6909930245602,23.5,-35.5
"12045",31.0016349315683,24.5,-35.5
"12046",27.6995721624486,25.5,-35.5
"12047",25.1798331009226,26.5,-35.5
"12048",25.140125055759,27.5,-35.5
"12049",25.3622490763127,28.5,-35.5
"12050",25.7582304120917,29.5,-35.5
"12051",25.1006035171054,30.5,-35.5
"12052",25.6578732318095,31.5,-35.5
"12053",26.37400462592,32.5,-35.5
"12054",27.8501861228336,33.5,-35.5
"12055",26.7397252342838,34.5,-35.5
"12056",29.2861995371264,35.5,-35.5
"12057",27.2832180564355,36.5,-35.5
"12058",28.4989794401257,37.5,-35.5
"12059",26.0568766695748,38.5,-35.5
"12060",26.295071107888,39.5,-35.5
"12061",25.6446992969586,40.5,-35.5
"12062",26.2161597577069,41.5,-35.5
"12063",27.5389226798524,42.5,-35.5
"12064",28.4521828190024,43.5,-35.5
"12065",27.4502684054903,44.5,-35.5
"12066",29.5848110561778,45.5,-35.5
"12067",28.7689943651002,46.5,-35.5
"12068",29.2901066193528,47.5,-35.5
"12069",30.4964519951911,48.5,-35.5
"12070",30.5274613582438,49.5,-35.5
"12071",30.1347022904525,50.5,-35.5
"12072",30.6883296835712,51.5,-35.5
"12073",32.1335701160899,52.5,-35.5
"12074",32.716438086574,53.5,-35.5
"12075",32.3058150962958,54.5,-35.5
"12076",31.5719287811571,55.5,-35.5
"12077",30.6158060713201,56.5,-35.5
"12078",30.9573333706419,57.5,-35.5
"12079",28.4798487558381,58.5,-35.5
"12080",27.6729805909222,59.5,-35.5
"12081",29.5930787084223,60.5,-35.5
"12082",30.5743026948031,61.5,-35.5
"12083",29.2880909429798,62.5,-35.5
"12084",31.3312474452525,63.5,-35.5
"12085",30.8993405953062,64.5,-35.5
"12086",29.9815334503432,65.5,-35.5
"12087",28.7015068491112,66.5,-35.5
"12088",28.8090771920344,67.5,-35.5
"12089",29.0499332680568,68.5,-35.5
"12090",31.0732387125705,69.5,-35.5
"12091",31.1147107967445,70.5,-35.5
"12092",30.8535494097532,71.5,-35.5
"12093",29.7455161697677,72.5,-35.5
"12094",29.3691927725831,73.5,-35.5
"12095",32.4368392251104,74.5,-35.5
"12096",34.1289292642964,75.5,-35.5
"12097",34.8133374778758,76.5,-35.5
"12098",35.8540029928597,77.5,-35.5
"12099",31.1138353971852,78.5,-35.5
"12100",33.406704876136,79.5,-35.5
"12101",33.8192753878382,80.5,-35.5
"12102",33.6813553247497,81.5,-35.5
"12103",33.4270400534785,82.5,-35.5
"12104",31.5301477300517,83.5,-35.5
"12105",32.2593496602624,84.5,-35.5
"12106",33.1677323061817,85.5,-35.5
"12107",31.8063266086967,86.5,-35.5
"12108",32.0181548302179,87.5,-35.5
"12109",35.4721037702057,88.5,-35.5
"12110",36.0586559455942,89.5,-35.5
"12111",35.1897735611277,90.5,-35.5
"12112",30.7180023861258,91.5,-35.5
"12113",33.6649152359062,92.5,-35.5
"12114",33.2692904355618,93.5,-35.5
"12115",31.9718290484127,94.5,-35.5
"12116",29.7665862146581,95.5,-35.5
"12117",31.5108262321387,96.5,-35.5
"12118",33.6089025432752,97.5,-35.5
"12119",34.6011584530077,98.5,-35.5
"12120",32.6220642326913,99.5,-35.5
"12121",29.7359035241349,100.5,-35.5
"12122",29.2833096404275,101.5,-35.5
"12123",30.4336536771271,102.5,-35.5
"12124",33.035434132414,103.5,-35.5
"12125",34.5614781418653,104.5,-35.5
"12126",35.388347539655,105.5,-35.5
"12127",33.0792838999317,106.5,-35.5
"12128",32.4903535327496,107.5,-35.5
"12129",30.9215535697624,108.5,-35.5
"12130",35.207052042943,109.5,-35.5
"12131",35.3730486627918,110.5,-35.5
"12132",36.4666618295507,111.5,-35.5
"12133",37.8680314626476,112.5,-35.5
"12134",38.1614270772733,113.5,-35.5
"12135",37.419451371884,114.5,-35.5
"12136",34.8414711659243,115.5,-35.5
"12137",37.1980372001945,116.5,-35.5
"12138",35.1334876814234,117.5,-35.5
"12139",38.6857026163777,118.5,-35.5
"12140",39.3189166017165,119.5,-35.5
"12141",38.1622257146676,120.5,-35.5
"12142",40.1055871844394,121.5,-35.5
"12143",37.1540163638177,122.5,-35.5
"12144",36.951658563576,123.5,-35.5
"12145",35.8666227870804,124.5,-35.5
"12146",35.6050433305101,125.5,-35.5
"12147",35.7229149811605,126.5,-35.5
"12148",33.7770939700154,127.5,-35.5
"12149",35.1317146241663,128.5,-35.5
"12150",36.518939044824,129.5,-35.5
"12151",38.4647560355922,130.5,-35.5
"12152",37.4097553762357,131.5,-35.5
"12153",36.1448023805174,132.5,-35.5
"12154",37.5654917187523,133.5,-35.5
"12155",38.3392149435458,134.5,-35.5
"12156",40.8976588110997,135.5,-35.5
"12157",47.1593608281369,136.5,-35.5
"12158",41.0201610172419,151.5,-35.5
"12159",37.0095314563347,152.5,-35.5
"12160",34.4334611474878,153.5,-35.5
"12161",32.4098926512042,154.5,-35.5
"12162",34.4598864630808,155.5,-35.5
"12163",36.3786650385819,156.5,-35.5
"12164",36.2703387541198,157.5,-35.5
"12165",33.1524624734464,158.5,-35.5
"12166",33.1242009331096,159.5,-35.5
"12167",36.9364912506625,160.5,-35.5
"12168",35.3717958131693,161.5,-35.5
"12169",36.9949488202005,162.5,-35.5
"12170",35.9816359448815,163.5,-35.5
"12171",36.1411747531376,164.5,-35.5
"12172",34.1642998363881,165.5,-35.5
"12173",31.6642564388473,166.5,-35.5
"12174",32.0178402770177,167.5,-35.5
"12175",30.9456336099923,168.5,-35.5
"12176",32.3420331072543,169.5,-35.5
"12177",32.4352127115633,170.5,-35.5
"12178",34.9386618907559,171.5,-35.5
"12179",35.1182402010292,172.5,-35.5
"12180",46.8506430598231,175.5,-35.5
"12181",32.0937584584338,176.5,-35.5
"12182",30.8514556960303,177.5,-35.5
"12183",32.5683371461674,178.5,-35.5
"12184",36.0850453890879,179.5,-35.5
"12185",32.5330295325432,-179.5,-34.5
"12186",28.4292588512602,-178.5,-34.5
"12187",26.7826155897901,-177.5,-34.5
"12188",24.1422378484362,-176.5,-34.5
"12189",23.3170380568563,-175.5,-34.5
"12190",23.5786244624949,-174.5,-34.5
"12191",23.2701520621038,-173.5,-34.5
"12192",22.5378912070059,-172.5,-34.5
"12193",21.2276046435805,-171.5,-34.5
"12194",22.0656349216903,-170.5,-34.5
"12195",20.5006946014752,-169.5,-34.5
"12196",18.6260296972619,-168.5,-34.5
"12197",16.5976134742636,-167.5,-34.5
"12198",16.4282409720327,-166.5,-34.5
"12199",15.1543833639046,-165.5,-34.5
"12200",14.7770580946119,-164.5,-34.5
"12201",14.9130088226011,-163.5,-34.5
"12202",13.911191029414,-162.5,-34.5
"12203",12.9138019994298,-161.5,-34.5
"12204",13.4796514980851,-160.5,-34.5
"12205",12.8037297009044,-159.5,-34.5
"12206",12.5907678132041,-158.5,-34.5
"12207",12.4475424266367,-157.5,-34.5
"12208",11.9984663207502,-156.5,-34.5
"12209",11.5959140102684,-155.5,-34.5
"12210",11.1408688296493,-154.5,-34.5
"12211",11.1943188329582,-153.5,-34.5
"12212",10.9510755873407,-152.5,-34.5
"12213",11.2628761697592,-151.5,-34.5
"12214",10.8292119160704,-150.5,-34.5
"12215",10.8252947208736,-149.5,-34.5
"12216",10.6689415420258,-148.5,-34.5
"12217",10.8517957292192,-147.5,-34.5
"12218",10.3380434629895,-146.5,-34.5
"12219",10.5118281759832,-145.5,-34.5
"12220",10.9036513845512,-144.5,-34.5
"12221",11.9218235016826,-143.5,-34.5
"12222",11.4623195068841,-142.5,-34.5
"12223",11.2208163816366,-141.5,-34.5
"12224",10.4358144944397,-140.5,-34.5
"12225",10.2720736314265,-139.5,-34.5
"12226",10.2858352890011,-138.5,-34.5
"12227",11.1039968987273,-137.5,-34.5
"12228",11.3065543363781,-136.5,-34.5
"12229",11.6146619388185,-135.5,-34.5
"12230",10.9284636233615,-134.5,-34.5
"12231",11.6130800854152,-133.5,-34.5
"12232",11.1142713817232,-132.5,-34.5
"12233",11.3511749521944,-131.5,-34.5
"12234",13.0982041531065,-130.5,-34.5
"12235",13.0150230043455,-129.5,-34.5
"12236",11.4603271102041,-128.5,-34.5
"12237",13.569861800089,-127.5,-34.5
"12238",13.2888131475196,-126.5,-34.5
"12239",12.4810782607187,-125.5,-34.5
"12240",11.2612873662351,-124.5,-34.5
"12241",11.1117465760969,-123.5,-34.5
"12242",11.2433559753608,-122.5,-34.5
"12243",13.0521334936479,-121.5,-34.5
"12244",12.93481460496,-120.5,-34.5
"12245",13.9376107519892,-119.5,-34.5
"12246",13.9941447396288,-118.5,-34.5
"12247",12.9504944831965,-117.5,-34.5
"12248",13.4092147372825,-116.5,-34.5
"12249",14.1115602038245,-115.5,-34.5
"12250",14.3704869049641,-114.5,-34.5
"12251",14.3617942264318,-113.5,-34.5
"12252",12.8458818321217,-112.5,-34.5
"12253",13.3151767891977,-111.5,-34.5
"12254",14.9355231297024,-110.5,-34.5
"12255",16.1474588445424,-109.5,-34.5
"12256",14.52945276619,-108.5,-34.5
"12257",13.9163466498946,-107.5,-34.5
"12258",14.4294152357246,-106.5,-34.5
"12259",16.65589728676,-105.5,-34.5
"12260",16.8786365308034,-104.5,-34.5
"12261",15.7631668132795,-103.5,-34.5
"12262",18.5870444273461,-102.5,-34.5
"12263",19.510278239745,-101.5,-34.5
"12264",19.2145434732534,-100.5,-34.5
"12265",15.1149155414131,-99.5,-34.5
"12266",16.6965553036709,-98.5,-34.5
"12267",17.936914633834,-97.5,-34.5
"12268",18.8117043312483,-96.5,-34.5
"12269",19.7172587921995,-95.5,-34.5
"12270",20.1264121674673,-94.5,-34.5
"12271",20.5269875149249,-93.5,-34.5
"12272",21.4635241825517,-92.5,-34.5
"12273",22.064989701999,-91.5,-34.5
"12274",23.3011682210615,-90.5,-34.5
"12275",25.1291253495512,-89.5,-34.5
"12276",25.0185112172118,-88.5,-34.5
"12277",26.718707845447,-87.5,-34.5
"12278",27.4445698557342,-86.5,-34.5
"12279",29.9906227806732,-85.5,-34.5
"12280",30.0131397354444,-84.5,-34.5
"12281",32.349621911054,-83.5,-34.5
"12282",38.9206312141529,-82.5,-34.5
"12283",42.7647549036434,-81.5,-34.5
"12284",44.142828626938,-80.5,-34.5
"12285",50.4531079780093,-79.5,-34.5
"12286",54.608931948888,-78.5,-34.5
"12287",63.4462453437097,-77.5,-34.5
"12288",72.9616609430741,-76.5,-34.5
"12289",89.6653175897797,-75.5,-34.5
"12290",107.691623042778,-74.5,-34.5
"12291",115.51026787507,-73.5,-34.5
"12292",120,-72.5,-34.5
"12293",39.4195565026202,-51.5,-34.5
"12294",27.3825160347489,-50.5,-34.5
"12295",27.1776025209735,-49.5,-34.5
"12296",28.7323867545075,-48.5,-34.5
"12297",30.1519508727644,-47.5,-34.5
"12298",28.6407361217502,-46.5,-34.5
"12299",27.4976574684844,-45.5,-34.5
"12300",27.0171348716045,-44.5,-34.5
"12301",25.907659401255,-43.5,-34.5
"12302",27.9828881413631,-42.5,-34.5
"12303",27.6347234014834,-41.5,-34.5
"12304",29.7718746586657,-40.5,-34.5
"12305",30.9650881176509,-39.5,-34.5
"12306",28.7245078062527,-38.5,-34.5
"12307",30.7796531773614,-37.5,-34.5
"12308",29.4684709739355,-36.5,-34.5
"12309",27.4114453809686,-35.5,-34.5
"12310",28.1836711064035,-34.5,-34.5
"12311",27.3428077619511,-33.5,-34.5
"12312",27.3052901193225,-32.5,-34.5
"12313",27.4102592081893,-31.5,-34.5
"12314",27.6584520523765,-30.5,-34.5
"12315",25.6659774776549,-29.5,-34.5
"12316",24.9402336258758,-28.5,-34.5
"12317",26.3080783737298,-27.5,-34.5
"12318",26.8020641907124,-26.5,-34.5
"12319",27.7290851908434,-25.5,-34.5
"12320",25.4453310175679,-24.5,-34.5
"12321",24.7032805897602,-23.5,-34.5
"12322",23.5186947249323,-22.5,-34.5
"12323",21.9522196352535,-21.5,-34.5
"12324",21.3805702462494,-20.5,-34.5
"12325",22.3401492762815,-19.5,-34.5
"12326",24.2822539031616,-18.5,-34.5
"12327",22.5395845198169,-17.5,-34.5
"12328",22.0694253870053,-16.5,-34.5
"12329",24.3652458046657,-15.5,-34.5
"12330",23.8174031511523,-14.5,-34.5
"12331",23.5550474353327,-13.5,-34.5
"12332",23.8225476906633,-12.5,-34.5
"12333",23.8052740963117,-11.5,-34.5
"12334",23.4708028516739,-10.5,-34.5
"12335",22.80894603227,-9.5,-34.5
"12336",24.1963120716535,-8.5,-34.5
"12337",24.038066883736,-7.5,-34.5
"12338",22.783965571306,-6.5,-34.5
"12339",24.038272158084,-5.5,-34.5
"12340",23.835748865295,-4.5,-34.5
"12341",24.4049428723196,-3.5,-34.5
"12342",24.6511875151677,-2.5,-34.5
"12343",24.4200842172779,-1.5,-34.5
"12344",23.5066543429806,-0.5,-34.5
"12345",23.9540081870651,0.5,-34.5
"12346",25.5819662389359,1.5,-34.5
"12347",24.266263147093,2.5,-34.5
"12348",26.1104823612457,3.5,-34.5
"12349",28.8520814701659,4.5,-34.5
"12350",28.3120292298783,5.5,-34.5
"12351",29.3521954655499,6.5,-34.5
"12352",29.6360335736537,7.5,-34.5
"12353",30.1268930100604,8.5,-34.5
"12354",32.3256577344543,9.5,-34.5
"12355",34.7551819459909,10.5,-34.5
"12356",36.8950282361835,11.5,-34.5
"12357",35.7153805849798,12.5,-34.5
"12358",37.3510798689822,13.5,-34.5
"12359",41.4292148793557,14.5,-34.5
"12360",47.8985618245743,15.5,-34.5
"12361",48.0345740825003,16.5,-34.5
"12362",55.5588202878932,17.5,-34.5
"12363",120,18.5,-34.5
"12364",120,23.5,-34.5
"12365",120,24.5,-34.5
"12366",117.552398372935,25.5,-34.5
"12367",42.9894884877874,26.5,-34.5
"12368",25.9893813899469,27.5,-34.5
"12369",25.0450139489359,28.5,-34.5
"12370",24.313099678607,29.5,-34.5
"12371",25.3270497105291,30.5,-34.5
"12372",25.5488641098363,31.5,-34.5
"12373",26.2644165423097,32.5,-34.5
"12374",27.7633998759941,33.5,-34.5
"12375",26.9647473954232,34.5,-34.5
"12376",27.5657267594214,35.5,-34.5
"12377",26.1912824170014,36.5,-34.5
"12378",27.7610379736636,37.5,-34.5
"12379",27.181911676587,38.5,-34.5
"12380",27.6692568096252,39.5,-34.5
"12381",26.54069675435,40.5,-34.5
"12382",26.1589997677826,41.5,-34.5
"12383",26.8818649165271,42.5,-34.5
"12384",26.4802742733584,43.5,-34.5
"12385",25.8674941106219,44.5,-34.5
"12386",24.8786570683521,45.5,-34.5
"12387",25.5268209592206,46.5,-34.5
"12388",27.068622090235,47.5,-34.5
"12389",27.5177195819276,48.5,-34.5
"12390",29.2810864338944,49.5,-34.5
"12391",28.9813774583967,50.5,-34.5
"12392",29.5020713471163,51.5,-34.5
"12393",29.3330059437593,52.5,-34.5
"12394",29.5387122330685,53.5,-34.5
"12395",29.6525972873468,54.5,-34.5
"12396",28.377027314957,55.5,-34.5
"12397",26.9253517341262,56.5,-34.5
"12398",25.9195191825973,57.5,-34.5
"12399",23.3865068938452,58.5,-34.5
"12400",22.9778819316487,59.5,-34.5
"12401",23.606416941145,60.5,-34.5
"12402",23.9142976155551,61.5,-34.5
"12403",24.947214293646,62.5,-34.5
"12404",23.8828723166787,63.5,-34.5
"12405",26.1456336033481,64.5,-34.5
"12406",25.6310614953565,65.5,-34.5
"12407",25.0860773142273,66.5,-34.5
"12408",23.6790308635536,67.5,-34.5
"12409",24.260018791543,68.5,-34.5
"12410",25.850103514106,69.5,-34.5
"12411",25.6640457746792,70.5,-34.5
"12412",25.2142277577455,71.5,-34.5
"12413",24.3633335383394,72.5,-34.5
"12414",25.1503519093347,73.5,-34.5
