"","Temperature.X100","Temperature.Longitude","Temperature.Latitude"
"2861",-0.368,133.5,-62.5
"2862",-0.182,134.5,-62.5
"2863",0.321,135.5,-62.5
"2864",0.315,136.5,-62.5
"2865",0.241,137.5,-62.5
"2866",0.695,138.5,-62.5
"2867",0.907,139.5,-62.5
"2868",0.572,140.5,-62.5
"2869",0.127,141.5,-62.5
"2870",-0.106,142.5,-62.5
"2871",-0.234,143.5,-62.5
"2872",-0.176,144.5,-62.5
"2873",0.141,145.5,-62.5
"2874",-0.046,146.5,-62.5
"2875",0.187,147.5,-62.5
"2876",0.053,148.5,-62.5
"2877",0.17,149.5,-62.5
"2878",0.205,150.5,-62.5
"2879",0.377,151.5,-62.5
"2880",1.248,152.5,-62.5
"2881",1.685,153.5,-62.5
"2882",1.485,154.5,-62.5
"2883",1.002,155.5,-62.5
"2884",0.14,156.5,-62.5
"2885",0.133,157.5,-62.5
"2886",-0.822,158.5,-62.5
"2887",-0.429,159.5,-62.5
"2888",-0.636,160.5,-62.5
"2889",-0.611,161.5,-62.5
"2890",-0.723,162.5,-62.5
"2891",-0.217,163.5,-62.5
"2892",-0.221,164.5,-62.5
"2893",-0.179,165.5,-62.5
"2894",-0.178,166.5,-62.5
"2895",-0.065,167.5,-62.5
"2896",-0.01,168.5,-62.5
"2897",0.124,169.5,-62.5
"2898",0.439,170.5,-62.5
"2899",0.704,171.5,-62.5
"2900",1.292,172.5,-62.5
"2901",1.534,173.5,-62.5
"2902",1.826,174.5,-62.5
"2903",1.887,175.5,-62.5
"2904",1.408,176.5,-62.5
"2905",1.16,177.5,-62.5
"2906",1.395,178.5,-62.5
"2907",1.267,179.5,-62.5
"2908",1.778,-179.5,-61.5
"2909",1.37,-178.5,-61.5
"2910",1.372,-177.5,-61.5
"2911",1.374,-176.5,-61.5
"2912",1.723,-175.5,-61.5
"2913",1.456,-174.5,-61.5
"2914",1.041,-173.5,-61.5
"2915",0.974,-172.5,-61.5
"2916",0.602,-171.5,-61.5
"2917",0.485,-170.5,-61.5
"2918",-0.125,-169.5,-61.5
"2919",0.206,-168.5,-61.5
"2920",0.098,-167.5,-61.5
"2921",0.301,-166.5,-61.5
"2922",0.265,-165.5,-61.5
"2923",-0.185,-164.5,-61.5
"2924",-0.487,-163.5,-61.5
"2925",-0.453,-162.5,-61.5
"2926",-0.447,-161.5,-61.5
"2927",-0.384,-160.5,-61.5
"2928",-0.535,-159.5,-61.5
"2929",-0.548,-158.5,-61.5
"2930",-0.84,-157.5,-61.5
"2931",-0.601,-156.5,-61.5
"2932",-0.802,-155.5,-61.5
"2933",-0.755,-154.5,-61.5
"2934",-1.167,-153.5,-61.5
"2935",-1.197,-152.5,-61.5
"2936",-1.016,-151.5,-61.5
"2937",-0.905,-150.5,-61.5
"2938",-0.925,-149.5,-61.5
"2939",-1.326,-148.5,-61.5
"2940",-1.344,-147.5,-61.5
"2941",-0.862,-146.5,-61.5
"2942",-0.573,-145.5,-61.5
"2943",-1.143,-144.5,-61.5
"2944",-0.709,-143.5,-61.5
"2945",-0.676,-142.5,-61.5
"2946",-0.789,-141.5,-61.5
"2947",-0.464,-140.5,-61.5
"2948",0.076,-139.5,-61.5
"2949",-0.388,-138.5,-61.5
"2950",-0.059,-137.5,-61.5
"2951",0.239,-136.5,-61.5
"2952",0.072,-135.5,-61.5
"2953",-0.04,-134.5,-61.5
"2954",0.355,-133.5,-61.5
"2955",0.31,-132.5,-61.5
"2956",0.43,-131.5,-61.5
"2957",0.402,-130.5,-61.5
"2958",0.81,-129.5,-61.5
"2959",0.265,-128.5,-61.5
"2960",0.58,-127.5,-61.5
"2961",0.595,-126.5,-61.5
"2962",0.865,-125.5,-61.5
"2963",1.052,-124.5,-61.5
"2964",1.017,-123.5,-61.5
"2965",1.256,-122.5,-61.5
"2966",1.332,-121.5,-61.5
"2967",1.722,-120.5,-61.5
"2968",1.505,-119.5,-61.5
"2969",1.46,-118.5,-61.5
"2970",1.559,-117.5,-61.5
"2971",1.833,-116.5,-61.5
"2972",1.942,-115.5,-61.5
"2973",1.888,-114.5,-61.5
"2974",1.791,-113.5,-61.5
"2975",1.758,-112.5,-61.5
"2976",1.822,-111.5,-61.5
"2977",1.893,-110.5,-61.5
"2978",1.967,-109.5,-61.5
"2979",2.058,-108.5,-61.5
"2980",1.702,-107.5,-61.5
"2981",1.564,-106.5,-61.5
"2982",1.781,-105.5,-61.5
"2983",1.742,-104.5,-61.5
"2984",1.963,-103.5,-61.5
"2985",1.796,-102.5,-61.5
"2986",1.847,-101.5,-61.5
"2987",2.114,-100.5,-61.5
"2988",2.186,-99.5,-61.5
"2989",2.104,-98.5,-61.5
"2990",2.219,-97.5,-61.5
"2991",2.11,-96.5,-61.5
"2992",2.092,-95.5,-61.5
"2993",2.206,-94.5,-61.5
"2994",2.426,-93.5,-61.5
"2995",2.493,-92.5,-61.5
"2996",2.589,-91.5,-61.5
"2997",1.948,-90.5,-61.5
"2998",2.092,-89.5,-61.5
"2999",2.213,-88.5,-61.5
"3000",2.508,-87.5,-61.5
"3001",2.776,-86.5,-61.5
"3002",2.883,-85.5,-61.5
"3003",2.379,-84.5,-61.5
"3004",2.387,-83.5,-61.5
"3005",2.102,-82.5,-61.5
"3006",2.664,-81.5,-61.5
"3007",2.619,-80.5,-61.5
"3008",2.907,-79.5,-61.5
"3009",3.07,-78.5,-61.5
"3010",2.714,-77.5,-61.5
"3011",2.888,-76.5,-61.5
"3012",2.667,-75.5,-61.5
"3013",2.087,-74.5,-61.5
"3014",1.728,-73.5,-61.5
"3015",1.592,-72.5,-61.5
"3016",1.395,-71.5,-61.5
"3017",1.345,-70.5,-61.5
"3018",1.087,-69.5,-61.5
"3019",0.107,-68.5,-61.5
"3020",-0.118,-67.5,-61.5
"3021",-0.657,-66.5,-61.5
"3022",-0.597,-65.5,-61.5
"3023",-0.979,-64.5,-61.5
"3024",-0.678,-63.5,-61.5
"3025",-0.689,-62.5,-61.5
"3026",-0.521,-61.5,-61.5
"3027",-0.454,-60.5,-61.5
"3028",-0.361,-59.5,-61.5
"3029",-0.41,-58.5,-61.5
"3030",-0.319,-57.5,-61.5
"3031",-0.333,-56.5,-61.5
"3032",-0.354,-55.5,-61.5
"3033",-0.288,-54.5,-61.5
"3034",-0.755,-53.5,-61.5
"3035",-0.939,-52.5,-61.5
"3036",-1.165,-51.5,-61.5
"3037",-1.564,-50.5,-61.5
"3038",-1.42,-49.5,-61.5
"3039",-1.102,-48.5,-61.5
"3040",-1.313,-47.5,-61.5
"3041",-1.197,-46.5,-61.5
"3042",-1.258,-45.5,-61.5
"3043",-1.13,-44.5,-61.5
"3044",-1.171,-43.5,-61.5
"3045",-1.15,-42.5,-61.5
"3046",-1.225,-41.5,-61.5
"3047",-1.314,-40.5,-61.5
"3048",-1.407,-39.5,-61.5
"3049",-1.066,-38.5,-61.5
"3050",-0.528,-37.5,-61.5
"3051",-0.92,-36.5,-61.5
"3052",-1.157,-35.5,-61.5
"3053",-0.997,-34.5,-61.5
"3054",-1.631,-33.5,-61.5
"3055",-1.286,-32.5,-61.5
"3056",-0.972,-31.5,-61.5
"3057",-1.049,-30.5,-61.5
"3058",-1.535,-29.5,-61.5
"3059",-1.041,-28.5,-61.5
"3060",-1.466,-27.5,-61.5
"3061",-1.591,-26.5,-61.5
"3062",-1.46,-25.5,-61.5
"3063",-1.46,-24.5,-61.5
"3064",-1.433,-23.5,-61.5
"3065",-1.278,-22.5,-61.5
"3066",-1.257,-21.5,-61.5
"3067",-1.41,-20.5,-61.5
"3068",-1.598,-19.5,-61.5
"3069",-1.366,-18.5,-61.5
"3070",-1.431,-17.5,-61.5
"3071",-1.534,-16.5,-61.5
"3072",-1.364,-15.5,-61.5
"3073",-1.475,-14.5,-61.5
"3074",-1.57,-13.5,-61.5
"3075",-1.573,-12.5,-61.5
"3076",-1.624,-11.5,-61.5
"3077",-1.09,-10.5,-61.5
"3078",-1.09,-9.5,-61.5
"3079",-1.449,-8.5,-61.5
"3080",-0.986,-7.5,-61.5
"3081",-1.15,-6.5,-61.5
"3082",-1.187,-5.5,-61.5
"3083",-1.503,-4.5,-61.5
"3084",-1.598,-3.5,-61.5
"3085",-1.436,-2.5,-61.5
"3086",-1.513,-1.5,-61.5
"3087",-1.465,-0.5,-61.5
"3088",-1.248,0.5,-61.5
"3089",-1.299,1.5,-61.5
"3090",-1.187,2.5,-61.5
"3091",-1.132,3.5,-61.5
"3092",-1.302,4.5,-61.5
"3093",-1.06,5.5,-61.5
"3094",-1.211,6.5,-61.5
"3095",-0.973,7.5,-61.5
"3096",-1.357,8.5,-61.5
"3097",-1.41,9.5,-61.5
"3098",-1.333,10.5,-61.5
"3099",-1.24,11.5,-61.5
"3100",-0.679,12.5,-61.5
"3101",-0.738,13.5,-61.5
"3102",-0.67,14.5,-61.5
"3103",-0.886,15.5,-61.5
"3104",-0.475,16.5,-61.5
"3105",0.081,17.5,-61.5
"3106",-0.998,19.5,-61.5
"3107",-1.231,20.5,-61.5
"3108",-1.277,21.5,-61.5
"3109",-1.021,22.5,-61.5
"3110",0.015,23.5,-61.5
"3111",-0.885,24.5,-61.5
"3112",-1.001,25.5,-61.5
"3113",-1.126,26.5,-61.5
"3114",-1.106,27.5,-61.5
"3115",-0.783,28.5,-61.5
"3116",-1.106,29.5,-61.5
"3117",-1.23,30.5,-61.5
"3118",-1.045,31.5,-61.5
"3119",-1.489,32.5,-61.5
"3120",-1.247,33.5,-61.5
"3121",-1.34,34.5,-61.5
"3122",-1.336,35.5,-61.5
"3123",-1.336,36.5,-61.5
"3124",-1.063,37.5,-61.5
"3125",-0.738,38.5,-61.5
"3126",-1.131,39.5,-61.5
"3127",-1.122,40.5,-61.5
"3128",-0.935,41.5,-61.5
"3129",-0.963,42.5,-61.5
"3130",-0.911,43.5,-61.5
"3131",-1.18,44.5,-61.5
"3132",-1.066,45.5,-61.5
"3133",-1.342,46.5,-61.5
"3134",-0.893,47.5,-61.5
"3135",-1.014,48.5,-61.5
"3136",-0.834,49.5,-61.5
"3137",-0.495,50.5,-61.5
"3138",-1.01,51.5,-61.5
"3139",-0.933,52.5,-61.5
"3140",0.035,53.5,-61.5
"3141",-0.357,54.5,-61.5
"3142",-0.964,55.5,-61.5
"3143",-0.733,56.5,-61.5
"3144",-0.073,57.5,-61.5
"3145",-0.389,58.5,-61.5
"3146",-0.55,59.5,-61.5
"3147",-0.355,60.5,-61.5
"3148",-0.374,61.5,-61.5
"3149",-1.126,62.5,-61.5
"3150",-0.878,63.5,-61.5
"3151",-1.146,64.5,-61.5
"3152",-0.922,65.5,-61.5
"3153",-1.029,66.5,-61.5
"3154",-0.941,67.5,-61.5
"3155",-0.403,68.5,-61.5
"3156",-0.346,69.5,-61.5
"3157",-0.101,70.5,-61.5
"3158",-0.209,71.5,-61.5
"3159",-0.375,72.5,-61.5
"3160",-0.192,73.5,-61.5
"3161",-0.051,74.5,-61.5
"3162",-0.172,75.5,-61.5
"3163",-0.622,76.5,-61.5
"3164",-0.804,77.5,-61.5
"3165",-0.742,78.5,-61.5
"3166",-0.156,79.5,-61.5
"3167",0.18,80.5,-61.5
"3168",0.326,81.5,-61.5
"3169",0.414,82.5,-61.5
"3170",0.454,83.5,-61.5
"3171",0.618,84.5,-61.5
"3172",-0.72,85.5,-61.5
"3173",-0.754,86.5,-61.5
"3174",-0.587,87.5,-61.5
"3175",-0.383,88.5,-61.5
"3176",-0.635,89.5,-61.5
"3177",-0.267,90.5,-61.5
"3178",-0.515,91.5,-61.5
"3179",-0.359,92.5,-61.5
"3180",-0.369,93.5,-61.5
"3181",-0.216,94.5,-61.5
"3182",-0.253,95.5,-61.5
"3183",-0.682,96.5,-61.5
"3184",-0.613,97.5,-61.5
"3185",-0.286,98.5,-61.5
"3186",-0.316,99.5,-61.5
"3187",0.008,100.5,-61.5
"3188",-0.111,101.5,-61.5
"3189",-0.02,102.5,-61.5
"3190",-0.349,103.5,-61.5
"3191",-0.572,104.5,-61.5
"3192",-0.515,105.5,-61.5
"3193",-0.445,106.5,-61.5
"3194",-0.336,107.5,-61.5
"3195",-0.551,108.5,-61.5
"3196",-0.165,109.5,-61.5
"3197",0.04,110.5,-61.5
"3198",-0.323,111.5,-61.5
"3199",-0.032,112.5,-61.5
"3200",-0.417,113.5,-61.5
"3201",-0.407,114.5,-61.5
"3202",-0.659,115.5,-61.5
"3203",-0.657,116.5,-61.5
"3204",-0.65,117.5,-61.5
"3205",-0.367,118.5,-61.5
"3206",-0.359,119.5,-61.5
"3207",-0.563,120.5,-61.5
"3208",-0.542,121.5,-61.5
"3209",-0.62,122.5,-61.5
"3210",-0.729,123.5,-61.5
"3211",-0.494,124.5,-61.5
"3212",-0.525,125.5,-61.5
"3213",-0.682,126.5,-61.5
"3214",-0.275,127.5,-61.5
"3215",-0.251,128.5,-61.5
"3216",-0.591,129.5,-61.5
"3217",-0.634,130.5,-61.5
"3218",-0.091,131.5,-61.5
"3219",-0.368,132.5,-61.5
"3220",-0.315,133.5,-61.5
"3221",-0.212,134.5,-61.5
"3222",-0.313,135.5,-61.5
"3223",-0.492,136.5,-61.5
"3224",-0.493,137.5,-61.5
"3225",-0.261,138.5,-61.5
"3226",-0.551,139.5,-61.5
"3227",-0.258,140.5,-61.5
"3228",-0.462,141.5,-61.5
"3229",-0.373,142.5,-61.5
"3230",-0.541,143.5,-61.5
"3231",-0.332,144.5,-61.5
"3232",-0.364,145.5,-61.5
"3233",-0.534,146.5,-61.5
"3234",-0.472,147.5,-61.5
"3235",-0.376,148.5,-61.5
"3236",-0.069,149.5,-61.5
"3237",0.353,150.5,-61.5
"3238",0.642,151.5,-61.5
"3239",0.992,152.5,-61.5
"3240",0.1,153.5,-61.5
"3241",0.835,154.5,-61.5
"3242",-0.02,155.5,-61.5
"3243",-0.226,156.5,-61.5
"3244",-0.282,157.5,-61.5
"3245",0.24,158.5,-61.5
"3246",0.317,159.5,-61.5
"3247",0.339,160.5,-61.5
"3248",0.261,161.5,-61.5
"3249",0.192,162.5,-61.5
"3250",0.185,163.5,-61.5
"3251",0.675,164.5,-61.5
"3252",0.409,165.5,-61.5
"3253",0.244,166.5,-61.5
"3254",0.691,167.5,-61.5
"3255",1.022,168.5,-61.5
"3256",1.655,169.5,-61.5
"3257",1.847,170.5,-61.5
"3258",2.675,171.5,-61.5
"3259",2.714,172.5,-61.5
"3260",3.08,173.5,-61.5
"3261",2.469,174.5,-61.5
"3262",2.314,175.5,-61.5
"3263",2.226,176.5,-61.5
"3264",1.763,177.5,-61.5
"3265",1.837,178.5,-61.5
"3266",1.924,179.5,-61.5
"3267",2.17,-179.5,-60.5
"3268",2.042,-178.5,-60.5
"3269",1.879,-177.5,-60.5
"3270",2.056,-176.5,-60.5
"3271",1.961,-175.5,-60.5
"3272",1.932,-174.5,-60.5
"3273",2.077,-173.5,-60.5
"3274",2.044,-172.5,-60.5
"3275",1.855,-171.5,-60.5
"3276",1.842,-170.5,-60.5
"3277",1.5,-169.5,-60.5
"3278",1.533,-168.5,-60.5
"3279",1.336,-167.5,-60.5
"3280",1.295,-166.5,-60.5
"3281",1.026,-165.5,-60.5
"3282",0.845,-164.5,-60.5
"3283",0.709,-163.5,-60.5
"3284",0.247,-162.5,-60.5
"3285",0.127,-161.5,-60.5
"3286",0.484,-160.5,-60.5
"3287",0.116,-159.5,-60.5
"3288",-0.057,-158.5,-60.5
"3289",-0.428,-157.5,-60.5
"3290",-0.299,-156.5,-60.5
"3291",-0.546,-155.5,-60.5
"3292",-1.072,-154.5,-60.5
"3293",-0.829,-153.5,-60.5
"3294",-0.986,-152.5,-60.5
"3295",-1.05,-151.5,-60.5
"3296",-0.827,-150.5,-60.5
"3297",-1.121,-149.5,-60.5
"3298",-1.242,-148.5,-60.5
"3299",-0.502,-147.5,-60.5
"3300",-0.423,-146.5,-60.5
"3301",-0.98,-145.5,-60.5
"3302",-0.48,-144.5,-60.5
"3303",-0.198,-143.5,-60.5
"3304",-0.409,-142.5,-60.5
"3305",-0.32,-141.5,-60.5
"3306",-0.231,-140.5,-60.5
"3307",0.123,-139.5,-60.5
"3308",-0.11,-138.5,-60.5
"3309",0.263,-137.5,-60.5
"3310",0.252,-136.5,-60.5
"3311",0.116,-135.5,-60.5
"3312",0.494,-134.5,-60.5
"3313",0.491,-133.5,-60.5
"3314",0.513,-132.5,-60.5
"3315",0.928,-131.5,-60.5
"3316",0.531,-130.5,-60.5
"3317",0.625,-129.5,-60.5
"3318",0.521,-128.5,-60.5
"3319",0.969,-127.5,-60.5
"3320",0.9,-126.5,-60.5
"3321",1.244,-125.5,-60.5
"3322",1.938,-124.5,-60.5
"3323",1.86,-123.5,-60.5
"3324",1.937,-122.5,-60.5
"3325",2.207,-121.5,-60.5
"3326",1.829,-120.5,-60.5
"3327",2.063,-119.5,-60.5
"3328",1.963,-118.5,-60.5
"3329",2.222,-117.5,-60.5
"3330",1.929,-116.5,-60.5
"3331",2.158,-115.5,-60.5
"3332",2.157,-114.5,-60.5
"3333",2.158,-113.5,-60.5
"3334",2.132,-112.5,-60.5
"3335",2.319,-111.5,-60.5
"3336",2.221,-110.5,-60.5
"3337",2.658,-109.5,-60.5
"3338",2.401,-108.5,-60.5
"3339",1.976,-107.5,-60.5
"3340",2.298,-106.5,-60.5
"3341",2.569,-105.5,-60.5
"3342",2.483,-104.5,-60.5
"3343",2.486,-103.5,-60.5
"3344",2.127,-102.5,-60.5
"3345",2.751,-101.5,-60.5
"3346",2.946,-100.5,-60.5
"3347",2.035,-99.5,-60.5
"3348",2.546,-98.5,-60.5
"3349",2.437,-97.5,-60.5
"3350",2.094,-96.5,-60.5
"3351",2.144,-95.5,-60.5
"3352",2.318,-94.5,-60.5
"3353",3.045,-93.5,-60.5
"3354",2.702,-92.5,-60.5
"3355",3.041,-91.5,-60.5
"3356",2.454,-90.5,-60.5
"3357",2.927,-89.5,-60.5
"3358",3.313,-88.5,-60.5
"3359",3.379,-87.5,-60.5
"3360",3.232,-86.5,-60.5
"3361",3.307,-85.5,-60.5
"3362",3.541,-84.5,-60.5
"3363",3.367,-83.5,-60.5
"3364",3.312,-82.5,-60.5
"3365",3.5,-81.5,-60.5
"3366",3.542,-80.5,-60.5
"3367",3.761,-79.5,-60.5
"3368",3.666,-78.5,-60.5
"3369",3.465,-77.5,-60.5
"3370",3.496,-76.5,-60.5
"3371",3.418,-75.5,-60.5
"3372",2.78,-74.5,-60.5
"3373",2.404,-73.5,-60.5
"3374",2.225,-72.5,-60.5
"3375",1.879,-71.5,-60.5
"3376",1.659,-70.5,-60.5
"3377",1.194,-69.5,-60.5
"3378",0.575,-68.5,-60.5
"3379",0.684,-67.5,-60.5
"3380",0.279,-66.5,-60.5
"3381",-0.051,-65.5,-60.5
"3382",-0.629,-64.5,-60.5
"3383",-0.806,-63.5,-60.5
"3384",-0.698,-62.5,-60.5
"3385",-0.624,-61.5,-60.5
"3386",-0.615,-60.5,-60.5
"3387",-0.628,-59.5,-60.5
"3388",-0.606,-58.5,-60.5
"3389",-0.474,-57.5,-60.5
"3390",-0.4,-56.5,-60.5
"3391",-0.072,-55.5,-60.5
"3392",-0.194,-54.5,-60.5
"3393",-0.399,-53.5,-60.5
"3394",-0.416,-52.5,-60.5
"3395",-0.614,-51.5,-60.5
"3396",-0.807,-50.5,-60.5
"3397",-0.971,-49.5,-60.5
"3398",-1.24,-48.5,-60.5
"3399",-1.198,-47.5,-60.5
"3400",-0.975,-46.5,-60.5
"3401",-1.104,-45.5,-60.5
"3402",-1.186,-44.5,-60.5
"3403",-1.185,-43.5,-60.5
"3404",-1.146,-42.5,-60.5
"3405",-0.565,-41.5,-60.5
"3406",-0.864,-40.5,-60.5
"3407",-0.831,-39.5,-60.5
"3408",-0.455,-38.5,-60.5
"3409",-0.576,-37.5,-60.5
"3410",-0.601,-36.5,-60.5
"3411",-0.606,-35.5,-60.5
"3412",-0.146,-34.5,-60.5
"3413",-1.164,-33.5,-60.5
"3414",-1.131,-32.5,-60.5
"3415",-1.034,-31.5,-60.5
"3416",-1.319,-30.5,-60.5
"3417",-1.084,-28.5,-60.5
"3418",-1.104,-27.5,-60.5
"3419",-1.202,-26.5,-60.5
"3420",-1.187,-25.5,-60.5
"3421",-1.119,-24.5,-60.5
"3422",-1.268,-23.5,-60.5
"3423",-0.781,-22.5,-60.5
"3424",-0.479,-21.5,-60.5
"3425",-1.035,-20.5,-60.5
"3426",-0.823,-17.5,-60.5
"3427",-1.218,-16.5,-60.5
"3428",-1.308,-15.5,-60.5
"3429",-1.253,-14.5,-60.5
"3430",-1.648,-13.5,-60.5
"3431",-1.508,-12.5,-60.5
"3432",-1.593,-11.5,-60.5
"3433",-1.538,-10.5,-60.5
"3434",-1.534,-9.5,-60.5
"3435",-1.249,-8.5,-60.5
"3436",-1.572,-7.5,-60.5
"3437",-1.469,-6.5,-60.5
"3438",-1.35,-5.5,-60.5
"3439",-1.276,-4.5,-60.5
"3440",-1.285,-3.5,-60.5
"3441",-1.54,-2.5,-60.5
"3442",-1.465,-1.5,-60.5
"3443",-1.293,-0.5,-60.5
"3444",-1.266,0.5,-60.5
"3445",-1.347,1.5,-60.5
"3446",-1.27,2.5,-60.5
"3447",-1.21,3.5,-60.5
"3448",-1.126,4.5,-60.5
"3449",-1.029,5.5,-60.5
"3450",-1.279,6.5,-60.5
"3451",-1.067,7.5,-60.5
"3452",-1.238,8.5,-60.5
"3453",-1.366,9.5,-60.5
"3454",-1.288,10.5,-60.5
"3455",-1.021,11.5,-60.5
"3456",-0.997,12.5,-60.5
"3457",-0.901,13.5,-60.5
"3458",-1.114,14.5,-60.5
"3459",-0.807,15.5,-60.5
"3460",-1.044,16.5,-60.5
"3461",-1.202,17.5,-60.5
"3462",-1.299,18.5,-60.5
"3463",-1.287,19.5,-60.5
"3464",-0.926,20.5,-60.5
"3465",-0.695,21.5,-60.5
"3466",-1.014,22.5,-60.5
"3467",-0.901,23.5,-60.5
"3468",-1.015,24.5,-60.5
"3469",-1.081,25.5,-60.5
"3470",-0.891,26.5,-60.5
"3471",-0.814,27.5,-60.5
"3472",-0.402,28.5,-60.5
"3473",-1.036,29.5,-60.5
"3474",-0.838,30.5,-60.5
"3475",-1.034,31.5,-60.5
"3476",-1.219,32.5,-60.5
"3477",-0.776,33.5,-60.5
"3478",-1.06,34.5,-60.5
"3479",-0.997,35.5,-60.5
"3480",-0.798,36.5,-60.5
"3481",-1.183,37.5,-60.5
"3482",-1.132,38.5,-60.5
"3483",-1.414,39.5,-60.5
"3484",-1.427,40.5,-60.5
"3485",-1.261,41.5,-60.5
"3486",-1.213,42.5,-60.5
"3487",-1.263,43.5,-60.5
"3488",-1.249,44.5,-60.5
"3489",-1.473,45.5,-60.5
"3490",-1.574,46.5,-60.5
"3491",-0.923,47.5,-60.5
"3492",-0.331,48.5,-60.5
"3493",-1.289,49.5,-60.5
"3494",-1.569,50.5,-60.5
"3495",-1.519,51.5,-60.5
"3496",-0.968,52.5,-60.5
"3497",-0.919,53.5,-60.5
"3498",-0.804,54.5,-60.5
"3499",-0.647,55.5,-60.5
"3500",-0.999,56.5,-60.5
"3501",-1.072,57.5,-60.5
"3502",-1.033,58.5,-60.5
"3503",-0.841,59.5,-60.5
"3504",-0.918,60.5,-60.5
"3505",-0.659,61.5,-60.5
"3506",-0.665,62.5,-60.5
"3507",-0.511,63.5,-60.5
"3508",-0.687,64.5,-60.5
"3509",-0.613,65.5,-60.5
"3510",-0.726,66.5,-60.5
"3511",-1.12,67.5,-60.5
"3512",-0.885,68.5,-60.5
"3513",-0.862,69.5,-60.5
"3514",-0.686,70.5,-60.5
"3515",-0.957,71.5,-60.5
"3516",-0.945,72.5,-60.5
"3517",-1.124,73.5,-60.5
"3518",-0.587,74.5,-60.5
"3519",-0.482,75.5,-60.5
"3520",-0.599,76.5,-60.5
"3521",-0.709,77.5,-60.5
"3522",-0.981,78.5,-60.5
"3523",0.2,79.5,-60.5
"3524",-0.194,80.5,-60.5
"3525",-0.211,81.5,-60.5
"3526",-0.286,82.5,-60.5
"3527",-0.246,83.5,-60.5
"3528",0.712,84.5,-60.5
"3529",-0.668,85.5,-60.5
"3530",-0.295,86.5,-60.5
"3531",-0.762,87.5,-60.5
"3532",-0.563,88.5,-60.5
"3533",-0.668,89.5,-60.5
"3534",-0.82,90.5,-60.5
"3535",-0.377,91.5,-60.5
"3536",-0.186,92.5,-60.5
"3537",-0.203,93.5,-60.5
"3538",-0.473,94.5,-60.5
"3539",-0.51,95.5,-60.5
"3540",-0.581,96.5,-60.5
"3541",-0.618,97.5,-60.5
"3542",-0.295,98.5,-60.5
"3543",-0.415,99.5,-60.5
"3544",-0.219,100.5,-60.5
"3545",-0.451,101.5,-60.5
"3546",-0.507,102.5,-60.5
"3547",-0.095,103.5,-60.5
"3548",-0.463,104.5,-60.5
"3549",-0.341,105.5,-60.5
"3550",-0.424,106.5,-60.5
"3551",-0.685,107.5,-60.5
"3552",-0.562,108.5,-60.5
"3553",-0.579,109.5,-60.5
"3554",-0.09,110.5,-60.5
"3555",-0.326,111.5,-60.5
"3556",-1.038,112.5,-60.5
"3557",-0.468,113.5,-60.5
"3558",-0.101,114.5,-60.5
"3559",-0.216,115.5,-60.5
"3560",-0.173,116.5,-60.5
"3561",-0.218,117.5,-60.5
"3562",-0.379,118.5,-60.5
"3563",-0.396,119.5,-60.5
"3564",-0.733,120.5,-60.5
"3565",-0.413,121.5,-60.5
"3566",-0.522,122.5,-60.5
"3567",-0.486,123.5,-60.5
"3568",-0.623,124.5,-60.5
"3569",-0.167,125.5,-60.5
"3570",-0.11,126.5,-60.5
"3571",-0.201,127.5,-60.5
"3572",0.038,128.5,-60.5
"3573",0.036,129.5,-60.5
"3574",0.104,130.5,-60.5
"3575",0.229,131.5,-60.5
"3576",0.254,132.5,-60.5
"3577",0.303,133.5,-60.5
"3578",0.129,134.5,-60.5
"3579",-0.057,135.5,-60.5
"3580",-0.353,136.5,-60.5
"3581",-0.214,137.5,-60.5
"3582",-0.11,138.5,-60.5
"3583",-0.272,139.5,-60.5
"3584",-0.266,140.5,-60.5
"3585",-0.079,141.5,-60.5
"3586",0.26,142.5,-60.5
"3587",0.097,143.5,-60.5
"3588",0.376,144.5,-60.5
"3589",0.33,145.5,-60.5
"3590",0.116,146.5,-60.5
"3591",-0.024,147.5,-60.5
"3592",-0.212,148.5,-60.5
"3593",-0.067,149.5,-60.5
"3594",0.213,150.5,-60.5
"3595",0.045,151.5,-60.5
"3596",-0.604,152.5,-60.5
"3597",-0.286,153.5,-60.5
"3598",0.626,154.5,-60.5
"3599",0.203,155.5,-60.5
"3600",0.231,156.5,-60.5
"3601",0.274,157.5,-60.5
"3602",0.07,158.5,-60.5
"3603",0.234,159.5,-60.5
"3604",0.272,160.5,-60.5
"3605",0.445,161.5,-60.5
"3606",1.142,162.5,-60.5
"3607",1.583,163.5,-60.5
"3608",1.575,164.5,-60.5
"3609",1.526,165.5,-60.5
"3610",1.619,166.5,-60.5
"3611",1.878,167.5,-60.5
"3612",2.541,168.5,-60.5
"3613",2.87,169.5,-60.5
"3614",3.25,170.5,-60.5
"3615",3.565,171.5,-60.5
"3616",3.419,172.5,-60.5
"3617",3.619,173.5,-60.5
"3618",3.086,174.5,-60.5
"3619",2.887,175.5,-60.5
"3620",2.57,176.5,-60.5
"3621",2.549,177.5,-60.5
"3622",2.582,178.5,-60.5
"3623",2.332,179.5,-60.5
"3624",3.639,-179.5,-59.5
"3625",2.642,-178.5,-59.5
"3626",2.755,-177.5,-59.5
"3627",2.827,-176.5,-59.5
"3628",2.924,-175.5,-59.5
"3629",3.042,-174.5,-59.5
"3630",2.927,-173.5,-59.5
"3631",2.541,-172.5,-59.5
"3632",2.431,-171.5,-59.5
